"D_X","E850","SH2","SI","SIC","SIN","SIP","SLambda_0","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p_rgh","sourceXI_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.5e-16,0.052365,0.0010072,0.20833,0.0020441,0.04771,0.014103,1.2539e-08,4.6023e-26,-1.1905e-12,-2.4122e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000717,0.0015,0.000717,5e-06
2.5e-16,0.052362,0.0010059,0.20831,0.0020414,0.047713,0.014105,1.2539e-08,5.2699e-26,-1.1756e-12,-2.4061e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.00072,0.0015,0.00072,5e-06
2.5e-16,0.05236,0.0010046,0.2083,0.0020388,0.047716,0.014106,1.2539e-08,5.355e-26,-1.16e-12,-2.3984e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000723,0.0015,0.000723,5e-06
2.5e-16,0.052358,0.0010033,0.20829,0.0020361,0.047719,0.014107,1.2539e-08,5.4401e-26,-1.1444e-12,-2.3906e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000726,0.0015,0.000726,5e-06
2.5e-16,0.052357,0.001002,0.20828,0.0020334,0.047722,0.014108,1.2539e-08,5.4712e-26,-1.1304e-12,-2.3825e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000729,0.0015,0.000729,5e-06
2.5e-16,0.052358,0.0010007,0.20827,0.0020307,0.047725,0.014109,1.2539e-08,5.4484e-26,-1.1181e-12,-2.374e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000732,0.0015,0.000732,5e-06
2.5e-16,0.052358,0.00099939,0.20826,0.0020281,0.047728,0.01411,1.2539e-08,5.4256e-26,-1.1057e-12,-2.3655e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000735,0.0015,0.000735,5e-06
2.5e-16,0.05236,0.00099809,0.20825,0.0020254,0.047731,0.014112,1.2539e-08,5.2206e-26,-1.0927e-12,-2.3583e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000738,0.0015,0.000738,5e-06
2.5e-16,0.052363,0.00099679,0.20824,0.0020227,0.047734,0.014113,1.2539e-08,5.0156e-26,-1.0796e-12,-2.3511e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000741,0.0015,0.000741,5e-06
2.5e-16,0.052366,0.00099549,0.20823,0.0020201,0.047737,0.014114,1.2539e-08,4.8652e-26,-1.065e-12,-2.3441e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000744,0.0015,0.000744,5e-06
2.5e-16,0.05237,0.0009942,0.20822,0.0020174,0.04774,0.014115,1.2539e-08,4.7695e-26,-1.0489e-12,-2.3374e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000747,0.0015,0.000747,5e-06
2.5e-16,0.052374,0.0009929,0.20821,0.0020147,0.047743,0.014116,1.2539e-08,4.6737e-26,-1.0328e-12,-2.3307e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.00075,0.0015,0.00075,5e-06
2.5e-16,0.052379,0.0009916,0.20819,0.002012,0.047746,0.014118,1.2539e-08,4.1033e-26,-1.0186e-12,-2.3231e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000753,0.0015,0.000753,5e-06
2.5e-16,0.052384,0.0009903,0.20818,0.0020094,0.047749,0.014119,1.2539e-08,3.5329e-26,-1.0044e-12,-2.3155e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000756,0.0015,0.000756,5e-06
2.5e-16,0.052389,0.000989,0.20817,0.0020067,0.047752,0.01412,1.2539e-08,3.1061e-26,-9.9008e-13,-2.3076e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000759,0.0015,0.000759,5e-06
2.5e-16,0.052394,0.0009877,0.20816,0.002004,0.047755,0.014121,1.2539e-08,2.823e-26,-9.7555e-13,-2.2994e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000762,0.0015,0.000762,5e-06
2.5e-16,0.052399,0.00098641,0.20815,0.0020013,0.047758,0.014122,1.2539e-08,2.5398e-26,-9.6101e-13,-2.2912e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000765,0.0015,0.000765,5e-06
2.5e-16,0.052404,0.00098511,0.20814,0.0019987,0.047761,0.014123,1.2539e-08,3.0586e-26,-9.4543e-13,-2.2824e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000768,0.0015,0.000768,5e-06
2.5e-16,0.052409,0.00098381,0.20813,0.001996,0.047764,0.014125,1.2539e-08,3.5774e-26,-9.2986e-13,-2.2736e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000771,0.0015,0.000771,5e-06
2.5e-16,0.052414,0.00098251,0.20812,0.0019933,0.047767,0.014126,1.2539e-08,3.8389e-26,-9.1535e-13,-2.2641e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000774,0.0015,0.000774,5e-06
2.5e-16,0.052418,0.00098121,0.20811,0.0019907,0.04777,0.014127,1.2539e-08,3.8431e-26,-9.019e-13,-2.2541e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000777,0.0015,0.000777,5e-06
2.5e-16,0.052423,0.00097991,0.2081,0.001988,0.047773,0.014128,1.2539e-08,3.8472e-26,-8.8845e-13,-2.244e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.00078,0.0015,0.00078,5e-06
2.5e-16,0.052426,0.00097862,0.20808,0.0019853,0.047776,0.014129,1.2539e-08,4.131e-26,-8.7541e-13,-2.2351e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000783,0.0015,0.000783,5e-06
2.5e-16,0.05243,0.00097732,0.20807,0.0019826,0.047779,0.014131,1.2539e-08,4.4147e-26,-8.6237e-13,-2.2261e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000786,0.0015,0.000786,5e-06
2.5e-16,0.052433,0.00097602,0.20806,0.00198,0.047783,0.014132,1.2539e-08,4.3969e-26,-8.4834e-13,-2.2182e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000789,0.0015,0.000789,5e-06
2.5e-16,0.052435,0.00097472,0.20805,0.0019773,0.047786,0.014133,1.2539e-08,4.0777e-26,-8.3334e-13,-2.2114e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000792,0.0015,0.000792,5e-06
2.5e-16,0.052437,0.00097342,0.20804,0.0019746,0.047789,0.014134,1.2539e-08,3.7585e-26,-8.1833e-13,-2.2046e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000795,0.0015,0.000795,5e-06
2.5e-16,0.052438,0.00097212,0.20803,0.001972,0.047792,0.014135,1.2539e-08,3.21e-26,-8.049e-13,-2.1977e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000798,0.0015,0.000798,5e-06
2.5e-16,0.052439,0.00097083,0.20802,0.0019693,0.047795,0.014137,1.2539e-08,2.6616e-26,-7.9146e-13,-2.1907e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6912e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000801,0.0015,0.000801,5e-06
2.5e-16,0.052439,0.00096953,0.20801,0.0019666,0.047798,0.014138,1.2539e-08,2.408e-26,-7.7841e-13,-2.1827e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000804,0.0015,0.000804,5e-06
2.5e-16,0.052439,0.00096823,0.208,0.0019639,0.047801,0.014139,1.2539e-08,2.4494e-26,-7.6573e-13,-2.1737e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000807,0.0015,0.000807,5e-06
2.5e-16,0.052438,0.00096693,0.20799,0.0019613,0.047804,0.01414,1.2539e-08,2.4908e-26,-7.5305e-13,-2.1647e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.00081,0.0015,0.00081,5e-06
2.5e-16,0.052434,0.00096563,0.20797,0.0019586,0.047807,0.014141,1.2539e-08,2.5533e-26,-7.3885e-13,-2.1555e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000813,0.0015,0.000813,5e-06
2.5e-16,0.052431,0.00096434,0.20796,0.0019559,0.04781,0.014142,1.2539e-08,2.6158e-26,-7.2464e-13,-2.1464e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000816,0.0015,0.000816,5e-06
2.5e-16,0.052426,0.00096304,0.20795,0.0019533,0.047813,0.014144,1.2539e-08,2.574e-26,-7.1093e-13,-2.1379e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000819,0.0015,0.000819,5e-06
2.5e-16,0.052419,0.00096174,0.20794,0.0019506,0.047816,0.014145,1.2539e-08,2.4279e-26,-6.977e-13,-2.13e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000822,0.0015,0.000822,5e-06
2.5e-16,0.052412,0.00096044,0.20793,0.0019479,0.047819,0.014146,1.2539e-08,2.2818e-26,-6.8448e-13,-2.1222e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000825,0.0015,0.000825,5e-06
2.5e-16,0.052402,0.00095914,0.20792,0.0019453,0.047822,0.014147,1.2539e-08,2.2137e-26,-6.7331e-13,-2.1146e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000828,0.0015,0.000828,5e-06
2.5e-16,0.052392,0.00095784,0.20791,0.0019426,0.047825,0.014148,1.2539e-08,2.1456e-26,-6.6214e-13,-2.1069e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000831,0.0015,0.000831,5e-06
2.5e-16,0.052381,0.00095655,0.2079,0.0019399,0.047828,0.01415,1.2539e-08,2.2106e-26,-6.5046e-13,-2.0994e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000834,0.0015,0.000834,5e-06
2.5e-16,0.052368,0.00095525,0.20789,0.0019372,0.047831,0.014151,1.2539e-08,2.4087e-26,-6.3826e-13,-2.0921e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000837,0.0015,0.000837,5e-06
2.5e-16,0.052355,0.00095395,0.20788,0.0019346,0.047834,0.014152,1.2539e-08,2.6068e-26,-6.2607e-13,-2.0848e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.00084,0.0015,0.00084,5e-06
2.5e-16,0.052339,0.00095265,0.20786,0.0019319,0.047837,0.014153,1.2539e-08,2.4266e-26,-6.1378e-13,-2.0778e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000843,0.0015,0.000843,5e-06
2.5e-16,0.052324,0.00095135,0.20785,0.0019292,0.04784,0.014154,1.2539e-08,2.2463e-26,-6.0149e-13,-2.0709e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000846,0.0015,0.000846,5e-06
2.5e-16,0.052309,0.00095006,0.20784,0.0019266,0.047843,0.014155,1.2539e-08,2.2488e-26,-5.8985e-13,-2.0633e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000849,0.0015,0.000849,5e-06
2.5e-16,0.052293,0.00094876,0.20783,0.0019239,0.047846,0.014157,1.2539e-08,2.4342e-26,-5.7886e-13,-2.0552e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000852,0.0015,0.000852,5e-06
2.5e-16,0.052277,0.00094746,0.20782,0.0019212,0.047849,0.014158,1.2539e-08,2.6196e-26,-5.6787e-13,-2.0471e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000855,0.0015,0.000855,5e-06
2.5e-16,0.052263,0.00094616,0.20781,0.0019186,0.047852,0.014159,1.2539e-08,2.9132e-26,-5.5684e-13,-2.0386e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000858,0.0015,0.000858,5e-06
2.5e-16,0.052248,0.00094486,0.2078,0.0019159,0.047855,0.01416,1.2539e-08,3.2068e-26,-5.4581e-13,-2.03e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.169e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000861,0.0015,0.000861,5e-06
2.5e-16,0.052235,0.00094357,0.20779,0.0019132,0.047858,0.014161,1.2539e-08,3.2554e-26,-5.3472e-13,-2.0221e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000864,0.0015,0.000864,5e-06
2.5e-16,0.052223,0.00094227,0.20778,0.0019105,0.047861,0.014163,1.2539e-08,3.0592e-26,-5.2358e-13,-2.0149e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000867,0.0015,0.000867,5e-06
2.5e-16,0.052212,0.00094097,0.20777,0.0019079,0.047864,0.014164,1.2539e-08,2.8629e-26,-5.1244e-13,-2.0077e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.00087,0.0015,0.00087,5e-06
2.5e-16,0.052204,0.00093967,0.20775,0.0019052,0.047867,0.014165,1.2539e-08,2.6348e-26,-5.0133e-13,-2.0011e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000873,0.0015,0.000873,5e-06
2.5e-16,0.052197,0.00093837,0.20774,0.0019025,0.04787,0.014166,1.2539e-08,2.4066e-26,-4.9023e-13,-1.9946e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000876,0.0015,0.000876,5e-06
2.5e-16,0.052192,0.00093708,0.20773,0.0018999,0.047873,0.014167,1.2539e-08,2.2727e-26,-4.8019e-13,-1.9876e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000879,0.0015,0.000879,5e-06
2.5e-16,0.05219,0.00093578,0.20772,0.0018972,0.047876,0.014168,1.2539e-08,2.2332e-26,-4.7121e-13,-1.9803e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000882,0.0015,0.000882,5e-06
2.5e-16,0.052187,0.00093448,0.20771,0.0018945,0.047879,0.01417,1.2539e-08,2.1936e-26,-4.6223e-13,-1.973e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000885,0.0015,0.000885,5e-06
2.5e-16,0.052189,0.00093318,0.2077,0.0018919,0.047882,0.014171,1.2539e-08,2.1046e-26,-4.5261e-13,-1.9657e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000888,0.0015,0.000888,5e-06
2.5e-16,0.052192,0.00093188,0.20769,0.0018892,0.047885,0.014172,1.2539e-08,2.0156e-26,-4.4299e-13,-1.9584e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000891,0.0015,0.000891,5e-06
2.5e-16,0.052196,0.00093059,0.20768,0.0018865,0.047888,0.014173,1.2539e-08,2.0386e-26,-4.3332e-13,-1.9507e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000894,0.0015,0.000894,5e-06
2.5e-16,0.052202,0.00092929,0.20767,0.0018839,0.047891,0.014174,1.2539e-08,2.1737e-26,-4.236e-13,-1.9426e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000897,0.0015,0.000897,5e-06
2.5e-16,0.052208,0.00092799,0.20766,0.0018812,0.047894,0.014176,1.2539e-08,2.3087e-26,-4.1387e-13,-1.9345e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.0009,0.0015,0.0009,5e-06
2.5e-16,0.052216,0.00092669,0.20764,0.0018785,0.047897,0.014177,1.2539e-08,2.2927e-26,-4.0603e-13,-1.9258e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000903,0.0015,0.000903,5e-06
2.5e-16,0.052224,0.00092539,0.20763,0.0018759,0.0479,0.014178,1.2539e-08,2.2766e-26,-3.982e-13,-1.9172e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000906,0.0015,0.000906,5e-06
2.5e-16,0.052233,0.0009241,0.20762,0.0018732,0.047903,0.014179,1.2539e-08,2.196e-26,-3.8982e-13,-1.9097e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000909,0.0015,0.000909,5e-06
2.5e-16,0.052242,0.0009228,0.20761,0.0018705,0.047906,0.01418,1.2539e-08,2.0508e-26,-3.809e-13,-1.9034e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000912,0.0015,0.000912,5e-06
2.5e-16,0.052251,0.0009215,0.2076,0.0018679,0.047909,0.014181,1.2539e-08,1.9056e-26,-3.7199e-13,-1.8971e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000915,0.0015,0.000915,5e-06
2.5e-16,0.05226,0.0009202,0.20759,0.0018652,0.047912,0.014183,1.2539e-08,1.9678e-26,-3.624e-13,-1.8907e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000918,0.0015,0.000918,5e-06
2.5e-16,0.052269,0.0009189,0.20758,0.0018625,0.047915,0.014184,1.2539e-08,2.03e-26,-3.5281e-13,-1.8843e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000921,0.0015,0.000921,5e-06
2.5e-16,0.052278,0.00091761,0.20757,0.0018599,0.047918,0.014185,1.2539e-08,2.055e-26,-3.4411e-13,-1.8774e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000924,0.0015,0.000924,5e-06
2.5e-16,0.052285,0.00091631,0.20756,0.0018572,0.047921,0.014186,1.2539e-08,2.0427e-26,-3.3631e-13,-1.8699e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.000927,0.0015,0.000927,5e-06
2.5e-16,0.052293,0.00091501,0.20755,0.0018545,0.047924,0.014187,1.2539e-08,2.0305e-26,-3.2851e-13,-1.8624e-12,0,5.053e-11,4.7224e-11,6.4466e-13,5.2493e-10,6.6971e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3078e-18,7.9109e-12,1,0.00093,0.0015,0.00093,5e-06
