"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7289.6,1.6e-10,80,0.20427,0.00030817,0.2091,0.01957,0.019278,0.0018093,1565.7,0.057786,0,-1.0874e-12,-1.1495e-15,0,5.9545,5.565,0.075969,69.637,39.122,0.88844,3.4648,3.2381,0.044204,0,0.19614,21.738,21.738,1.5705e-07,1.7205e-05,5.6287e-07,1.0086,1,0,0.0015,0,5e-06
7289.6,1.6e-10,74.239,0.20431,0.00030816,0.2091,0.01957,0.019279,0.0018098,1565.7,0.057793,0,-1.5494e-12,-8.1371e-15,0,5.9545,5.565,0.075969,69.637,39.122,0.88844,3.4648,3.2381,0.044204,0,0.19614,21.709,21.738,1.5705e-07,1.705e-05,5.6287e-07,1.0086,1,3e-06,0.0015,3e-06,5e-06
7289.6,1.6e-10,68.477,0.20435,0.00030814,0.2091,0.019569,0.01928,0.0018104,1565.7,0.0578,0,-2.0115e-12,-1.5125e-14,0,5.9545,5.565,0.075969,69.637,39.122,0.88844,3.4648,3.2381,0.044204,0,0.19614,21.679,21.738,1.5705e-07,1.6895e-05,5.6287e-07,1.0086,1,6e-06,0.0015,6e-06,5e-06
7289.5,1.6e-10,63.567,0.20444,0.00030811,0.2091,0.019567,0.019282,0.0018115,1565.7,0.057815,0,-2.6874e-12,-3.1467e-14,0,5.9545,5.565,0.075969,69.637,39.122,0.88843,3.4648,3.2381,0.044204,0,0.19614,21.649,21.738,1.5705e-07,1.6746e-05,5.6286e-07,1.0086,1,9e-06,0.0015,9e-06,5e-06
7289.5,1.6e-10,59.509,0.20456,0.00030807,0.2091,0.019565,0.019284,0.0018131,1565.7,0.057836,0,-3.5771e-12,-5.7163e-14,0,5.9545,5.565,0.075968,69.636,39.122,0.88843,3.4648,3.2381,0.044204,0,0.19614,21.618,21.737,1.5705e-07,1.6603e-05,5.6286e-07,1.0086,1,1.2e-05,0.0015,1.2e-05,5e-06
7289.5,1.6e-10,55.45,0.20469,0.00030803,0.2091,0.019563,0.019287,0.0018148,1565.7,0.057857,0,-4.4668e-12,-8.2859e-14,0,5.9545,5.565,0.075968,69.636,39.121,0.88843,3.4648,3.2381,0.044204,0,0.19614,21.588,21.737,1.5705e-07,1.646e-05,5.6286e-07,1.0086,1,1.5e-05,0.0015,1.5e-05,5e-06
7289.4,1.6e-10,52.425,0.20489,0.00030796,0.2091,0.019559,0.019292,0.0018175,1565.7,0.057892,0,-5.2568e-12,-1.3314e-13,0,5.9545,5.5649,0.075968,69.636,39.121,0.88842,3.4648,3.2381,0.044204,0,0.19614,21.558,21.736,1.5705e-07,1.6321e-05,5.6285e-07,1.0086,1,1.8e-05,0.0015,1.8e-05,5e-06
7289.4,1.6e-10,49.4,0.2051,0.00030789,0.2091,0.019555,0.019297,0.0018202,1565.7,0.057927,0,-6.0467e-12,-1.8342e-13,0,5.9545,5.5649,0.075968,69.635,39.121,0.88841,3.4647,3.2381,0.044204,0,0.19614,21.528,21.736,1.5705e-07,1.6182e-05,5.6285e-07,1.0086,1,2.1e-05,0.0015,2.1e-05,5e-06
7289.3,1.6e-10,46.677,0.20535,0.0003078,0.2091,0.019551,0.019302,0.0018235,1565.7,0.057969,0,-6.7657e-12,-2.4998e-13,0,5.9545,5.5649,0.075968,69.635,39.121,0.88841,3.4647,3.2381,0.044204,0,0.19614,21.497,21.735,1.5705e-07,1.6042e-05,5.6284e-07,1.0086,1,2.4e-05,0.0015,2.4e-05,5e-06
7289.3,1.6e-10,44.257,0.20564,0.0003077,0.20909,0.019545,0.019309,0.0018273,1565.7,0.058018,0,-7.4137e-12,-3.3282e-13,0,5.9544,5.5649,0.075968,69.634,39.12,0.8884,3.4647,3.2381,0.044203,0,0.19614,21.467,21.734,1.5705e-07,1.5901e-05,5.6283e-07,1.0086,1,2.7e-05,0.0015,2.7e-05,5e-06
7289.2,1.6e-10,41.836,0.20592,0.0003076,0.20909,0.01954,0.019315,0.001831,1565.6,0.058066,0,-8.0617e-12,-4.1565e-13,0,5.9544,5.5649,0.075967,69.633,39.12,0.88839,3.4647,3.2381,0.044203,0,0.19614,21.436,21.734,1.5705e-07,1.5759e-05,5.6282e-07,1.0086,1,3e-05,0.0015,3e-05,5e-06
7289.1,1.6e-10,39.82,0.20629,0.00030748,0.20909,0.019534,0.019324,0.0018359,1565.6,0.058128,0,-8.5771e-12,-5.3696e-13,0,5.9544,5.5649,0.075967,69.633,39.119,0.88838,3.4647,3.238,0.044203,0,0.19614,21.406,21.733,1.5705e-07,1.5614e-05,5.6281e-07,1.0086,1,3.3e-05,0.0015,3.3e-05,5e-06
7289,1.6e-10,37.805,0.20666,0.00030735,0.20909,0.019527,0.019332,0.0018407,1565.6,0.058191,0,-9.0926e-12,-6.5826e-13,0,5.9544,5.5648,0.075967,69.632,39.119,0.88837,3.4647,3.238,0.044203,0,0.19614,21.375,21.732,1.5704e-07,1.5469e-05,5.6281e-07,1.0085,1,3.6e-05,0.0015,3.6e-05,5e-06
7288.9,1.6e-10,35.942,0.20706,0.00030721,0.20908,0.01952,0.019341,0.001846,1565.6,0.058259,0,-9.5565e-12,-8.0225e-13,0,5.9544,5.5648,0.075966,69.631,39.118,0.88836,3.4647,3.238,0.044203,0,0.19614,21.345,21.731,1.5704e-07,1.532e-05,5.6279e-07,1.0085,1,3.9e-05,0.0015,3.9e-05,5e-06
7288.8,1.6e-10,34.23,0.2075,0.00030705,0.20908,0.019512,0.019351,0.0018518,1565.6,0.058334,0,-9.9689e-12,-9.689e-13,0,5.9543,5.5648,0.075966,69.63,39.118,0.88835,3.4647,3.238,0.044203,0,0.19613,21.314,21.73,1.5704e-07,1.517e-05,5.6278e-07,1.0085,1,4.2e-05,0.0015,4.2e-05,5e-06
7288.7,1.6e-10,32.519,0.20794,0.00030689,0.20908,0.019504,0.019361,0.0018576,1565.6,0.05841,0,-1.0381e-11,-1.1356e-12,0,5.9543,5.5648,0.075966,69.629,39.117,0.88834,3.4646,3.238,0.044202,0,0.19613,21.283,21.729,1.5704e-07,1.5019e-05,5.6277e-07,1.0085,1,4.5e-05,0.0015,4.5e-05,5e-06
7288.6,1.6e-10,31.05,0.20846,0.00030671,0.20907,0.019494,0.019373,0.0018644,1565.5,0.058498,0,-1.0726e-11,-1.3508e-12,0,5.9543,5.5647,0.075965,69.628,39.117,0.88832,3.4646,3.238,0.044202,0,0.19613,21.252,21.728,1.5704e-07,1.4862e-05,5.6276e-07,1.0085,1,4.8e-05,0.0015,4.8e-05,5e-06
