"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7302.8,1.6e-10,80,0.089036,0,0.22626,0.019975,0.020017,0.0014576,1578.7,0.019268,0,9.0888e-13,4.4966e-15,0,4.7085,4.4005,0.060072,69.763,39.193,0.89005,5.0585,4.7276,0.064537,0,0.18468,20.496,20.496,2.2933e-07,1.7402e-05,3.9763e-07,1.0147,1,0,0.0015,0,5e-06
7302.8,1.6e-10,74.227,0.089076,0,0.22626,0.019975,0.020018,0.0014581,1578.6,0.019274,0,1.2036e-12,1.1295e-14,0,4.7085,4.4005,0.060072,69.763,39.193,0.89005,5.0585,4.7276,0.064537,0,0.18468,20.467,20.497,2.2933e-07,1.7245e-05,3.9763e-07,1.0147,1,3e-06,0.0015,3e-06,5e-06
7302.8,1.6e-10,68.454,0.089115,0,0.22626,0.019974,0.020019,0.0014587,1578.6,0.01928,0,1.4982e-12,1.8094e-14,0,4.7085,4.4005,0.060072,69.763,39.193,0.89005,5.0585,4.7276,0.064537,0,0.18468,20.437,20.497,2.2933e-07,1.7089e-05,3.9763e-07,1.0147,1,6e-06,0.0015,6e-06,5e-06
7302.8,1.6e-10,63.535,0.089194,0,0.22626,0.019973,0.02002,0.0014597,1578.6,0.019291,0,1.907e-12,3.115e-14,0,4.7085,4.4005,0.060072,69.763,39.193,0.89005,5.0585,4.7276,0.064537,0,0.18468,20.408,20.497,2.2933e-07,1.694e-05,3.9762e-07,1.0147,1,9e-06,0.0015,9e-06,5e-06
7302.8,1.6e-10,59.47,0.089311,0,0.22626,0.019972,0.020023,0.0014613,1578.6,0.019309,0,2.4298e-12,5.0462e-14,0,4.7085,4.4005,0.060072,69.763,39.193,0.89004,5.0585,4.7276,0.064537,0,0.18468,20.378,20.497,2.2933e-07,1.6797e-05,3.9762e-07,1.0146,1,1.2e-05,0.0015,1.2e-05,5e-06
7302.7,1.6e-10,55.405,0.089428,0,0.22625,0.01997,0.020026,0.0014628,1578.6,0.019326,0,2.9526e-12,6.9775e-14,0,4.7085,4.4005,0.060071,69.763,39.192,0.89004,5.0585,4.7275,0.064537,0,0.18468,20.349,20.497,2.2933e-07,1.6655e-05,3.9762e-07,1.0146,1,1.5e-05,0.0015,1.5e-05,5e-06
7302.7,1.6e-10,52.376,0.089622,0,0.22625,0.019967,0.02003,0.0014654,1578.6,0.019355,0,3.3605e-12,9.9764e-14,0,4.7085,4.4004,0.060071,69.762,39.192,0.89003,5.0585,4.7275,0.064537,0,0.18468,20.319,20.498,2.2933e-07,1.6518e-05,3.9761e-07,1.0146,1,1.8e-05,0.0015,1.8e-05,5e-06
7302.6,1.6e-10,49.347,0.089816,0,0.22625,0.019965,0.020035,0.001468,1578.6,0.019383,0,3.7685e-12,1.2975e-13,0,4.7085,4.4004,0.060071,69.762,39.192,0.89003,5.0585,4.7275,0.064537,0,0.18468,20.29,20.498,2.2933e-07,1.638e-05,3.9761e-07,1.0146,1,2.1e-05,0.0015,2.1e-05,5e-06
7302.6,1.6e-10,46.621,0.090048,0,0.22625,0.019962,0.02004,0.001471,1578.6,0.019417,0,4.1377e-12,1.6446e-13,0,4.7085,4.4004,0.060071,69.761,39.192,0.89002,5.0585,4.7275,0.064536,0,0.18468,20.26,20.498,2.2933e-07,1.6243e-05,3.976e-07,1.0146,1,2.4e-05,0.0015,2.4e-05,5e-06
7302.5,1.6e-10,44.198,0.090317,0,0.22624,0.019958,0.020047,0.0014746,1578.6,0.019457,0,4.4681e-12,2.039e-13,0,4.7085,4.4004,0.060071,69.76,39.191,0.89001,5.0584,4.7275,0.064536,0,0.18468,20.23,20.498,2.2933e-07,1.6105e-05,3.9759e-07,1.0146,1,2.7e-05,0.0015,2.7e-05,5e-06
7302.4,1.6e-10,41.774,0.090586,0,0.22624,0.019954,0.020053,0.0014782,1578.6,0.019497,0,4.7985e-12,2.4333e-13,0,4.7084,4.4004,0.060071,69.76,39.191,0.89,5.0584,4.7275,0.064536,0,0.18468,20.201,20.498,2.2933e-07,1.5967e-05,3.9759e-07,1.0146,1,3e-05,0.0015,3e-05,5e-06
7302.4,1.6e-10,39.757,0.090928,0,0.22624,0.01995,0.020061,0.0014827,1578.6,0.019547,0,5.0848e-12,2.9149e-13,0,4.7084,4.4004,0.060071,69.759,39.19,0.88999,5.0584,4.7275,0.064536,0,0.18468,20.171,20.498,2.2933e-07,1.5826e-05,3.9758e-07,1.0146,1,3.3e-05,0.0015,3.3e-05,5e-06
7302.3,1.6e-10,37.74,0.09127,0,0.22623,0.019945,0.020069,0.0014872,1578.5,0.019598,0,5.3711e-12,3.3966e-13,0,4.7084,4.4004,0.060071,69.758,39.19,0.88998,5.0584,4.7275,0.064536,0,0.18468,20.141,20.498,2.2933e-07,1.5685e-05,3.9757e-07,1.0146,1,3.6e-05,0.0015,3.6e-05,5e-06
7302.2,1.6e-10,35.876,0.091648,0,0.22623,0.01994,0.020078,0.0014922,1578.5,0.019654,0,5.6469e-12,3.9213e-13,0,4.7084,4.4004,0.06007,69.757,39.19,0.88997,5.0584,4.7275,0.064536,0,0.18468,20.112,20.498,2.2932e-07,1.5542e-05,3.9756e-07,1.0146,1,3.9e-05,0.0015,3.9e-05,5e-06
7302.1,1.6e-10,34.164,0.092062,0,0.22623,0.019934,0.020087,0.0014977,1578.5,0.019715,0,5.9123e-12,4.4889e-13,0,4.7084,4.4004,0.06007,69.756,39.189,0.88996,5.0584,4.7274,0.064535,0,0.18468,20.082,20.498,2.2932e-07,1.5396e-05,3.9755e-07,1.0146,1,4.2e-05,0.0015,4.2e-05,5e-06
7302,1.6e-10,32.452,0.092477,0,0.22622,0.019928,0.020097,0.0015032,1578.5,0.019776,0,6.1778e-12,5.0566e-13,0,4.7084,4.4004,0.06007,69.755,39.188,0.88995,5.0584,4.7274,0.064535,0,0.18468,20.052,20.498,2.2932e-07,1.5251e-05,3.9754e-07,1.0146,1,4.5e-05,0.0015,4.5e-05,5e-06
7301.9,1.6e-10,30.983,0.092961,0,0.22622,0.019922,0.020108,0.0015096,1578.5,0.019848,0,6.4366e-12,5.7103e-13,0,4.7084,4.4003,0.06007,69.754,39.188,0.88993,5.0583,4.7274,0.064535,0,0.18467,20.022,20.498,2.2932e-07,1.51e-05,3.9752e-07,1.0145,1,4.8e-05,0.0015,4.8e-05,5e-06
7301.7,1.6e-10,29.513,0.093445,0,0.22621,0.019915,0.02012,0.001516,1578.4,0.01992,0,6.6954e-12,6.364e-13,0,4.7083,4.4003,0.06007,69.753,39.187,0.88992,5.0583,4.7274,0.064535,0,0.18467,19.992,20.497,2.2932e-07,1.4949e-05,3.9751e-07,1.0145,1,5.1e-05,0.0015,5.1e-05,5e-06
7301.6,1.6e-10,28.142,0.093964,0,0.2262,0.019908,0.020132,0.0015229,1578.4,0.019997,0,6.9546e-12,7.0617e-13,0,4.7083,4.4003,0.060069,69.752,39.186,0.8899,5.0583,4.7274,0.064534,0,0.18467,19.962,20.497,2.2932e-07,1.4795e-05,3.975e-07,1.0145,1,5.4e-05,0.0015,5.4e-05,5e-06
7301.5,1.6e-10,26.869,0.094517,0,0.2262,0.0199,0.020145,0.0015302,1578.4,0.020079,0,7.2142e-12,7.8033e-13,0,4.7083,4.4003,0.060069,69.751,39.186,0.88989,5.0583,4.7274,0.064534,0,0.18467,19.932,20.497,2.2932e-07,1.4639e-05,3.9748e-07,1.0145,1,5.7e-05,0.0015,5.7e-05,5e-06
7301.3,1.6e-10,25.597,0.09507,0,0.22619,0.019893,0.020158,0.0015376,1578.4,0.020161,0,7.4739e-12,8.545e-13,0,4.7083,4.4003,0.060069,69.749,39.185,0.88987,5.0582,4.7273,0.064534,0,0.18467,19.902,20.497,2.2932e-07,1.4482e-05,3.9747e-07,1.0145,1,6e-05,0.0015,6e-05,5e-06
7301.2,1.6e-10,24.487,0.09569,0,0.22619,0.019884,0.020172,0.0015457,1578.3,0.020253,0,7.7372e-12,9.375e-13,0,4.7082,4.4002,0.060068,69.748,39.184,0.88985,5.0582,4.7273,0.064533,0,0.18467,19.872,20.496,2.2932e-07,1.432e-05,3.9745e-07,1.0145,1,6.3e-05,0.0015,6.3e-05,5e-06
7301,1.6e-10,23.378,0.09631,0,0.22618,0.019876,0.020186,0.0015539,1578.3,0.020345,0,8.0005e-12,1.0205e-12,0,4.7082,4.4002,0.060068,69.746,39.183,0.88983,5.0582,4.7273,0.064533,0,0.18467,19.842,20.496,2.2932e-07,1.4158e-05,3.9744e-07,1.0144,1,6.6e-05,0.0015,6.6e-05,5e-06
