"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6962.9,1.6e-10,80,0.97219,0.012885,0.33676,0.00084677,0.0112,0,1689.9,-1.4802,0,-4.8148e-13,3.4815e-16,0,8.5224,7.9648,0.10873,66.517,37.369,0.84863,6.8406,6.3931,0.087273,0,0.30473,21.892,21.892,3.1016e-07,2.8873e-05,1.6718e-07,1.0446,1,0,0.0015,0,5e-06
6962.9,1.6e-10,74.337,0.97219,0.012885,0.33676,0.0008468,0.011202,0,1689.9,-1.4802,0,-6.1699e-13,9.6856e-16,0,8.5224,7.9648,0.10873,66.516,37.369,0.84863,6.8406,6.3931,0.087273,0,0.30473,21.862,21.892,3.1016e-07,2.8623e-05,1.6718e-07,1.0446,1,3e-06,0.0015,3e-06,5e-06
6962.9,1.6e-10,68.674,0.97219,0.012885,0.33676,0.00084684,0.011203,0,1689.9,-1.4801,0,-7.5251e-13,1.589e-15,0,8.5224,7.9648,0.10873,66.516,37.369,0.84862,6.8406,6.3931,0.087273,0,0.30473,21.832,21.892,3.1016e-07,2.8373e-05,1.6718e-07,1.0446,1,6e-06,0.0015,6e-06,5e-06
6962.9,1.6e-10,63.841,0.97219,0.012885,0.33676,0.0008469,0.011205,0,1689.9,-1.48,0,-9.391e-13,2.924e-15,0,8.5224,7.9648,0.10873,66.516,37.369,0.84862,6.8406,6.3931,0.087273,0,0.30473,21.802,21.892,3.1016e-07,2.8136e-05,1.6717e-07,1.0446,1,9e-06,0.0015,9e-06,5e-06
6962.9,1.6e-10,59.837,0.97218,0.012885,0.33676,0.000847,0.011209,0,1689.9,-1.4799,0,-1.1768e-12,4.9736e-15,0,8.5224,7.9648,0.10873,66.516,37.368,0.84862,6.8406,6.3931,0.087273,0,0.30473,21.773,21.892,3.1016e-07,2.7911e-05,1.6717e-07,1.0446,1,1.2e-05,0.0015,1.2e-05,5e-06
6962.8,1.6e-10,55.833,0.97218,0.012885,0.33676,0.0008471,0.011212,0,1689.9,-1.4798,0,-1.4144e-12,7.0232e-15,0,8.5224,7.9648,0.10873,66.516,37.368,0.84861,6.8406,6.3931,0.087273,0,0.30473,21.743,21.892,3.1016e-07,2.7686e-05,1.6717e-07,1.0446,1,1.5e-05,0.0015,1.5e-05,5e-06
6962.8,1.6e-10,52.841,0.97218,0.012885,0.33676,0.00084727,0.011218,0,1689.9,-1.4796,0,-1.6037e-12,1.0485e-14,0,8.5224,7.9648,0.10873,66.515,37.368,0.84861,6.8406,6.3931,0.087273,0,0.30473,21.713,21.892,3.1016e-07,2.7473e-05,1.6717e-07,1.0446,1,1.8e-05,0.0015,1.8e-05,5e-06
6962.7,1.6e-10,49.848,0.97218,0.012885,0.33675,0.00084743,0.011223,0,1689.9,-1.4794,0,-1.7931e-12,1.3947e-14,0,8.5224,7.9648,0.10873,66.515,37.368,0.8486,6.8406,6.393,0.087273,0,0.30473,21.684,21.892,3.1016e-07,2.7259e-05,1.6716e-07,1.0446,1,2.1e-05,0.0015,2.1e-05,5e-06
6962.7,1.6e-10,47.152,0.97217,0.012886,0.33675,0.00084763,0.01123,0,1689.9,-1.4792,0,-1.9721e-12,1.8212e-14,0,8.5224,7.9648,0.10873,66.514,37.368,0.8486,6.8406,6.393,0.087273,0,0.30473,21.654,21.892,3.1016e-07,2.7046e-05,1.6716e-07,1.0446,1,2.4e-05,0.0015,2.4e-05,5e-06
6962.6,1.6e-10,44.752,0.97217,0.012886,0.33675,0.00084786,0.011238,0,1689.9,-1.4789,0,-2.1408e-12,2.3279e-14,0,8.5224,7.9648,0.10873,66.514,37.367,0.84859,6.8406,6.393,0.087273,0,0.30473,21.624,21.892,3.1016e-07,2.6835e-05,1.6715e-07,1.0446,1,2.7e-05,0.0015,2.7e-05,5e-06
6962.6,1.6e-10,42.351,0.97217,0.012886,0.33674,0.00084808,0.011246,0,1689.8,-1.4786,0,-2.3096e-12,2.8346e-14,0,8.5224,7.9648,0.10873,66.513,37.367,0.84858,6.8405,6.393,0.087273,0,0.30473,21.594,21.892,3.1016e-07,2.6624e-05,1.6715e-07,1.0446,1,3e-05,0.0015,3e-05,5e-06
6962.5,1.6e-10,40.348,0.97216,0.012886,0.33674,0.00084837,0.011255,0,1689.8,-1.4783,0,-2.4708e-12,3.4972e-14,0,8.5224,7.9648,0.10873,66.512,37.366,0.84857,6.8405,6.393,0.087272,0,0.30473,21.565,21.892,3.1016e-07,2.6409e-05,1.6714e-07,1.0446,1,3.3e-05,0.0015,3.3e-05,5e-06
6962.4,1.6e-10,38.345,0.97216,0.012887,0.33673,0.00084866,0.011265,0,1689.8,-1.478,0,-2.6321e-12,4.1597e-14,0,8.5223,7.9648,0.10873,66.511,37.366,0.84856,6.8405,6.393,0.087272,0,0.30473,21.535,21.892,3.1016e-07,2.6195e-05,1.6713e-07,1.0446,1,3.6e-05,0.0015,3.6e-05,5e-06
6962.3,1.6e-10,36.491,0.97215,0.012887,0.33673,0.00084898,0.011276,0,1689.8,-1.4776,0,-2.7925e-12,4.9087e-14,0,8.5223,7.9648,0.10873,66.511,37.365,0.84855,6.8405,6.393,0.087272,0,0.30473,21.505,21.892,3.1016e-07,2.5979e-05,1.6713e-07,1.0445,1,3.9e-05,0.0015,3.9e-05,5e-06
6962.2,1.6e-10,34.786,0.97215,0.012888,0.33672,0.00084932,0.011288,0,1689.8,-1.4772,0,-2.9523e-12,5.744e-14,0,8.5223,7.9648,0.10873,66.51,37.365,0.84854,6.8405,6.393,0.087272,0,0.30473,21.475,21.892,3.1016e-07,2.576e-05,1.6712e-07,1.0445,1,4.2e-05,0.0015,4.2e-05,5e-06
