"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7109.9,1.6e-10,30,0.36581,0,0.21791,0.014091,0.029769,0.0061601,1584.9,0.08194,0,5.8978e-13,7.8399e-15,0,6.0113,5.618,0.076693,67.921,38.158,0.86654,5.0672,4.7357,0.064649,0,0.21803,20.981,20.981,2.2973e-07,1.4667,1.6975e-05,3.7222e-07,1.0079,1,0,0.0015,0,5e-06
7109.9,1.6e-10,27.868,0.36585,0,0.21791,0.014091,0.02977,0.0061606,1584.9,0.081945,0,7.0821e-13,2.8133e-14,0,6.0113,5.618,0.076693,67.921,38.158,0.86654,5.0672,4.7357,0.064648,0,0.21803,20.952,20.982,2.2973e-07,1.4378,1.6641e-05,3.7222e-07,1.0079,1,3e-06,0.0015,3e-06,5e-06
7109.9,1.6e-10,25.736,0.36589,0,0.21791,0.01409,0.029771,0.0061611,1584.9,0.08195,0,8.2665e-13,4.8426e-14,0,6.0113,5.618,0.076693,67.921,38.158,0.86654,5.0672,4.7357,0.064648,0,0.21803,20.923,20.982,2.2973e-07,1.409,1.6308e-05,3.7222e-07,1.0079,1,6e-06,0.0015,6e-06,5e-06
7109.9,1.6e-10,23.917,0.36597,0,0.21791,0.014089,0.029772,0.0061621,1584.9,0.081961,0,9.5741e-13,8.9093e-14,0,6.0113,5.618,0.076693,67.92,38.157,0.86654,5.0672,4.7357,0.064648,0,0.21803,20.894,20.983,2.2973e-07,1.3818,1.5993e-05,3.7222e-07,1.0079,1,9e-06,0.0015,9e-06,5e-06
7109.9,1.6e-10,22.41,0.36608,0,0.21791,0.014087,0.029775,0.0061636,1584.9,0.081977,0,1.1005e-12,1.5013e-13,0,6.0113,5.618,0.076693,67.92,38.157,0.86653,5.0672,4.7357,0.064648,0,0.21803,20.865,20.984,2.2973e-07,1.3562,1.5697e-05,3.7222e-07,1.0079,1,1.2e-05,0.0015,1.2e-05,5e-06
7109.8,1.6e-10,20.904,0.3662,0,0.2179,0.014086,0.029778,0.0061651,1584.8,0.081993,0,1.2436e-12,2.1117e-13,0,6.0113,5.618,0.076692,67.92,38.157,0.86653,5.0672,4.7357,0.064648,0,0.21803,20.836,20.985,2.2973e-07,1.3306,1.5401e-05,3.7221e-07,1.0079,1,1.5e-05,0.0015,1.5e-05,5e-06
7109.8,1.6e-10,19.779,0.36638,0,0.2179,0.014083,0.029782,0.0061676,1584.8,0.082019,0,1.2315e-12,3.0786e-13,0,6.0113,5.618,0.076692,67.919,38.157,0.86652,5.0672,4.7357,0.064648,0,0.21803,20.807,20.986,2.2973e-07,1.3067,1.5124e-05,3.7221e-07,1.0079,1,1.8e-05,0.0015,1.8e-05,5e-06
7109.7,1.6e-10,18.654,0.36657,0,0.2179,0.01408,0.029786,0.00617,1584.8,0.082046,0,1.2195e-12,4.0454e-13,0,6.0112,5.618,0.076692,67.919,38.157,0.86652,5.0672,4.7357,0.064648,0,0.21803,20.778,20.986,2.2973e-07,1.2829,1.4848e-05,3.722e-07,1.0079,1,2.1e-05,0.0015,2.1e-05,5e-06
7109.7,1.6e-10,17.64,0.3668,0,0.2179,0.014077,0.029791,0.0061729,1584.8,0.082077,0,1.1625e-12,5.1673e-13,0,6.0112,5.618,0.076692,67.918,38.156,0.86651,5.0672,4.7357,0.064648,0,0.21803,20.75,20.987,2.2973e-07,1.2594,1.4576e-05,3.722e-07,1.0079,1,2.4e-05,0.0015,2.4e-05,5e-06
7109.6,1.6e-10,16.738,0.36705,0,0.21789,0.014073,0.029797,0.0061763,1584.8,0.082113,0,1.0605e-12,6.4441e-13,0,6.0112,5.618,0.076692,67.918,38.156,0.8665,5.0672,4.7357,0.064648,0,0.21803,20.721,20.988,2.2973e-07,1.2363,1.4309e-05,3.7219e-07,1.0078,1,2.7e-05,0.0015,2.7e-05,5e-06
7109.5,1.6e-10,15.836,0.36731,0,0.21789,0.014069,0.029803,0.0061797,1584.8,0.082149,0,9.5853e-13,7.721e-13,0,6.0112,5.6179,0.076692,67.917,38.156,0.8665,5.0672,4.7357,0.064648,0,0.21803,20.692,20.989,2.2973e-07,1.2132,1.4041e-05,3.7218e-07,1.0078,1,3e-05,0.0015,3e-05,5e-06
7109.5,1.6e-10,15.084,0.36764,0,0.21789,0.014065,0.02981,0.0061839,1584.8,0.082195,0,8.1511e-13,9.2382e-13,0,6.0112,5.6179,0.076692,67.916,38.155,0.86649,5.0672,4.7357,0.064648,0,0.21803,20.663,20.99,2.2973e-07,1.1904,1.3777e-05,3.7218e-07,1.0078,1,3.3e-05,0.0015,3.3e-05,5e-06
7109.4,1.6e-10,14.332,0.36796,0,0.21788,0.01406,0.029818,0.0061881,1584.8,0.08224,0,6.7169e-13,1.0755e-12,0,6.0112,5.6179,0.076691,67.916,38.155,0.86648,5.0671,4.7356,0.064647,0,0.21803,20.634,20.991,2.2972e-07,1.1676,1.3513e-05,3.7217e-07,1.0078,1,3.6e-05,0.0015,3.6e-05,5e-06
7109.3,1.6e-10,13.636,0.36832,0,0.21788,0.014055,0.029826,0.0061927,1584.8,0.082291,0,5.2448e-13,1.238e-12,0,6.0112,5.6179,0.076691,67.915,38.154,0.86647,5.0671,4.7356,0.064647,0,0.21803,20.605,20.992,2.2972e-07,1.1449,1.3251e-05,3.7216e-07,1.0078,1,3.9e-05,0.0015,3.9e-05,5e-06
7109.2,1.6e-10,12.996,0.3687,0,0.21788,0.014049,0.029835,0.0061978,1584.7,0.082346,0,3.7348e-13,1.411e-12,0,6.0111,5.6179,0.076691,67.914,38.154,0.86645,5.0671,4.7356,0.064647,0,0.21803,20.576,20.993,2.2972e-07,1.1223,1.2989e-05,3.7215e-07,1.0078,1,4.2e-05,0.0015,4.2e-05,5e-06
7109.1,1.6e-10,12.356,0.36909,0,0.21787,0.014043,0.029844,0.0062028,1584.7,0.082401,0,2.2249e-13,1.5841e-12,0,6.0111,5.6179,0.076691,67.913,38.153,0.86644,5.0671,4.7356,0.064647,0,0.21803,20.548,20.994,2.2972e-07,1.0997,1.2728e-05,3.7214e-07,1.0078,1,4.5e-05,0.0015,4.5e-05,5e-06
7109,1.6e-10,11.805,0.36954,0,0.21787,0.014037,0.029854,0.0062086,1584.7,0.082465,0,8.2891e-14,1.7744e-12,0,6.0111,5.6178,0.07669,67.912,38.153,0.86643,5.0671,4.7356,0.064646,0,0.21803,20.519,20.994,2.2972e-07,1.0773,1.2469e-05,3.7213e-07,1.0078,1,4.8e-05,0.0015,4.8e-05,5e-06
7108.9,1.6e-10,11.255,0.36999,0,0.21786,0.01403,0.029864,0.0062145,1584.7,0.082529,0,-5.6705e-14,1.9647e-12,0,6.0111,5.6178,0.07669,67.911,38.152,0.86642,5.0671,4.7356,0.064646,0,0.21803,20.49,20.995,2.2972e-07,1.055,1.221e-05,3.7212e-07,1.0078,1,5.1e-05,0.0015,5.1e-05,5e-06
7108.8,1.6e-10,10.741,0.37046,0,0.21785,0.014023,0.029875,0.0062207,1584.7,0.082597,0,-1.8437e-13,2.1631e-12,0,6.011,5.6178,0.07669,67.91,38.152,0.8664,5.067,4.7355,0.064646,0,0.21802,20.461,20.996,2.2972e-07,1.0327,1.1953e-05,3.721e-07,1.0077,1,5.4e-05,0.0015,5.4e-05,5e-06
7108.7,1.6e-10,10.263,0.37097,0,0.21785,0.014016,0.029887,0.0062272,1584.6,0.082669,0,-3.0011e-13,2.3698e-12,0,6.011,5.6178,0.076689,67.909,38.151,0.86639,5.067,4.7355,0.064646,0,0.21802,20.432,20.997,2.2972e-07,1.0106,1.1697e-05,3.7209e-07,1.0077,1,5.7e-05,0.0015,5.7e-05,5e-06
7108.5,1.6e-10,9.7858,0.37147,0,0.21784,0.014008,0.029898,0.0062338,1584.6,0.082742,0,-4.1584e-13,2.5765e-12,0,6.011,5.6177,0.076689,67.907,38.15,0.86637,5.067,4.7355,0.064645,0,0.21802,20.403,20.998,2.2972e-07,0.98855,1.1442e-05,3.7208e-07,1.0077,1,6e-05,0.0015,6e-05,5e-06
7108.4,1.6e-10,9.3687,0.37203,0,0.21783,0.014,0.029911,0.0062411,1584.6,0.082823,0,-5.0321e-13,2.7966e-12,0,6.011,5.6177,0.076689,67.906,38.15,0.86636,5.067,4.7355,0.064645,0,0.21802,20.374,20.999,2.2972e-07,0.96679,1.119e-05,3.7206e-07,1.0077,1,6.3e-05,0.0015,6.3e-05,5e-06
7108.3,1.6e-10,8.9516,0.37259,0,0.21783,0.013991,0.029924,0.0062483,1584.6,0.082904,0,-5.9059e-13,3.0167e-12,0,6.0109,5.6177,0.076688,67.905,38.149,0.86634,5.0669,4.7354,0.064645,0,0.21802,20.345,20.999,2.2971e-07,0.94502,1.0938e-05,3.7205e-07,1.0077,1,6.6e-05,0.0015,6.6e-05,5e-06
7108.1,1.6e-10,8.56,0.37317,0,0.21782,0.013983,0.029937,0.0062559,1584.5,0.082989,0,-6.6231e-13,3.2437e-12,0,6.0109,5.6177,0.076688,67.903,38.148,0.86632,5.0669,4.7354,0.064644,0,0.21802,20.316,21,2.2971e-07,0.92346,1.0688e-05,3.7203e-07,1.0077,1,6.9e-05,0.0015,6.9e-05,5e-06
7108,1.6e-10,8.1937,0.37379,0,0.21781,0.013974,0.029951,0.0062639,1584.5,0.083077,0,-7.1837e-13,3.4775e-12,0,6.0108,5.6176,0.076687,67.902,38.147,0.8663,5.0669,4.7354,0.064644,0,0.21802,20.288,21.001,2.2971e-07,0.90209,1.0441e-05,3.7202e-07,1.0076,1,7.2e-05,0.0015,7.2e-05,5e-06
