"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7002.5,1.6e-10,30,0.27533,0,0.23717,0.015408,0.029515,0.0056408,1608.1,0.046916,0,3.3355e-13,2.6318e-15,0,6.3374,5.9228,0.080853,66.894,37.581,0.85345,6.1179,5.7177,0.078053,0,0.23976,19.109,19.109,2.7738e-07,1.4434,1.6706e-05,2.4855e-07,1.0123,1,0,0.0015,0,5e-06
7002.5,1.6e-10,27.883,0.27536,0,0.23717,0.015407,0.029516,0.0056413,1608.1,0.046921,0,4.3262e-13,5.4404e-15,0,6.3374,5.9228,0.080853,66.894,37.581,0.85344,6.1179,5.7177,0.078053,0,0.23976,19.08,19.11,2.7738e-07,1.4152,1.638e-05,2.4855e-07,1.0123,1,3e-06,0.0015,3e-06,5e-06
7002.5,1.6e-10,25.766,0.2754,0,0.23717,0.015407,0.029517,0.0056418,1608.1,0.046925,0,5.3169e-13,8.249e-15,0,6.3374,5.9228,0.080853,66.894,37.581,0.85344,6.1179,5.7177,0.078053,0,0.23976,19.05,19.11,2.7738e-07,1.3871,1.6054e-05,2.4855e-07,1.0123,1,6e-06,0.0015,6e-06,5e-06
7002.4,1.6e-10,23.958,0.27548,0,0.23717,0.015406,0.029519,0.0056428,1608.1,0.046934,0,6.7209e-13,1.5197e-14,0,6.3374,5.9228,0.080853,66.894,37.581,0.85344,6.1179,5.7177,0.078053,0,0.23976,19.021,19.11,2.7738e-07,1.3605,1.5747e-05,2.4855e-07,1.0123,1,9e-06,0.0015,9e-06,5e-06
7002.4,1.6e-10,22.46,0.2756,0,0.23717,0.015404,0.029521,0.0056442,1608.1,0.046947,0,8.5383e-13,2.6285e-14,0,6.3374,5.9228,0.080853,66.894,37.581,0.85344,6.1179,5.7177,0.078053,0,0.23976,18.991,19.11,2.7738e-07,1.3356,1.5458e-05,2.4855e-07,1.0123,1,1.2e-05,0.0015,1.2e-05,5e-06
7002.4,1.6e-10,20.963,0.27571,0,0.23717,0.015402,0.029524,0.0056457,1608.1,0.04696,0,1.0356e-12,3.7373e-14,0,6.3374,5.9228,0.080853,66.893,37.581,0.85343,6.1179,5.7177,0.078053,0,0.23976,18.961,19.11,2.7738e-07,1.3107,1.517e-05,2.4854e-07,1.0123,1,1.5e-05,0.0015,1.5e-05,5e-06
7002.3,1.6e-10,19.842,0.27591,0,0.23717,0.0154,0.029528,0.0056481,1608,0.046982,0,1.2004e-12,5.5904e-14,0,6.3374,5.9228,0.080853,66.893,37.58,0.85343,6.1179,5.7177,0.078053,0,0.23976,18.932,19.11,2.7738e-07,1.2874,1.49e-05,2.4854e-07,1.0123,1,1.8e-05,0.0015,1.8e-05,5e-06
7002.3,1.6e-10,18.722,0.2761,0,0.23716,0.015397,0.029533,0.0056505,1608,0.047003,0,1.3651e-12,7.4435e-14,0,6.3374,5.9228,0.080853,66.893,37.58,0.85342,6.1179,5.7177,0.078053,0,0.23976,18.902,19.11,2.7738e-07,1.2641,1.4631e-05,2.4853e-07,1.0123,1,2.1e-05,0.0015,2.1e-05,5e-06
7002.2,1.6e-10,17.713,0.27632,0,0.23716,0.015394,0.029538,0.0056534,1608,0.047029,0,1.5331e-12,9.7623e-14,0,6.3374,5.9228,0.080853,66.892,37.58,0.85342,6.1179,5.7176,0.078053,0,0.23976,18.872,19.11,2.7738e-07,1.2413,1.4366e-05,2.4853e-07,1.0123,1,2.4e-05,0.0015,2.4e-05,5e-06
7002.2,1.6e-10,16.814,0.27658,0,0.23716,0.01539,0.029543,0.0056567,1608,0.047059,0,1.7041e-12,1.2547e-13,0,6.3373,5.9228,0.080853,66.891,37.579,0.85341,6.1179,5.7176,0.078053,0,0.23976,18.843,19.11,2.7738e-07,1.2188,1.4106e-05,2.4852e-07,1.0123,1,2.7e-05,0.0015,2.7e-05,5e-06
