"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6511.7,1.6e-10,30,0.076652,0,0.30264,0.016436,0.030827,0.0053198,1686.5,0.00083612,0,4.9219e-14,6.976e-16,0,10.935,10.219,0.1395,62.206,34.947,0.79364,6.907,6.4551,0.08812,0,0.36713,19.725,19.725,3.1317e-07,1.1897,1.377e-05,1.0361e-07,1.0213,1,0,0.0015,0,5e-06
6511.7,1.6e-10,27.957,0.076688,1.7018e-07,0.30264,0.016435,0.030827,0.0053202,1686.5,0.00083687,0,6.1108e-14,2.6338e-15,0,10.935,10.219,0.1395,62.206,34.947,0.79364,6.907,6.4551,0.08812,0,0.36713,19.695,19.725,3.1317e-07,1.1673,1.351e-05,1.0361e-07,1.0213,1,3e-06,0.0015,3e-06,5e-06
6511.7,1.6e-10,25.914,0.076724,3.4036e-07,0.30264,0.016435,0.030828,0.0053206,1686.5,0.00083761,0,7.2997e-14,4.57e-15,0,10.935,10.219,0.1395,62.206,34.947,0.79363,6.907,6.4551,0.08812,0,0.36713,19.665,19.725,3.1317e-07,1.1448,1.325e-05,1.0361e-07,1.0213,1,6e-06,0.0015,6e-06,5e-06
6511.7,1.6e-10,24.164,0.076796,9.6587e-07,0.30264,0.016434,0.03083,0.0053215,1686.5,0.00083911,0,8.4473e-14,8.6134e-15,0,10.935,10.219,0.1395,62.206,34.947,0.79363,6.907,6.4551,0.08812,0,0.36713,19.636,19.725,3.1317e-07,1.1237,1.3006e-05,1.0361e-07,1.0213,1,9e-06,0.0015,9e-06,5e-06
6511.7,1.6e-10,22.707,0.076903,2.0467e-06,0.30264,0.016432,0.030832,0.0053227,1686.5,0.00084134,0,9.5535e-14,1.4764e-14,0,10.935,10.219,0.1395,62.206,34.947,0.79363,6.907,6.4551,0.08812,0,0.36713,19.606,19.725,3.1317e-07,1.104,1.2777e-05,1.0361e-07,1.0213,1,1.2e-05,0.0015,1.2e-05,5e-06
6511.7,1.6e-10,21.251,0.07701,3.1276e-06,0.30264,0.016431,0.030834,0.0053239,1686.5,0.00084358,0,1.066e-13,2.0915e-14,0,10.935,10.219,0.1395,62.206,34.947,0.79363,6.907,6.4551,0.08812,0,0.36713,19.577,19.725,3.1317e-07,1.0843,1.2549e-05,1.036e-07,1.0213,1,1.5e-05,0.0015,1.5e-05,5e-06
6511.6,1.6e-10,20.156,0.077184,5.3708e-06,0.30264,0.016429,0.030838,0.0053259,1686.5,0.0008473,0,9.3254e-14,3.1339e-14,0,10.935,10.219,0.1395,62.205,34.947,0.79362,6.907,6.4551,0.08812,0,0.36713,19.547,19.725,3.1317e-07,1.0661,1.2339e-05,1.036e-07,1.0212,1,1.8e-05,0.0015,1.8e-05,5e-06
6511.6,1.6e-10,19.061,0.077359,7.6141e-06,0.30263,0.016426,0.030841,0.005328,1686.5,0.00085102,0,7.9911e-14,4.1762e-14,0,10.935,10.219,0.1395,62.205,34.946,0.79362,6.907,6.4551,0.08812,0,0.36713,19.517,19.725,3.1317e-07,1.0479,1.2129e-05,1.0359e-07,1.0212,1,2.1e-05,0.0015,2.1e-05,5e-06
6511.5,1.6e-10,18.072,0.077566,1.0269e-05,0.30263,0.016423,0.030845,0.0053303,1686.4,0.00085549,0,6.0006e-14,5.4392e-14,0,10.935,10.219,0.1395,62.204,34.946,0.79361,6.907,6.4551,0.08812,0,0.36713,19.488,19.726,3.1317e-07,1.0301,1.1923e-05,1.0359e-07,1.0212,1,2.4e-05,0.0015,2.4e-05,5e-06
6511.5,1.6e-10,17.19,0.077806,1.3336e-05,0.30263,0.01642,0.03085,0.0053331,1686.4,0.00086069,0,3.3538e-14,6.9228e-14,0,10.935,10.219,0.1395,62.204,34.946,0.79361,6.907,6.4551,0.08812,0,0.36713,19.458,19.726,3.1317e-07,1.0127,1.1721e-05,1.0358e-07,1.0212,1,2.7e-05,0.0015,2.7e-05,5e-06
