"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6673.1,1.6e-10,30,0.11348,0,0.28241,0.016532,0.029791,0.0050517,1663.2,0.0048285,0,-1.1236e-13,7.254e-16,0,9.3262,8.7161,0.11898,63.747,35.813,0.8133,6.8278,6.3811,0.08711,0,0.32508,19.384,19.384,3.0958e-07,1.3028,1.5078e-05,1.3239e-07,1.0194,1,0,0.0015,0,5e-06
6673.1,1.6e-10,27.932,0.11352,0,0.28241,0.016531,0.029791,0.0050522,1663.2,0.0048303,0,-1.6011e-13,3.9766e-15,0,9.3262,8.7161,0.11898,63.747,35.813,0.8133,6.8278,6.3811,0.08711,0,0.32508,19.354,19.384,3.0958e-07,1.278,1.4792e-05,1.3239e-07,1.0194,1,3e-06,0.0015,3e-06,5e-06
6673,1.6e-10,25.864,0.11356,0,0.28241,0.016531,0.029792,0.0050526,1663.2,0.0048321,0,-2.0786e-13,7.2279e-15,0,9.3262,8.7161,0.11898,63.747,35.813,0.8133,6.8278,6.3811,0.08711,0,0.32508,19.324,19.384,3.0958e-07,1.2532,1.4505e-05,1.3239e-07,1.0194,1,6e-06,0.0015,6e-06,5e-06
6673,1.6e-10,24.095,0.11363,0,0.2824,0.01653,0.029794,0.0050535,1663.2,0.0048357,0,-2.8039e-13,1.3561e-14,0,9.3262,8.7161,0.11898,63.747,35.813,0.81329,6.8278,6.3811,0.08711,0,0.32508,19.295,19.384,3.0958e-07,1.23,1.4236e-05,1.3239e-07,1.0194,1,9e-06,0.0015,9e-06,5e-06
6673,1.6e-10,22.625,0.11375,0,0.2824,0.016528,0.029796,0.0050549,1663.2,0.0048412,0,-3.7769e-13,2.2976e-14,0,9.3262,8.7161,0.11898,63.747,35.813,0.81329,6.8278,6.3811,0.08711,0,0.32508,19.265,19.384,3.0958e-07,1.2081,1.3983e-05,1.3239e-07,1.0194,1,1.2e-05,0.0015,1.2e-05,5e-06
6673,1.6e-10,21.154,0.11386,0,0.2824,0.016526,0.029798,0.0050563,1663.2,0.0048466,0,-4.75e-13,3.2392e-14,0,9.3262,8.7161,0.11898,63.747,35.813,0.81329,6.8278,6.3811,0.08711,0,0.32508,19.235,19.384,3.0958e-07,1.1863,1.373e-05,1.3238e-07,1.0194,1,1.5e-05,0.0015,1.5e-05,5e-06
6672.9,1.6e-10,20.051,0.11405,0,0.2824,0.016524,0.029802,0.0050585,1663.2,0.0048555,0,-5.7138e-13,4.8053e-14,0,9.3262,8.7161,0.11898,63.746,35.812,0.81328,6.8278,6.3811,0.08711,0,0.32508,19.206,19.384,3.0958e-07,1.166,1.3496e-05,1.3238e-07,1.0194,1,1.8e-05,0.0015,1.8e-05,5e-06
6672.9,1.6e-10,18.947,0.11423,0,0.28239,0.016521,0.029806,0.0050607,1663.2,0.0048645,0,-6.6776e-13,6.3713e-14,0,9.3262,8.7161,0.11898,63.746,35.812,0.81328,6.8278,6.3811,0.08711,0,0.32508,19.176,19.384,3.0958e-07,1.1458,1.3261e-05,1.3238e-07,1.0194,1,2.1e-05,0.0015,2.1e-05,5e-06
6672.8,1.6e-10,17.952,0.11445,0,0.28239,0.016518,0.029811,0.0050633,1663.2,0.0048751,0,-7.5815e-13,8.2206e-14,0,9.3262,8.7161,0.11898,63.745,35.812,0.81327,6.8278,6.3811,0.08711,0,0.32508,19.147,19.384,3.0958e-07,1.1259,1.3031e-05,1.3237e-07,1.0194,1,2.4e-05,0.0015,2.4e-05,5e-06
6672.8,1.6e-10,17.064,0.1147,0,0.28239,0.016515,0.029816,0.0050663,1663.2,0.0048875,0,-8.4256e-13,1.0353e-13,0,9.3262,8.7161,0.11898,63.745,35.812,0.81326,6.8278,6.3811,0.08711,0,0.32508,19.117,19.384,3.0958e-07,1.1064,1.2805e-05,1.3236e-07,1.0194,1,2.7e-05,0.0015,2.7e-05,5e-06
