"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7104.3,1.6e-10,30,0.35274,0,0.22043,0.014197,0.029692,0.0060711,1588.1,0.076523,0,1.4004e-13,-2.6575e-16,0,5.9434,5.5546,0.075827,67.867,38.128,0.86586,5.2729,4.928,0.067273,0,0.21893,20.552,20.552,2.3904e-07,1.4658,1.6966e-05,3.5e-07,1.009,1,0,0.0015,0,5e-06
7104.3,1.6e-10,27.868,0.35278,0,0.22043,0.014197,0.029692,0.0060716,1588.1,0.076529,0,8.9125e-14,8.4723e-16,0,5.9434,5.5546,0.075827,67.867,38.128,0.86586,5.2729,4.928,0.067273,0,0.21893,20.523,20.553,2.3904e-07,1.437,1.6632e-05,3.5e-07,1.009,1,3e-06,0.0015,3e-06,5e-06
7104.3,1.6e-10,25.737,0.35282,0,0.22043,0.014196,0.029693,0.0060721,1588.1,0.076534,0,3.8204e-14,1.9602e-15,0,5.9434,5.5546,0.075827,67.867,38.127,0.86585,5.2729,4.928,0.067273,0,0.21893,20.493,20.553,2.3904e-07,1.4082,1.6299e-05,3.5e-07,1.009,1,6e-06,0.0015,6e-06,5e-06
7104.3,1.6e-10,23.918,0.35289,0,0.22043,0.014195,0.029695,0.0060731,1588.1,0.076544,0,-5.4131e-14,5.4939e-15,0,5.9434,5.5546,0.075827,67.867,38.127,0.86585,5.2729,4.928,0.067273,0,0.21893,20.464,20.553,2.3904e-07,1.381,1.5984e-05,3.5e-07,1.009,1,9e-06,0.0015,9e-06,5e-06
7104.2,1.6e-10,22.412,0.35301,0,0.22043,0.014193,0.029698,0.0060746,1588.1,0.07656,0,-1.8788e-13,1.1448e-14,0,5.9434,5.5546,0.075827,67.866,38.127,0.86585,5.2729,4.928,0.067273,0,0.21893,20.434,20.553,2.3904e-07,1.3555,1.5688e-05,3.5e-07,1.0089,1,1.2e-05,0.0015,1.2e-05,5e-06
7104.2,1.6e-10,20.906,0.35312,0,0.22043,0.014192,0.0297,0.0060761,1588.1,0.076576,0,-3.2163e-13,1.7403e-14,0,5.9434,5.5546,0.075827,67.866,38.127,0.86585,5.2729,4.928,0.067273,0,0.21893,20.404,20.553,2.3904e-07,1.3299,1.5393e-05,3.4999e-07,1.0089,1,1.5e-05,0.0015,1.5e-05,5e-06
7104.2,1.6e-10,19.781,0.35331,0,0.22042,0.014189,0.029705,0.0060785,1588.1,0.076601,0,-4.8081e-13,2.8859e-14,0,5.9434,5.5546,0.075827,67.866,38.127,0.86584,5.2729,4.928,0.067272,0,0.21893,20.375,20.553,2.3904e-07,1.3061,1.5117e-05,3.4999e-07,1.0089,1,1.8e-05,0.0015,1.8e-05,5e-06
7104.1,1.6e-10,18.656,0.3535,0,0.22042,0.014186,0.029709,0.006081,1588.1,0.076627,0,-6.3998e-13,4.0315e-14,0,5.9434,5.5546,0.075827,67.865,38.127,0.86583,5.2729,4.9279,0.067272,0,0.21893,20.346,20.554,2.3904e-07,1.2822,1.4841e-05,3.4998e-07,1.0089,1,2.1e-05,0.0015,2.1e-05,5e-06
7104.1,1.6e-10,17.643,0.35373,0,0.22042,0.014183,0.029714,0.0060839,1588,0.076657,0,-7.8698e-13,5.5895e-14,0,5.9434,5.5546,0.075827,67.865,38.126,0.86583,5.2729,4.9279,0.067272,0,0.21893,20.316,20.554,2.3904e-07,1.2588,1.4569e-05,3.4998e-07,1.0089,1,2.4e-05,0.0015,2.4e-05,5e-06
7104,1.6e-10,16.741,0.35398,0,0.22042,0.014179,0.02972,0.0060873,1588,0.076693,0,-9.2181e-13,7.5599e-14,0,5.9434,5.5546,0.075826,67.864,38.126,0.86582,5.2729,4.9279,0.067272,0,0.21892,20.287,20.554,2.3904e-07,1.2357,1.4302e-05,3.4997e-07,1.0089,1,2.7e-05,0.0015,2.7e-05,5e-06
