"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5994.5,1.728e-11,3,0.74561,0.0015574,0.21427,0.0028341,0.046975,0.01375,1710.3,0.15936,0,2.7161e-14,2.0004e-15,0,15.164,14.172,0.19347,57.265,32.172,0.7306,6.4274,6.0069,0.082001,0,0.46894,20.208,20.208,2.9143e-07,4.439e-06,8.8174e-08,1.0061,1,0,0.0015,0,5e-06
5994.5,1.728e-11,2.8047,0.74562,0.0015575,0.21427,0.0028339,0.046976,0.01375,1710.3,0.15936,0,3.4164e-14,8.2193e-15,0,15.164,14.172,0.19347,57.265,32.171,0.7306,6.4274,6.0069,0.082001,0,0.46894,20.178,20.208,2.9143e-07,4.1953e-06,8.8172e-08,1.0061,1,3e-06,0.0015,3e-06,5e-06
5994.5,1.728e-11,2.6095,0.74563,0.0015575,0.21427,0.0028337,0.046976,0.01375,1710.3,0.15937,0,4.1166e-14,1.4438e-14,0,15.164,14.172,0.19347,57.265,32.171,0.73059,6.4274,6.0069,0.082001,0,0.46894,20.148,20.208,2.9143e-07,3.9515e-06,8.8169e-08,1.0061,1,6e-06,0.0015,6e-06,5e-06
5994.4,1.728e-11,2.4416,0.74565,0.0015575,0.21427,0.0028334,0.046976,0.01375,1710.3,0.15937,0,5.1503e-14,2.6588e-14,0,15.164,14.172,0.19347,57.265,32.171,0.73059,6.4274,6.0069,0.082001,0,0.46894,20.119,20.208,2.9143e-07,3.7363e-06,8.8165e-08,1.0061,1,9e-06,0.0015,9e-06,5e-06
5994.4,1.728e-11,2.3011,0.74568,0.0015576,0.21427,0.0028328,0.046977,0.013751,1710.3,0.15938,0,6.5176e-14,4.467e-14,0,15.164,14.172,0.19347,57.264,32.171,0.73058,6.4274,6.0069,0.082001,0,0.46894,20.089,20.208,2.9143e-07,3.5496e-06,8.8158e-08,1.0061,1,1.2e-05,0.0015,1.2e-05,5e-06
5994.3,1.728e-11,2.1606,0.74571,0.0015576,0.21427,0.0028323,0.046977,0.013751,1710.3,0.15938,0,7.8849e-14,6.2751e-14,0,15.164,14.172,0.19347,57.263,32.17,0.73057,6.4273,6.0069,0.082001,0,0.46894,20.06,20.209,2.9143e-07,3.363e-06,8.8151e-08,1.006,1,1.5e-05,0.0015,1.5e-05,5e-06
5994.2,1.728e-11,2.0543,0.74576,0.0015577,0.21426,0.0028314,0.046979,0.013752,1710.2,0.15939,0,9.309e-14,9.2204e-14,0,15.164,14.172,0.19347,57.262,32.17,0.73056,6.4273,6.0068,0.082001,0,0.46894,20.03,20.209,2.9142e-07,3.2133e-06,8.8141e-08,1.006,1,1.8e-05,0.0015,1.8e-05,5e-06
5994.1,1.728e-11,1.948,0.74581,0.0015578,0.21426,0.0028305,0.04698,0.013752,1710.2,0.1594,0,1.0733e-13,1.2166e-13,0,15.164,14.172,0.19347,57.261,32.169,0.73055,6.4273,6.0068,0.082,0,0.46893,20.001,20.209,2.9142e-07,3.0636e-06,8.813e-08,1.006,1,2.1e-05,0.0015,2.1e-05,5e-06
5994,1.728e-11,1.8517,0.74586,0.0015579,0.21426,0.0028295,0.046981,0.013753,1710.2,0.15941,0,1.226e-13,1.5623e-13,0,15.164,14.172,0.19347,57.26,32.169,0.73053,6.4273,6.0068,0.082,0,0.46893,19.972,20.209,2.9142e-07,2.9252e-06,8.8118e-08,1.006,1,2.4e-05,0.0015,2.4e-05,5e-06
5993.9,1.728e-11,1.7656,0.74592,0.0015579,0.21425,0.0028283,0.046982,0.013754,1710.2,0.15943,0,1.3891e-13,1.9591e-13,0,15.164,14.172,0.19347,57.259,32.168,0.73052,6.4272,6.0068,0.082,0,0.46893,19.942,20.21,2.9142e-07,2.7981e-06,8.8104e-08,1.006,1,2.7e-05,0.0015,2.7e-05,5e-06
