"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","appXPB","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6913.7,1.728e-11,0.027226,0.67668,0.00027366,0.20985,0.0054948,0.042423,0.011926,1599.6,0.15188,0,6.2456e-13,1.445e-14,0,6.9268,6.4736,0.088372,66.046,37.105,0.84263,5.7619,5.3849,0.073511,0,0.25026,-0.028261,33.651,33.651,2.6124e-07,-3.2709e-07,2.7457e-07,1.0045,1,0,0.0015,0,5e-06
6913.7,1.728e-11,0.027941,0.67668,0.00027363,0.20985,0.0054948,0.042423,0.011926,1599.6,0.15188,0,8.7e-13,4.4122e-14,0,6.9267,6.4736,0.088372,66.046,37.105,0.84263,5.7619,5.3849,0.073511,0,0.25026,-0.028108,33.622,33.652,2.6124e-07,-3.2532e-07,2.7457e-07,1.0045,1,3e-06,0.0015,3e-06,5e-06
6913.7,1.728e-11,0.028655,0.67668,0.0002736,0.20985,0.0054948,0.042423,0.011926,1599.6,0.15188,0,1.1154e-12,7.3795e-14,0,6.9267,6.4736,0.088372,66.046,37.105,0.84263,5.7619,5.3849,0.073511,0,0.25026,-0.027955,33.593,33.652,2.6124e-07,-3.2355e-07,2.7457e-07,1.0045,1,6e-06,0.0015,6e-06,5e-06
6913.7,1.728e-11,0.029592,0.67668,0.00027355,0.20985,0.0054948,0.042423,0.011926,1599.6,0.15188,0,1.48e-12,1.2904e-13,0,6.9267,6.4736,0.088372,66.046,37.105,0.84263,5.7618,5.3849,0.07351,0,0.25025,-0.027754,33.564,33.653,2.6124e-07,-3.2123e-07,2.7457e-07,1.0045,1,9e-06,0.0015,9e-06,5e-06
6913.7,1.728e-11,0.03075,0.67668,0.00027346,0.20985,0.0054948,0.042423,0.011925,1599.6,0.15188,0,1.9637e-12,2.0986e-13,0,6.9267,6.4735,0.088372,66.047,37.105,0.84263,5.7618,5.3849,0.07351,0,0.25025,-0.027506,33.535,33.654,2.6124e-07,-3.1836e-07,2.7457e-07,1.0045,1,1.2e-05,0.0015,1.2e-05,5e-06
6913.7,1.728e-11,0.031908,0.67667,0.00027338,0.20985,0.0054948,0.042423,0.011925,1599.6,0.15188,0,2.4475e-12,2.9068e-13,0,6.9267,6.4735,0.088371,66.047,37.105,0.84263,5.7618,5.3849,0.07351,0,0.25025,-0.027258,33.506,33.654,2.6124e-07,-3.1549e-07,2.7458e-07,1.0045,1,1.5e-05,0.0015,1.5e-05,5e-06
6913.8,1.728e-11,0.032906,0.67667,0.00027325,0.20985,0.0054949,0.042423,0.011925,1599.6,0.15189,0,2.916e-12,4.0932e-13,0,6.9266,6.4735,0.088371,66.047,37.105,0.84263,5.7618,5.3848,0.073509,0,0.25025,-0.027044,33.477,33.655,2.6124e-07,-3.1301e-07,2.7458e-07,1.0045,1,1.8e-05,0.0015,1.8e-05,5e-06
6913.8,1.728e-11,0.033904,0.67666,0.00027311,0.20985,0.0054949,0.042423,0.011925,1599.6,0.15189,0,3.3845e-12,5.2795e-13,0,6.9266,6.4734,0.08837,66.047,37.105,0.84264,5.7617,5.3848,0.073509,0,0.25025,-0.026831,33.447,33.655,2.6123e-07,-3.1054e-07,2.7459e-07,1.0045,1,2.1e-05,0.0015,2.1e-05,5e-06
6913.8,1.728e-11,0.034974,0.67666,0.00027295,0.20985,0.0054949,0.042423,0.011925,1599.6,0.15189,0,3.8439e-12,6.6021e-13,0,6.9265,6.4734,0.088369,66.047,37.105,0.84264,5.7617,5.3847,0.073508,0,0.25025,-0.026602,33.418,33.656,2.6123e-07,-3.0789e-07,2.746e-07,1.0045,1,2.4e-05,0.0015,2.4e-05,5e-06
6913.8,1.728e-11,0.036115,0.67665,0.00027276,0.20984,0.005495,0.042422,0.011925,1599.6,0.1519,0,4.2942e-12,8.0609e-13,0,6.9264,6.4733,0.088368,66.047,37.105,0.84264,5.7616,5.3847,0.073508,0,0.25024,-0.026358,33.388,33.656,2.6123e-07,-3.0507e-07,2.7461e-07,1.0045,1,2.7e-05,0.0015,2.7e-05,5e-06
