"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","appXPB","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6761.8,1.728e-11,0.0017723,0.62549,0.00070501,0.22558,0.0077889,0.038904,0.010519,1618.6,0.10865,0,2.2707e-13,-2.5781e-14,0,7.7746,7.266,0.099189,64.595,36.289,0.82411,6.4063,5.9872,0.081732,0,0.28011,-0.033061,25.667,25.667,2.9047e-07,-3.8265e-07,1.878e-07,1.005,1,0,0.0015,0,5e-06
6761.8,1.728e-11,0.0018178,0.62549,0.00070497,0.22558,0.0077888,0.038904,0.010519,1618.6,0.10865,0,3.2252e-13,-8.3521e-14,0,7.7746,7.266,0.099189,64.595,36.289,0.82411,6.4063,5.9872,0.081732,0,0.28011,-0.033051,25.637,25.666,2.9047e-07,-3.8254e-07,1.878e-07,1.005,1,3e-06,0.0015,3e-06,5e-06
6761.8,1.728e-11,0.0018633,0.62549,0.00070494,0.22558,0.0077888,0.038904,0.010519,1618.6,0.10865,0,4.1798e-13,-1.4126e-13,0,7.7746,7.2659,0.099189,64.595,36.289,0.82411,6.4063,5.9872,0.081732,0,0.28011,-0.033042,25.606,25.665,2.9047e-07,-3.8243e-07,1.878e-07,1.005,1,6e-06,0.0015,6e-06,5e-06
6761.8,1.728e-11,0.0019229,0.62549,0.00070486,0.22558,0.0077888,0.038904,0.010519,1618.6,0.10866,0,5.4071e-13,-2.5341e-13,0,7.7745,7.2659,0.099189,64.595,36.289,0.82411,6.4062,5.9871,0.081732,0,0.28011,-0.033029,25.575,25.664,2.9047e-07,-3.8228e-07,1.878e-07,1.005,1,9e-06,0.0015,9e-06,5e-06
6761.8,1.728e-11,0.0019966,0.62549,0.00070474,0.22557,0.0077887,0.038904,0.010519,1618.6,0.10866,0,6.9071e-13,-4.1996e-13,0,7.7745,7.2659,0.099188,64.595,36.289,0.82411,6.4062,5.9871,0.081731,0,0.28011,-0.033013,25.543,25.662,2.9047e-07,-3.821e-07,1.878e-07,1.005,1,1.2e-05,0.0015,1.2e-05,5e-06
6761.8,1.728e-11,0.0020703,0.62549,0.00070462,0.22557,0.0077887,0.038904,0.010519,1618.6,0.10866,0,8.4071e-13,-5.8651e-13,0,7.7745,7.2659,0.099188,64.595,36.289,0.82411,6.4062,5.9871,0.081731,0,0.28011,-0.032997,25.511,25.66,2.9046e-07,-3.8191e-07,1.8781e-07,1.005,1,1.5e-05,0.0015,1.5e-05,5e-06
6761.8,1.728e-11,0.0021337,0.62549,0.00070443,0.22557,0.0077886,0.038904,0.010519,1618.6,0.10867,0,8.9272e-13,-8.4908e-13,0,7.7744,7.2658,0.099187,64.595,36.289,0.82411,6.4062,5.9871,0.081731,0,0.28011,-0.032984,25.48,25.658,2.9046e-07,-3.8176e-07,1.8781e-07,1.005,1,1.8e-05,0.0015,1.8e-05,5e-06
6761.8,1.728e-11,0.002197,0.62549,0.00070424,0.22557,0.0077885,0.038904,0.010519,1618.6,0.10867,0,9.4473e-13,-1.1116e-12,0,7.7744,7.2658,0.099187,64.595,36.289,0.82411,6.4061,5.9871,0.08173,0,0.2801,-0.03297,25.449,25.657,2.9046e-07,-3.816e-07,1.8782e-07,1.005,1,2.1e-05,0.0015,2.1e-05,5e-06
6761.8,1.728e-11,0.0022648,0.62549,0.000704,0.22557,0.0077884,0.038905,0.010519,1618.6,0.10868,0,9.4311e-13,-1.415e-12,0,7.7744,7.2658,0.099186,64.595,36.29,0.82412,6.4061,5.987,0.08173,0,0.2801,-0.032956,25.417,25.655,2.9046e-07,-3.8143e-07,1.8782e-07,1.005,1,2.4e-05,0.0015,2.4e-05,5e-06
6761.9,1.728e-11,0.0023371,0.62548,0.00070373,0.22556,0.0077883,0.038905,0.010519,1618.6,0.10868,0,8.8785e-13,-1.7592e-12,0,7.7743,7.2657,0.099185,64.596,36.29,0.82412,6.4061,5.987,0.081729,0,0.2801,-0.03294,25.387,25.654,2.9046e-07,-3.8125e-07,1.8783e-07,1.005,1,2.7e-05,0.0015,2.7e-05,5e-06
6761.9,1.728e-11,0.0024094,0.62548,0.00070346,0.22556,0.0077882,0.038905,0.010519,1618.6,0.10869,0,8.326e-13,-2.1033e-12,0,7.7742,7.2656,0.099185,64.596,36.29,0.82412,6.406,5.9869,0.081729,0,0.2801,-0.032925,25.356,25.653,2.9045e-07,-3.8107e-07,1.8784e-07,1.005,1,3e-05,0.0015,3e-05,5e-06
6761.9,1.728e-11,0.0024868,0.62548,0.00070311,0.22556,0.0077881,0.038905,0.010519,1618.6,0.1087,0,6.896e-13,-2.5145e-12,0,7.7742,7.2656,0.099184,64.596,36.29,0.82412,6.406,5.9869,0.081728,0,0.2801,-0.032908,25.326,25.653,2.9045e-07,-3.8088e-07,1.8785e-07,1.005,1,3.3e-05,0.0015,3.3e-05,5e-06
6761.9,1.728e-11,0.0025642,0.62548,0.00070276,0.22555,0.0077879,0.038905,0.010519,1618.6,0.10871,0,5.4661e-13,-2.9258e-12,0,7.7741,7.2655,0.099183,64.596,36.29,0.82413,6.4059,5.9868,0.081727,0,0.28009,-0.032892,25.296,25.652,2.9045e-07,-3.8069e-07,1.8785e-07,1.005,1,3.6e-05,0.0015,3.6e-05,5e-06
6761.9,1.728e-11,0.0026448,0.62548,0.00070237,0.22555,0.0077877,0.038905,0.010519,1618.6,0.10872,0,3.7199e-13,-3.3647e-12,0,7.774,7.2654,0.099182,64.596,36.29,0.82413,6.4058,5.9868,0.081726,0,0.28009,-0.032874,25.266,25.652,2.9045e-07,-3.8049e-07,1.8787e-07,1.005,1,3.9e-05,0.0015,3.9e-05,5e-06
6762,1.728e-11,0.0027287,0.62547,0.00070195,0.22555,0.0077876,0.038905,0.010519,1618.6,0.10873,0,1.6573e-13,-3.8313e-12,0,7.7739,7.2653,0.099181,64.597,36.29,0.82413,6.4058,5.9867,0.081726,0,0.28009,-0.032856,25.236,25.652,2.9044e-07,-3.8028e-07,1.8788e-07,1.005,1,4.2e-05,0.0015,4.2e-05,5e-06
