"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","appXPB","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6904.8,1.728e-11,0.074979,0.69621,0.00010362,0.2062,0.0045612,0.043779,0.012466,1600.4,0.16406,0,-3.662e-13,1.5093e-14,0,7.4728,6.9839,0.095338,65.961,37.057,0.84154,5.2915,4.9453,0.06751,0,0.25819,-0.018146,35.352,35.352,2.3991e-07,-2.1002e-07,3.2269e-07,1.0044,1,0,0.0015,0,5e-06
6904.8,1.728e-11,0.076952,0.69621,0.00010358,0.2062,0.0045612,0.043779,0.012466,1600.4,0.16406,0,-5.0578e-13,4.6319e-14,0,7.4727,6.9839,0.095338,65.961,37.057,0.84154,5.2915,4.9453,0.06751,0,0.25819,-0.017732,35.322,35.352,2.3991e-07,-2.0523e-07,3.2269e-07,1.0044,1,3e-06,0.0015,3e-06,5e-06
6904.8,1.728e-11,0.078925,0.69621,0.00010354,0.2062,0.0045613,0.043779,0.012466,1600.4,0.16406,0,-6.4536e-13,7.7546e-14,0,7.4727,6.9839,0.095338,65.961,37.057,0.84154,5.2915,4.9453,0.067509,0,0.25819,-0.017317,35.293,35.353,2.3991e-07,-2.0043e-07,3.2269e-07,1.0044,1,6e-06,0.0015,6e-06,5e-06
6904.8,1.728e-11,0.081509,0.6962,0.00010346,0.2062,0.0045613,0.043779,0.012466,1600.4,0.16406,0,-8.5834e-13,1.3423e-13,0,7.4727,6.9838,0.095338,65.961,37.057,0.84154,5.2915,4.9453,0.067509,0,0.25818,-0.016774,35.264,35.353,2.3991e-07,-1.9414e-07,3.227e-07,1.0044,1,9e-06,0.0015,9e-06,5e-06
6904.8,1.728e-11,0.084706,0.6962,0.00010333,0.2062,0.0045613,0.043779,0.012466,1600.4,0.16406,0,-1.1447e-12,2.1638e-13,0,7.4727,6.9838,0.095337,65.961,37.057,0.84154,5.2914,4.9453,0.067509,0,0.25818,-0.016103,35.235,35.354,2.3991e-07,-1.8637e-07,3.227e-07,1.0044,1,1.2e-05,0.0015,1.2e-05,5e-06
6904.8,1.728e-11,0.087903,0.6962,0.00010321,0.2062,0.0045613,0.043779,0.012466,1600.4,0.16406,0,-1.4311e-12,2.9853e-13,0,7.4726,6.9838,0.095337,65.962,37.057,0.84155,5.2914,4.9452,0.067509,0,0.25818,-0.015431,35.206,35.355,2.399e-07,-1.786e-07,3.227e-07,1.0044,1,1.5e-05,0.0015,1.5e-05,5e-06
6904.9,1.728e-11,0.09066,0.69619,0.000103,0.2062,0.0045613,0.043779,0.012466,1600.4,0.16407,0,-1.7351e-12,4.1424e-13,0,7.4726,6.9837,0.095336,65.962,37.057,0.84155,5.2914,4.9452,0.067508,0,0.25818,-0.014853,35.177,35.356,2.399e-07,-1.7192e-07,3.2271e-07,1.0044,1,1.8e-05,0.0015,1.8e-05,5e-06
6904.9,1.728e-11,0.093418,0.69618,0.0001028,0.2062,0.0045614,0.043779,0.012466,1600.4,0.16407,0,-2.039e-12,5.2996e-13,0,7.4725,6.9837,0.095335,65.962,37.057,0.84155,5.2913,4.9452,0.067507,0,0.25818,-0.014276,35.148,35.356,2.399e-07,-1.6523e-07,3.2272e-07,1.0044,1,2.1e-05,0.0015,2.1e-05,5e-06
6904.9,1.728e-11,0.096372,0.69617,0.00010255,0.2062,0.0045614,0.043779,0.012466,1600.4,0.16407,0,-2.3508e-12,6.5628e-13,0,7.4724,6.9836,0.095334,65.962,37.057,0.84155,5.2913,4.9451,0.067507,0,0.25818,-0.013657,35.119,35.357,2.399e-07,-1.5807e-07,3.2273e-07,1.0044,1,2.4e-05,0.0015,2.4e-05,5e-06
6904.9,1.728e-11,0.099523,0.69617,0.00010227,0.20619,0.0045615,0.043779,0.012466,1600.4,0.16408,0,-2.6704e-12,7.9322e-13,0,7.4724,6.9835,0.095333,65.962,37.057,0.84156,5.2912,4.9451,0.067506,0,0.25817,-0.012998,35.089,35.357,2.399e-07,-1.5044e-07,3.2274e-07,1.0044,1,2.7e-05,0.0015,2.7e-05,5e-06
6905,1.728e-11,0.10267,0.69616,0.00010198,0.20619,0.0045615,0.043778,0.012466,1600.4,0.16408,0,-2.99e-12,9.3017e-13,0,7.4723,6.9834,0.095332,65.963,37.058,0.84156,5.2912,4.945,0.067505,0,0.25817,-0.012338,35.06,35.357,2.3989e-07,-1.4281e-07,3.2274e-07,1.0044,1,3e-05,0.0015,3e-05,5e-06
6905,1.728e-11,0.10606,0.69615,0.00010161,0.20619,0.0045616,0.043778,0.012466,1600.4,0.16409,0,-3.3121e-12,1.079e-12,0,7.4722,6.9833,0.095331,65.963,37.058,0.84156,5.2911,4.9449,0.067504,0,0.25817,-0.011632,35.03,35.357,2.3989e-07,-1.3463e-07,3.2276e-07,1.0044,1,3.3e-05,0.0015,3.3e-05,5e-06
6905,1.728e-11,0.10944,0.69613,0.00010125,0.20619,0.0045616,0.043778,0.012466,1600.4,0.16409,0,-3.6342e-12,1.2279e-12,0,7.4721,6.9832,0.095329,65.963,37.058,0.84157,5.291,4.9449,0.067503,0,0.25816,-0.010926,35,35.357,2.3989e-07,-1.2645e-07,3.2277e-07,1.0044,1,3.6e-05,0.0015,3.6e-05,5e-06
6905.1,1.728e-11,0.11297,0.69612,0.00010084,0.20619,0.0045617,0.043778,0.012465,1600.4,0.1641,0,-3.9511e-12,1.3803e-12,0,7.4719,6.9831,0.095328,65.964,37.058,0.84157,5.2909,4.9448,0.067502,0,0.25816,-0.010189,34.971,35.357,2.3988e-07,-1.1793e-07,3.2278e-07,1.0044,1,3.9e-05,0.0015,3.9e-05,5e-06
6905.1,1.728e-11,0.11665,0.69611,0.00010039,0.20618,0.0045617,0.043778,0.012465,1600.4,0.16411,0,-4.2626e-12,1.5362e-12,0,7.4718,6.983,0.095326,65.964,37.058,0.84158,5.2908,4.9447,0.067501,0,0.25815,-0.0094232,34.941,35.357,2.3988e-07,-1.0906e-07,3.228e-07,1.0044,1,4.2e-05,0.0015,4.2e-05,5e-06
6905.1,1.728e-11,0.12032,0.6961,9.9949e-05,0.20618,0.0045618,0.043777,0.012465,1600.4,0.16411,0,-4.5741e-12,1.6922e-12,0,7.4717,6.9829,0.095325,65.964,37.059,0.84158,5.2907,4.9446,0.0675,0,0.25815,-0.008657,34.911,35.357,2.3987e-07,-1.002e-07,3.2281e-07,1.0044,1,4.5e-05,0.0015,4.5e-05,5e-06
6905.2,1.728e-11,0.1243,0.69608,9.9425e-05,0.20618,0.0045618,0.043777,0.012465,1600.4,0.16412,0,-4.8644e-12,1.8539e-12,0,7.4715,6.9827,0.095323,65.965,37.059,0.84159,5.2906,4.9445,0.067499,0,0.25814,-0.0078286,34.881,35.356,2.3987e-07,-9.0609e-08,3.2283e-07,1.0044,1,4.8e-05,0.0015,4.8e-05,5e-06
6905.2,1.728e-11,0.12829,0.69607,9.8901e-05,0.20618,0.0045619,0.043777,0.012465,1600.4,0.16413,0,-5.1547e-12,2.0156e-12,0,7.4714,6.9826,0.09532,65.965,37.059,0.84159,5.2905,4.9444,0.067497,0,0.25814,-0.0070002,34.851,35.356,2.3986e-07,-8.1021e-08,3.2285e-07,1.0044,1,5.1e-05,0.0015,5.1e-05,5e-06
6905.3,1.728e-11,0.13244,0.69605,9.8338e-05,0.20617,0.004562,0.043777,0.012465,1600.4,0.16414,0,-5.4307e-12,2.1808e-12,0,7.4712,6.9824,0.095318,65.966,37.059,0.8416,5.2904,4.9443,0.067496,0,0.25813,-0.0061382,34.82,35.355,2.3986e-07,-7.1044e-08,3.2287e-07,1.0044,1,5.4e-05,0.0015,5.4e-05,5e-06
6905.3,1.728e-11,0.13675,0.69603,9.7737e-05,0.20617,0.0045621,0.043776,0.012465,1600.4,0.16415,0,-5.6923e-12,2.3494e-12,0,7.471,6.9822,0.095316,65.966,37.06,0.84161,5.2903,4.9442,0.067494,0,0.25813,-0.0052425,34.79,35.355,2.3985e-07,-6.0677e-08,3.2289e-07,1.0044,1,5.7e-05,0.0015,5.7e-05,5e-06
6905.4,1.728e-11,0.14107,0.69601,9.7136e-05,0.20617,0.0045621,0.043776,0.012464,1600.4,0.16416,0,-5.954e-12,2.518e-12,0,7.4708,6.9821,0.095314,65.967,37.06,0.84161,5.2902,4.9441,0.067492,0,0.25812,-0.0043467,34.76,35.354,2.3985e-07,-5.0309e-08,3.2291e-07,1.0044,1,6e-05,0.0015,6e-05,5e-06
6905.4,1.728e-11,0.14575,0.69599,9.6458e-05,0.20616,0.0045622,0.043776,0.012464,1600.4,0.16417,0,-6.1817e-12,2.6971e-12,0,7.4706,6.9819,0.095311,65.967,37.06,0.84162,5.29,4.9439,0.067491,0,0.25811,-0.0033786,34.729,35.354,2.3984e-07,-3.9105e-08,3.2293e-07,1.0044,1,6.3e-05,0.0015,6.3e-05,5e-06
6905.5,1.728e-11,0.15043,0.69598,9.5781e-05,0.20616,0.0045623,0.043775,0.012464,1600.4,0.16418,0,-6.4094e-12,2.8763e-12,0,7.4704,6.9817,0.095308,65.968,37.061,0.84163,5.2899,4.9438,0.067489,0,0.25811,-0.0024106,34.699,35.353,2.3983e-07,-2.79e-08,3.2295e-07,1.0044,1,6.6e-05,0.0015,6.6e-05,5e-06
6905.6,1.728e-11,0.1553,0.69596,9.5066e-05,0.20615,0.0045623,0.043775,0.012464,1600.4,0.16419,0,-6.6186e-12,3.0634e-12,0,7.4702,6.9815,0.095306,65.969,37.061,0.84163,5.2897,4.9437,0.067487,0,0.2581,-0.0014036,34.669,35.352,2.3983e-07,-1.6245e-08,3.2297e-07,1.0044,1,6.9e-05,0.0015,6.9e-05,5e-06
6905.6,1.728e-11,0.16037,0.69593,9.4313e-05,0.20615,0.0045624,0.043775,0.012464,1600.4,0.1642,0,-6.8091e-12,3.2585e-12,0,7.47,6.9813,0.095303,65.969,37.061,0.84164,5.2896,4.9435,0.067485,0,0.25809,-0.00035762,34.638,35.351,2.3982e-07,-4.1391e-09,3.23e-07,1.0044,1,7.2e-05,0.0015,7.2e-05,5e-06
6905.7,1.728e-11,0.16543,0.69591,9.3561e-05,0.20614,0.0045625,0.043774,0.012463,1600.4,0.16421,0,-6.9996e-12,3.4536e-12,0,7.4697,6.9811,0.0953,65.97,37.062,0.84165,5.2894,4.9434,0.067483,0,0.25808,0.00068832,34.608,35.351,2.3981e-07,7.9666e-09,3.2302e-07,1.0044,1,7.5e-05,0.0015,7.5e-05,5e-06
6905.8,1.728e-11,0.17092,0.69589,9.2734e-05,0.20614,0.0045626,0.043774,0.012463,1600.4,0.16422,0,-7.1512e-12,3.6719e-12,0,7.4695,6.9808,0.095297,65.97,37.062,0.84166,5.2892,4.9432,0.067481,0,0.25807,0.001818,34.577,35.35,2.3981e-07,2.1042e-08,3.2305e-07,1.0044,1,7.8e-05,0.0015,7.8e-05,5e-06
6905.8,1.728e-11,0.17641,0.69587,9.1908e-05,0.20613,0.0045626,0.043774,0.012463,1600.4,0.16424,0,-7.3027e-12,3.8903e-12,0,7.4692,6.9806,0.095293,65.971,37.062,0.84167,5.289,4.943,0.067478,0,0.25806,0.0029477,34.546,35.349,2.398e-07,3.4117e-08,3.2308e-07,1.0044,1,8.1e-05,0.0015,8.1e-05,5e-06
6905.9,1.728e-11,0.18213,0.69585,9.1045e-05,0.20613,0.0045627,0.043773,0.012463,1600.4,0.16425,0,-7.4345e-12,4.1243e-12,0,7.469,6.9803,0.09529,65.972,37.063,0.84168,5.2889,4.9429,0.067476,0,0.25806,0.0041225,34.516,35.348,2.3979e-07,4.7715e-08,3.2311e-07,1.0044,1,8.4e-05,0.0015,8.4e-05,5e-06
