"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","appXPB","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6794.5,1.6e-10,0.001632,0.62816,0.00088734,0.22913,0.0076234,0.039056,0.010576,1604.1,0.10103,0,5.8053e-13,-8.6451e-14,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033265,25.705,25.705,2.8689e-07,-3.8501e-07,2.0021e-07,1.0006,1,0,0.0015,0,5e-06
6794.5,1.6e-10,0.0016734,0.62816,0.00088729,0.22913,0.0076234,0.039056,0.010576,1604.1,0.10103,0,7.8693e-13,-3.5277e-13,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033256,25.67,25.699,2.8689e-07,-3.8491e-07,2.0021e-07,1.0006,1,3e-06,0.0015,3e-06,5e-06
6794.5,1.6e-10,0.0017148,0.62816,0.00088724,0.22913,0.0076234,0.039056,0.010576,1604.1,0.10103,0,9.9334e-13,-6.1908e-13,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033247,25.635,25.694,2.8689e-07,-3.848e-07,2.0021e-07,1.0006,1,6e-06,0.0015,6e-06,5e-06
6794.5,1.6e-10,0.0017691,0.62816,0.00088715,0.22913,0.0076233,0.039056,0.010576,1604.1,0.10104,0,1.2938e-12,-1.1541e-12,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033235,25.596,25.685,2.8689e-07,-3.8467e-07,2.0022e-07,1.0006,1,9e-06,0.0015,9e-06,5e-06
6794.5,1.6e-10,0.0018362,0.62816,0.000887,0.22913,0.0076233,0.039056,0.010576,1604.1,0.10104,0,1.6882e-12,-1.9578e-12,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033221,25.555,25.674,2.8689e-07,-3.845e-07,2.0022e-07,1.0006,1,1.2e-05,0.0015,1.2e-05,5e-06
6794.5,1.6e-10,0.0019033,0.62816,0.00088686,0.22913,0.0076233,0.039056,0.010576,1604.1,0.10104,0,2.0826e-12,-2.7614e-12,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033206,25.514,25.662,2.8689e-07,-3.8433e-07,2.0022e-07,1.0006,1,1.5e-05,0.0015,1.5e-05,5e-06
6794.5,1.6e-10,0.001961,0.62815,0.00088662,0.22912,0.0076232,0.039056,0.010576,1604.1,0.10105,0,2.4458e-12,-4.105e-12,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033194,25.472,25.651,2.8689e-07,-3.8418e-07,2.0022e-07,1.0006,1,1.8e-05,0.0015,1.8e-05,5e-06
6794.5,1.6e-10,0.0020188,0.62815,0.00088638,0.22912,0.0076231,0.039056,0.010576,1604.1,0.10106,0,2.8091e-12,-5.4486e-12,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033181,25.431,25.639,2.8689e-07,-3.8404e-07,2.0022e-07,1.0006,1,2.1e-05,0.0015,2.1e-05,5e-06
6794.5,1.6e-10,0.0020805,0.62815,0.00088609,0.22912,0.0076231,0.039056,0.010576,1604.1,0.10106,0,3.1612e-12,-7.0539e-12,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033168,25.39,25.628,2.8689e-07,-3.8388e-07,2.0022e-07,1.0006,1,2.4e-05,0.0015,2.4e-05,5e-06
6794.5,1.6e-10,0.0021463,0.62815,0.00088576,0.22911,0.007623,0.039056,0.010576,1604.1,0.10107,0,3.5022e-12,-8.9209e-12,0,7.1927,6.7222,0.091766,64.908,36.465,0.8281,6.3274,5.9135,0.080726,0,0.26426,-0.033153,25.349,25.617,2.8689e-07,-3.8372e-07,2.0022e-07,1.0006,1,2.7e-05,0.0015,2.7e-05,5e-06
