"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","appXPB","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6808.1,1.728e-11,0.20556,0.7169,0.00016185,0.20332,0.0036418,0.045183,0.013025,1610.6,0.17459,0,1.2397e-12,2.2334e-14,0,9.2393,8.6348,0.11788,65.037,36.538,0.82976,4.4143,4.1255,0.056318,0,0.29207,0.0084878,38.7,38.7,2.0011e-07,9.8238e-08,4.023e-07,1.0039,1,0,0.0015,0,5e-06
6808.1,1.728e-11,0.21092,0.7169,0.00016183,0.20332,0.0036418,0.045183,0.013025,1610.6,0.17459,0,1.6639e-12,5.4544e-14,0,9.2393,8.6348,0.11788,65.038,36.538,0.82976,4.4143,4.1255,0.056318,0,0.29207,0.0095565,38.671,38.701,2.0011e-07,1.1061e-07,4.023e-07,1.0039,1,3e-06,0.0015,3e-06,5e-06
6808.1,1.728e-11,0.21628,0.7169,0.00016182,0.20332,0.0036418,0.045183,0.013025,1610.6,0.17459,0,2.0882e-12,8.6753e-14,0,9.2393,8.6348,0.11788,65.038,36.538,0.82976,4.4142,4.1255,0.056317,0,0.29207,0.010625,38.641,38.701,2.0011e-07,1.2298e-07,4.023e-07,1.0039,1,6e-06,0.0015,6e-06,5e-06
6808.1,1.728e-11,0.22331,0.71689,0.00016179,0.20332,0.0036419,0.045183,0.013025,1610.6,0.17459,0,2.7017e-12,1.4218e-13,0,9.2392,8.6348,0.11788,65.038,36.538,0.82976,4.4142,4.1254,0.056317,0,0.29207,0.012024,38.612,38.701,2.0011e-07,1.3916e-07,4.0231e-07,1.0039,1,9e-06,0.0015,9e-06,5e-06
6808.1,1.728e-11,0.232,0.71689,0.00016175,0.20332,0.0036419,0.045183,0.013024,1610.6,0.17459,0,3.5045e-12,2.2081e-13,0,9.2392,8.6347,0.11787,65.038,36.538,0.82976,4.4142,4.1254,0.056317,0,0.29207,0.013752,38.583,38.702,2.0011e-07,1.5917e-07,4.0231e-07,1.0039,1,1.2e-05,0.0015,1.2e-05,5e-06
6808.1,1.728e-11,0.24068,0.71689,0.0001617,0.20332,0.003642,0.045183,0.013024,1610.6,0.1746,0,4.3073e-12,2.9945e-13,0,9.2391,8.6347,0.11787,65.038,36.538,0.82976,4.4142,4.1254,0.056317,0,0.29206,0.01548,38.554,38.702,2.0011e-07,1.7917e-07,4.0231e-07,1.0039,1,1.5e-05,0.0015,1.5e-05,5e-06
6808.2,1.728e-11,0.24817,0.71688,0.00016163,0.20332,0.0036421,0.045183,0.013024,1610.6,0.1746,0,5.0216e-12,3.9792e-13,0,9.239,8.6346,0.11787,65.038,36.538,0.82976,4.4141,4.1254,0.056316,0,0.29206,0.016962,38.524,38.702,2.001e-07,1.9632e-07,4.0232e-07,1.004,1,1.8e-05,0.0015,1.8e-05,5e-06
6808.2,1.728e-11,0.25566,0.71687,0.00016156,0.20332,0.0036422,0.045183,0.013024,1610.6,0.1746,0,5.7358e-12,4.964e-13,0,9.2389,8.6345,0.11787,65.038,36.538,0.82977,4.4141,4.1253,0.056316,0,0.29206,0.018444,38.494,38.702,2.001e-07,2.1347e-07,4.0233e-07,1.004,1,2.1e-05,0.0015,2.1e-05,5e-06
6808.2,1.728e-11,0.26369,0.71687,0.00016148,0.20332,0.0036423,0.045183,0.013024,1610.6,0.17461,0,6.4048e-12,5.9743e-13,0,9.2388,8.6344,0.11787,65.038,36.538,0.82977,4.4141,4.1253,0.056315,0,0.29206,0.020028,38.463,38.701,2.001e-07,2.3181e-07,4.0234e-07,1.004,1,2.4e-05,0.0015,2.4e-05,5e-06
6808.2,1.728e-11,0.27224,0.71686,0.00016139,0.20332,0.0036425,0.045183,0.013024,1610.6,0.17461,0,7.0285e-12,7.01e-13,0,9.2387,8.6343,0.11787,65.039,36.539,0.82977,4.414,4.1252,0.056314,0,0.29205,0.021714,38.433,38.7,2.001e-07,2.5132e-07,4.0234e-07,1.004,1,2.7e-05,0.0015,2.7e-05,5e-06
6808.3,1.728e-11,0.2808,0.71685,0.00016129,0.20331,0.0036426,0.045183,0.013024,1610.6,0.17461,0,7.6523e-12,8.0457e-13,0,9.2386,8.6342,0.11787,65.039,36.539,0.82978,4.4139,4.1252,0.056314,0,0.29205,0.0234,38.402,38.699,2.0009e-07,2.7084e-07,4.0235e-07,1.004,1,3e-05,0.0015,3e-05,5e-06
6808.3,1.728e-11,0.28999,0.71684,0.00016118,0.20331,0.0036428,0.045183,0.013024,1610.6,0.17462,0,8.1813e-12,9.0426e-13,0,9.2385,8.6341,0.11787,65.039,36.539,0.82978,4.4139,4.1251,0.056313,0,0.29204,0.025201,38.371,38.698,2.0009e-07,2.9168e-07,4.0237e-07,1.004,1,3.3e-05,0.0015,3.3e-05,5e-06
6808.3,1.728e-11,0.29917,0.71683,0.00016106,0.20331,0.003643,0.045182,0.013024,1610.6,0.17462,0,8.7103e-12,1.0039e-12,0,9.2383,8.6339,0.11786,65.04,36.539,0.82978,4.4138,4.125,0.056312,0,0.29204,0.027002,38.34,38.697,2.0009e-07,3.1252e-07,4.0238e-07,1.004,1,3.6e-05,0.0015,3.6e-05,5e-06
6808.4,1.728e-11,0.30875,0.71682,0.00016093,0.20331,0.0036432,0.045182,0.013024,1610.6,0.17463,0,9.1945e-12,1.1009e-12,0,9.2381,8.6338,0.11786,65.04,36.539,0.82979,4.4137,4.125,0.056311,0,0.29203,0.028875,38.309,38.695,2.0008e-07,3.3421e-07,4.0239e-07,1.004,1,3.9e-05,0.0015,3.9e-05,5e-06
6808.4,1.728e-11,0.31873,0.71681,0.0001608,0.20331,0.0036434,0.045182,0.013024,1610.6,0.17464,0,9.6337e-12,1.1952e-12,0,9.2379,8.6336,0.11786,65.04,36.539,0.82979,4.4136,4.1249,0.05631,0,0.29203,0.030822,38.277,38.693,2.0008e-07,3.5673e-07,4.024e-07,1.004,1,4.2e-05,0.0015,4.2e-05,5e-06
6808.4,1.728e-11,0.32871,0.71679,0.00016066,0.20331,0.0036436,0.045182,0.013023,1610.6,0.17464,0,1.0073e-11,1.2895e-12,0,9.2378,8.6334,0.11786,65.041,36.54,0.8298,4.4136,4.1248,0.056309,0,0.29202,0.032768,38.245,38.691,2.0008e-07,3.7926e-07,4.0242e-07,1.004,1,4.5e-05,0.0015,4.5e-05,5e-06
6808.5,1.728e-11,0.33952,0.71678,0.0001605,0.2033,0.0036439,0.045182,0.013023,1610.6,0.17465,0,1.0431e-11,1.3816e-12,0,9.2375,8.6332,0.11785,65.041,36.54,0.8298,4.4134,4.1247,0.056307,0,0.29201,0.034864,38.213,38.689,2.0007e-07,4.0352e-07,4.0243e-07,1.004,1,4.8e-05,0.0015,4.8e-05,5e-06
6808.5,1.728e-11,0.35034,0.71677,0.00016035,0.2033,0.0036441,0.045181,0.013023,1610.6,0.17466,0,1.0789e-11,1.4737e-12,0,9.2373,8.633,0.11785,65.042,36.54,0.82981,4.4133,4.1246,0.056306,0,0.29201,0.036961,38.181,38.687,2.0007e-07,4.2779e-07,4.0245e-07,1.004,1,5.1e-05,0.0015,5.1e-05,5e-06
6808.6,1.728e-11,0.3616,0.71675,0.00016018,0.2033,0.0036443,0.045181,0.013023,1610.6,0.17467,0,1.111e-11,1.5685e-12,0,9.2371,8.6328,0.11785,65.042,36.54,0.82981,4.4132,4.1245,0.056305,0,0.292,0.039138,38.149,38.684,2.0006e-07,4.5299e-07,4.0247e-07,1.004,1,5.4e-05,0.0015,5.4e-05,5e-06
6808.6,1.728e-11,0.37332,0.71674,0.00016001,0.20329,0.0036446,0.045181,0.013023,1610.6,0.17468,0,1.1395e-11,1.666e-12,0,9.2368,8.6325,0.11784,65.042,36.541,0.82982,4.4131,4.1244,0.056303,0,0.29199,0.041396,38.117,38.681,2.0006e-07,4.7913e-07,4.0249e-07,1.004,1,5.7e-05,0.0015,5.7e-05,5e-06
6808.7,1.728e-11,0.38504,0.71672,0.00015984,0.20329,0.0036449,0.045181,0.013023,1610.6,0.17469,0,1.1679e-11,1.7635e-12,0,9.2366,8.6323,0.11784,65.043,36.541,0.82983,4.413,4.1243,0.056302,0,0.29198,0.043655,38.084,38.679,2.0005e-07,5.0526e-07,4.0251e-07,1.004,1,6e-05,0.0015,6e-05,5e-06
6808.7,1.728e-11,0.39773,0.71671,0.00015965,0.20329,0.0036451,0.04518,0.013023,1610.5,0.1747,0,1.1896e-11,1.8767e-12,0,9.2363,8.632,0.11784,65.043,36.541,0.82983,4.4129,4.1242,0.0563,0,0.29198,0.046085,38.051,38.676,2.0005e-07,5.3339e-07,4.0253e-07,1.004,1,6.3e-05,0.0015,6.3e-05,5e-06
6808.8,1.728e-11,0.41043,0.71669,0.00015947,0.20329,0.0036454,0.04518,0.013022,1610.5,0.17471,0,1.2114e-11,1.9899e-12,0,9.236,8.6318,0.11783,65.044,36.542,0.82984,4.4127,4.124,0.056298,0,0.29197,0.048515,38.019,38.673,2.0004e-07,5.6152e-07,4.0255e-07,1.004,1,6.6e-05,0.0015,6.6e-05,5e-06
6808.8,1.728e-11,0.42365,0.71668,0.00015927,0.20328,0.0036457,0.04518,0.013022,1610.5,0.17472,0,1.23e-11,2.1175e-12,0,9.2357,8.6315,0.11783,65.044,36.542,0.82984,4.4126,4.1239,0.056296,0,0.29196,0.051037,37.986,38.669,2.0003e-07,5.9071e-07,4.0257e-07,1.004,1,6.9e-05,0.0015,6.9e-05,5e-06
6808.9,1.728e-11,0.4374,0.71666,0.00015908,0.20328,0.003646,0.04518,0.013022,1610.5,0.17473,0,1.2456e-11,2.2594e-12,0,9.2354,8.6312,0.11783,65.045,36.542,0.82985,4.4124,4.1238,0.056294,0,0.29195,0.053651,37.953,38.666,2.0003e-07,6.2096e-07,4.0259e-07,1.004,1,7.2e-05,0.0015,7.2e-05,5e-06
6808.9,1.728e-11,0.45116,0.71665,0.00015888,0.20327,0.0036462,0.04518,0.013022,1610.5,0.17474,0,1.2612e-11,2.4014e-12,0,9.235,8.6309,0.11782,65.045,36.542,0.82986,4.4123,4.1236,0.056292,0,0.29194,0.056265,37.919,38.662,2.0002e-07,6.5121e-07,4.0261e-07,1.004,1,7.5e-05,0.0015,7.5e-05,5e-06
6809,1.728e-11,0.46605,0.71663,0.00015867,0.20327,0.0036465,0.045179,0.013022,1610.5,0.17475,0,1.2712e-11,2.5863e-12,0,9.2347,8.6305,0.11782,65.046,36.543,0.82987,4.4121,4.1235,0.05629,0,0.29193,0.059075,37.886,38.659,2.0001e-07,6.8373e-07,4.0264e-07,1.004,1,7.8e-05,0.0015,7.8e-05,5e-06
6809.1,1.728e-11,0.48095,0.71662,0.00015847,0.20327,0.0036468,0.045179,0.013022,1610.5,0.17477,0,1.2811e-11,2.7712e-12,0,9.2343,8.6302,0.11781,65.047,36.543,0.82987,4.4119,4.1233,0.056288,0,0.29191,0.061884,37.852,38.655,2e-07,7.1625e-07,4.0266e-07,1.004,1,8.1e-05,0.0015,8.1e-05,5e-06
6809.1,1.728e-11,0.49647,0.7166,0.00015826,0.20326,0.0036471,0.045179,0.013022,1610.5,0.17478,0,1.2884e-11,2.9853e-12,0,9.234,8.6299,0.11781,65.047,36.543,0.82988,4.4118,4.1231,0.056286,0,0.2919,0.064798,37.819,38.651,2e-07,7.4998e-07,4.0269e-07,1.004,1,8.4e-05,0.0015,8.4e-05,5e-06
6809.2,1.728e-11,0.51261,0.71658,0.00015805,0.20326,0.0036474,0.045179,0.013022,1610.5,0.1748,0,1.2932e-11,3.2287e-12,0,9.2336,8.6295,0.1178,65.048,36.544,0.82989,4.4116,4.123,0.056284,0,0.29189,0.067816,37.785,38.647,1.9999e-07,7.8491e-07,4.0272e-07,1.004,1,8.7e-05,0.0015,8.7e-05,5e-06
6809.2,1.728e-11,0.52875,0.71657,0.00015784,0.20325,0.0036477,0.045179,0.013021,1610.5,0.17481,0,1.2979e-11,3.472e-12,0,9.2332,8.6291,0.1178,65.048,36.544,0.82989,4.4114,4.1228,0.056281,0,0.29188,0.070834,37.751,38.642,1.9998e-07,8.1984e-07,4.0274e-07,1.004,1,9e-05,0.0015,9e-05,5e-06
6809.3,1.728e-11,0.54623,0.71655,0.00015762,0.20325,0.0036479,0.045178,0.013021,1610.5,0.17483,0,1.2979e-11,3.789e-12,0,9.2328,8.6287,0.11779,65.049,36.544,0.8299,4.4112,4.1226,0.056279,0,0.29186,0.074074,37.716,38.638,1.9997e-07,8.5734e-07,4.0277e-07,1.004,1,9.3e-05,0.0015,9.3e-05,5e-06
6809.4,1.728e-11,0.56372,0.71654,0.00015741,0.20324,0.0036482,0.045178,0.013021,1610.5,0.17484,0,1.2979e-11,4.1059e-12,0,9.2323,8.6283,0.11779,65.049,36.545,0.82991,4.411,4.1224,0.056276,0,0.29185,0.077315,37.682,38.633,1.9996e-07,8.9484e-07,4.028e-07,1.004,1,9.6e-05,0.0015,9.6e-05,5e-06
6809.4,1.728e-11,0.58193,0.71653,0.0001572,0.20324,0.0036485,0.045178,0.013021,1610.5,0.17486,0,1.2956e-11,4.4672e-12,0,9.2319,8.6279,0.11778,65.05,36.545,0.82992,4.4108,4.1222,0.056274,0,0.29184,0.080673,37.648,38.628,1.9995e-07,9.3371e-07,4.0283e-07,1.004,1,9.9e-05,0.0015,9.9e-05,5e-06
6809.5,1.728e-11,0.60087,0.71651,0.00015699,0.20323,0.0036487,0.045178,0.013021,1610.5,0.17488,0,1.2911e-11,4.8728e-12,0,9.2314,8.6275,0.11778,65.05,36.545,0.82992,4.4106,4.122,0.056271,0,0.29182,0.084149,37.613,38.623,1.9994e-07,9.7394e-07,4.0286e-07,1.004,1,0.000102,0.0015,0.000102,5e-06
6809.5,1.728e-11,0.61982,0.7165,0.00015677,0.20323,0.003649,0.045178,0.013021,1610.4,0.1749,0,1.2867e-11,5.2784e-12,0,9.231,8.6271,0.11777,65.051,36.546,0.82993,4.4104,4.1218,0.056268,0,0.29181,0.087625,37.578,38.618,1.9993e-07,1.0142e-06,4.0289e-07,1.004,1,0.000105,0.0015,0.000105,5e-06
6809.6,1.728e-11,0.64034,0.71649,0.00015657,0.20322,0.0036492,0.045178,0.013021,1610.4,0.17492,0,1.278e-11,5.7862e-12,0,9.2305,8.6266,0.11776,65.052,36.546,0.82994,4.4101,4.1216,0.056265,0,0.29179,0.091352,37.543,38.613,1.9992e-07,1.0573e-06,4.0292e-07,1.004,1,0.000108,0.0015,0.000108,5e-06
6809.6,1.728e-11,0.66087,0.71648,0.00015636,0.20322,0.0036495,0.045178,0.013021,1610.4,0.17493,0,1.2694e-11,6.2939e-12,0,9.23,8.6262,0.11776,65.052,36.546,0.82994,4.4099,4.1214,0.056262,0,0.29178,0.095079,37.507,38.607,1.9991e-07,1.1004e-06,4.0295e-07,1.004,1,0.000111,0.0015,0.000111,5e-06
6809.7,1.728e-11,0.68225,0.71646,0.00015615,0.20321,0.0036497,0.045178,0.013021,1610.4,0.17496,0,1.2588e-11,6.859e-12,0,9.2295,8.6257,0.11775,65.053,36.546,0.82995,4.4097,4.1212,0.056259,0,0.29176,0.098939,37.472,38.601,1.999e-07,1.1451e-06,4.0298e-07,1.004,1,0.000114,0.0015,0.000114,5e-06
6809.8,1.728e-11,0.70449,0.71645,0.00015595,0.20321,0.0036499,0.045178,0.013021,1610.4,0.17498,0,1.2463e-11,7.4814e-12,0,9.229,8.6252,0.11774,65.053,36.547,0.82996,4.4094,4.121,0.056256,0,0.29174,0.10293,37.436,38.595,1.9989e-07,1.1913e-06,4.0302e-07,1.004,1,0.000117,0.0015,0.000117,5e-06
