"D_X","E850","SI","SLambda_0","Su","U:0","U:1","U:2","XI","XI_VS","XPB","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","sourceXI_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.5e-16,12.109,0.20848,7.8172e-07,2.3177e-22,-6.4758e-11,2.0043e-10,0,4.4891e-10,4.1955e-10,3.8871e-08,4.9593e-10,1.7871e-09,1.6702e-09,2.2801e-11,1,8.0936e-17,5.2445e-10,1,0.000837,0.0015,0.000837,5e-06
2.5e-16,12.118,0.20847,7.8558e-07,2.3449e-22,-6.3118e-11,2.0708e-10,0,4.5032e-10,4.2086e-10,3.9067e-08,4.9842e-10,1.7948e-09,1.6773e-09,2.2898e-11,1,8.128e-17,5.2707e-10,1,0.00084,0.0015,0.00084,5e-06
2.5e-16,12.121,0.20845,7.8927e-07,2.0603e-22,-6.1465e-11,2.1321e-10,0,4.5178e-10,4.2223e-10,3.9253e-08,5.0079e-10,1.8023e-09,1.6844e-09,2.2994e-11,1,8.1623e-17,5.2955e-10,1,0.000843,0.0015,0.000843,5e-06
2.5e-16,12.125,0.20844,7.9295e-07,1.7757e-22,-5.9812e-11,2.1934e-10,0,4.5324e-10,4.2359e-10,3.9439e-08,5.0316e-10,1.8099e-09,1.6915e-09,2.3091e-11,1,8.1966e-17,5.3204e-10,1,0.000846,0.0015,0.000846,5e-06
2.5e-16,12.126,0.20843,7.9655e-07,1.573e-22,-5.8157e-11,2.2522e-10,0,4.5472e-10,4.2497e-10,3.962e-08,5.0547e-10,1.8174e-09,1.6985e-09,2.3187e-11,1,8.2306e-17,5.3446e-10,1,0.000849,0.0015,0.000849,5e-06
2.5e-16,12.125,0.20842,8.0005e-07,1.4524e-22,-5.65e-11,2.3085e-10,0,4.5622e-10,4.2637e-10,3.9795e-08,5.0772e-10,1.8249e-09,1.7055e-09,2.3282e-11,1,8.2645e-17,5.3682e-10,1,0.000852,0.0015,0.000852,5e-06
2.5e-16,12.125,0.2084,8.0355e-07,1.3317e-22,-5.4843e-11,2.3648e-10,0,4.5771e-10,4.2777e-10,3.9971e-08,5.0996e-10,1.8324e-09,1.7125e-09,2.3378e-11,1,8.2984e-17,5.3918e-10,1,0.000855,0.0015,0.000855,5e-06
2.5e-16,12.121,0.20839,8.0689e-07,1.3648e-22,-5.3198e-11,2.4164e-10,0,4.5924e-10,4.292e-10,4.0138e-08,5.1209e-10,1.8397e-09,1.7194e-09,2.3471e-11,1,8.3316e-17,5.4142e-10,1,0.000858,0.0015,0.000858,5e-06
2.5e-16,12.117,0.20838,8.1022e-07,1.398e-22,-5.1553e-11,2.4681e-10,0,4.6077e-10,4.3063e-10,4.0305e-08,5.1422e-10,1.8471e-09,1.7262e-09,2.3565e-11,1,8.3649e-17,5.4366e-10,1,0.000861,0.0015,0.000861,5e-06
2.5e-16,12.112,0.20837,8.1347e-07,1.3278e-22,-4.9922e-11,2.5175e-10,0,4.6232e-10,4.3207e-10,4.0467e-08,5.1629e-10,1.8543e-09,1.733e-09,2.3658e-11,1,8.3978e-17,5.4584e-10,1,0.000864,0.0015,0.000864,5e-06
2.5e-16,12.106,0.20836,8.1663e-07,1.154e-22,-4.8305e-11,2.5648e-10,0,4.6388e-10,4.3353e-10,4.0625e-08,5.183e-10,1.8615e-09,1.7397e-09,2.3749e-11,1,8.4304e-17,5.4797e-10,1,0.000867,0.0015,0.000867,5e-06
2.5e-16,12.099,0.20834,8.1979e-07,9.8033e-23,-4.6687e-11,2.6121e-10,0,4.6543e-10,4.3498e-10,4.0783e-08,5.2031e-10,1.8687e-09,1.7464e-09,2.3841e-11,1,8.4629e-17,5.5009e-10,1,0.00087,0.0015,0.00087,5e-06
2.5e-16,12.092,0.20833,8.2285e-07,8.2479e-23,-4.5103e-11,2.6552e-10,0,4.6702e-10,4.3647e-10,4.0935e-08,5.2225e-10,1.8758e-09,1.7531e-09,2.3932e-11,1,8.495e-17,5.5214e-10,1,0.000873,0.0015,0.000873,5e-06
2.5e-16,12.084,0.20832,8.259e-07,6.6926e-23,-4.352e-11,2.6983e-10,0,4.6862e-10,4.3796e-10,4.1087e-08,5.2419e-10,1.8829e-09,1.7597e-09,2.4022e-11,1,8.5271e-17,5.5419e-10,1,0.000876,0.0015,0.000876,5e-06
2.5e-16,12.076,0.20831,8.2893e-07,6.4914e-23,-4.196e-11,2.7394e-10,0,4.7022e-10,4.3946e-10,4.1237e-08,5.2611e-10,1.8899e-09,1.7663e-09,2.4112e-11,1,8.5591e-17,5.5622e-10,1,0.000879,0.0015,0.000879,5e-06
2.5e-16,12.068,0.2083,8.3192e-07,7.6445e-23,-4.0424e-11,2.7786e-10,0,4.7185e-10,4.4098e-10,4.1386e-08,5.2801e-10,1.897e-09,1.7729e-09,2.4202e-11,1,8.591e-17,5.5823e-10,1,0.000882,0.0015,0.000882,5e-06
2.5e-16,12.06,0.20828,8.3492e-07,8.7975e-23,-3.8888e-11,2.8177e-10,0,4.7348e-10,4.425e-10,4.1535e-08,5.2991e-10,1.904e-09,1.7795e-09,2.4292e-11,1,8.6229e-17,5.6024e-10,1,0.000885,0.0015,0.000885,5e-06
2.5e-16,12.053,0.20827,8.3789e-07,8.5979e-23,-3.7407e-11,2.8532e-10,0,4.7514e-10,4.4406e-10,4.1682e-08,5.3179e-10,1.9111e-09,1.786e-09,2.4381e-11,1,8.6547e-17,5.6223e-10,1,0.000888,0.0015,0.000888,5e-06
2.5e-16,12.045,0.20826,8.4087e-07,8.3984e-23,-3.5926e-11,2.8887e-10,0,4.7681e-10,4.4561e-10,4.183e-08,5.3367e-10,1.9181e-09,1.7926e-09,2.4471e-11,1,8.6866e-17,5.6423e-10,1,0.000891,0.0015,0.000891,5e-06
2.5e-16,12.037,0.20825,8.4384e-07,7.8494e-23,-3.4471e-11,2.9224e-10,0,4.7849e-10,4.4719e-10,4.1977e-08,5.3555e-10,1.9251e-09,1.7992e-09,2.4561e-11,1,8.7185e-17,5.6622e-10,1,0.000894,0.0015,0.000894,5e-06
2.5e-16,12.03,0.20823,8.468e-07,6.9511e-23,-3.3043e-11,2.9545e-10,0,4.8019e-10,4.4877e-10,4.2124e-08,5.3743e-10,1.9322e-09,1.8058e-09,2.4651e-11,1,8.7504e-17,5.682e-10,1,0.000897,0.0015,0.000897,5e-06
2.5e-16,12.023,0.20822,8.4977e-07,6.0528e-23,-3.1616e-11,2.9865e-10,0,4.8189e-10,4.5036e-10,4.2271e-08,5.393e-10,1.9392e-09,1.8124e-09,2.4741e-11,1,8.7823e-17,5.7019e-10,1,0.0009,0.0015,0.0009,5e-06
2.5e-16,12.018,0.20821,8.5275e-07,6.0913e-23,-3.0238e-11,3.0154e-10,0,4.8362e-10,4.5198e-10,4.2419e-08,5.4119e-10,1.9463e-09,1.819e-09,2.4831e-11,1,8.8144e-17,5.7219e-10,1,0.000903,0.0015,0.000903,5e-06
2.5e-16,12.012,0.2082,8.5572e-07,6.1299e-23,-2.8861e-11,3.0442e-10,0,4.8535e-10,4.536e-10,4.2566e-08,5.4307e-10,1.9534e-09,1.8256e-09,2.4921e-11,1,8.8464e-17,5.7418e-10,1,0.000906,0.0015,0.000906,5e-06
2.5e-16,12.007,0.20819,8.5871e-07,6.0347e-23,-2.7513e-11,3.0715e-10,0,4.871e-10,4.5523e-10,4.2714e-08,5.4496e-10,1.9604e-09,1.8322e-09,2.5012e-11,1,8.8785e-17,5.7618e-10,1,0.000909,0.0015,0.000909,5e-06
2.5e-16,12.002,0.20817,8.617e-07,5.8059e-23,-2.6193e-11,3.0973e-10,0,4.8885e-10,4.5687e-10,4.2863e-08,5.4685e-10,1.9675e-09,1.8388e-09,2.5102e-11,1,8.9106e-17,5.7819e-10,1,0.000912,0.0015,0.000912,5e-06
2.5e-16,11.998,0.20816,8.6469e-07,5.5771e-23,-2.4873e-11,3.1231e-10,0,4.9061e-10,4.5852e-10,4.3011e-08,5.4874e-10,1.9746e-09,1.8455e-09,2.5193e-11,1,8.9427e-17,5.8019e-10,1,0.000915,0.0015,0.000915,5e-06
2.5e-16,11.995,0.20815,8.6769e-07,6.7444e-23,-2.3619e-11,3.1461e-10,0,4.9238e-10,4.6017e-10,4.316e-08,5.5064e-10,1.9817e-09,1.8521e-09,2.5283e-11,1,8.9748e-17,5.822e-10,1,0.000918,0.0015,0.000918,5e-06
2.5e-16,11.992,0.20814,8.7069e-07,7.9117e-23,-2.2364e-11,3.169e-10,0,4.9414e-10,4.6182e-10,4.3308e-08,5.5253e-10,1.9888e-09,1.8587e-09,2.5373e-11,1,9.0068e-17,5.8421e-10,1,0.000921,0.0015,0.000921,5e-06
2.5e-16,11.99,0.20813,8.7367e-07,8.6911e-23,-2.1139e-11,3.1906e-10,0,4.959e-10,4.6346e-10,4.3456e-08,5.5442e-10,1.9958e-09,1.8652e-09,2.5463e-11,1,9.0386e-17,5.8621e-10,1,0.000924,0.0015,0.000924,5e-06
2.5e-16,11.988,0.20811,8.7663e-07,9.0826e-23,-1.9942e-11,3.2109e-10,0,4.9765e-10,4.6509e-10,4.3603e-08,5.5629e-10,2.0028e-09,1.8717e-09,2.5552e-11,1,9.0701e-17,5.8819e-10,1,0.000927,0.0015,0.000927,5e-06
2.5e-16,11.986,0.2081,8.7959e-07,9.4742e-23,-1.8746e-11,3.2311e-10,0,4.9939e-10,4.6672e-10,4.375e-08,5.5816e-10,2.0097e-09,1.8782e-09,2.564e-11,1,9.1016e-17,5.9017e-10,1,0.00093,0.0015,0.00093,5e-06
2.5e-16,11.986,0.20809,8.8246e-07,9.2579e-23,-1.7608e-11,3.2488e-10,0,5.0109e-10,4.683e-10,4.3892e-08,5.5998e-10,2.0164e-09,1.8845e-09,2.5726e-11,1,9.1321e-17,5.921e-10,1,0.000933,0.0015,0.000933,5e-06
2.5e-16,11.985,0.20808,8.8533e-07,9.0415e-23,-1.647e-11,3.2665e-10,0,5.0278e-10,4.6989e-10,4.4034e-08,5.618e-10,2.0232e-09,1.8908e-09,2.5812e-11,1,9.1625e-17,5.9402e-10,1,0.000936,0.0015,0.000936,5e-06
2.5e-16,11.985,0.20807,8.8813e-07,8.9816e-23,-1.5365e-11,3.283e-10,0,5.0443e-10,4.7143e-10,4.4173e-08,5.6357e-10,2.0297e-09,1.8969e-09,2.5895e-11,1,9.1921e-17,5.959e-10,1,0.000939,0.0015,0.000939,5e-06
2.5e-16,11.985,0.20805,8.9086e-07,9.0782e-23,-1.4293e-11,3.2983e-10,0,5.0603e-10,4.7293e-10,4.4309e-08,5.653e-10,2.0361e-09,1.9029e-09,2.5976e-11,1,9.2209e-17,5.9773e-10,1,0.000942,0.0015,0.000942,5e-06
2.5e-16,11.985,0.20804,8.9359e-07,9.1747e-23,-1.3222e-11,3.3136e-10,0,5.0764e-10,4.7443e-10,4.4444e-08,5.6703e-10,2.0424e-09,1.9088e-09,2.6058e-11,1,9.2498e-17,5.9956e-10,1,0.000945,0.0015,0.000945,5e-06
2.5e-16,11.985,0.20803,8.9612e-07,8.3253e-23,-1.2209e-11,3.3266e-10,0,5.0913e-10,4.7582e-10,4.457e-08,5.6863e-10,2.0483e-09,1.9143e-09,2.6133e-11,1,9.2764e-17,6.0126e-10,1,0.000948,0.0015,0.000948,5e-06
2.5e-16,11.986,0.20802,8.9866e-07,7.4759e-23,-1.1196e-11,3.3396e-10,0,5.1061e-10,4.7721e-10,4.4696e-08,5.7024e-10,2.0542e-09,1.9198e-09,2.6208e-11,1,9.3031e-17,6.0296e-10,1,0.000951,0.0015,0.000951,5e-06
2.5e-16,11.986,0.208,9.0106e-07,6.6724e-23,-1.0215e-11,3.3516e-10,0,5.1202e-10,4.7853e-10,4.4815e-08,5.7175e-10,2.0598e-09,1.925e-09,2.6279e-11,1,9.3283e-17,6.0457e-10,1,0.000954,0.0015,0.000954,5e-06
2.5e-16,11.986,0.20799,9.0332e-07,5.9148e-23,-9.2659e-12,3.3624e-10,0,5.1335e-10,4.7977e-10,4.4927e-08,5.7319e-10,2.065e-09,1.9299e-09,2.6346e-11,1,9.3521e-17,6.0608e-10,1,0.000957,0.0015,0.000957,5e-06
2.5e-16,11.986,0.20798,9.0558e-07,5.1571e-23,-8.3172e-12,3.3733e-10,0,5.1468e-10,4.8101e-10,4.504e-08,5.7462e-10,2.0703e-09,1.9349e-09,2.6413e-11,1,9.3759e-17,6.076e-10,1,0.00096,0.0015,0.00096,5e-06
2.5e-16,11.986,0.20797,9.0749e-07,5.0018e-23,-7.4336e-12,3.3821e-10,0,5.1581e-10,4.8206e-10,4.5134e-08,5.7583e-10,2.0747e-09,1.939e-09,2.647e-11,1,9.396e-17,6.0888e-10,1,0.000963,0.0015,0.000963,5e-06
2.5e-16,11.986,0.20796,9.0939e-07,4.8465e-23,-6.5501e-12,3.391e-10,0,5.1693e-10,4.8312e-10,4.5229e-08,5.7704e-10,2.0792e-09,1.9432e-09,2.6526e-11,1,9.4161e-17,6.1016e-10,1,0.000966,0.0015,0.000966,5e-06
2.5e-16,11.985,0.20794,9.1109e-07,4.8325e-23,-5.6958e-12,3.3989e-10,0,5.1794e-10,4.8406e-10,4.5313e-08,5.7811e-10,2.0831e-09,1.9469e-09,2.6577e-11,1,9.434e-17,6.113e-10,1,0.000969,0.0015,0.000969,5e-06
2.5e-16,11.984,0.20793,9.1258e-07,4.96e-23,-4.8708e-12,3.4059e-10,0,5.1883e-10,4.8489e-10,4.5387e-08,5.7905e-10,2.0866e-09,1.9501e-09,2.6621e-11,1,9.4497e-17,6.1229e-10,1,0.000972,0.0015,0.000972,5e-06
2.5e-16,11.984,0.20792,9.1406e-07,5.0875e-23,-4.0458e-12,3.4128e-10,0,5.1972e-10,4.8572e-10,4.5461e-08,5.7999e-10,2.0901e-09,1.9534e-09,2.6666e-11,1,9.4655e-17,6.1329e-10,1,0.000975,0.0015,0.000975,5e-06
2.5e-16,11.982,0.20791,9.1509e-07,5.476e-23,-3.2788e-12,3.418e-10,0,5.2036e-10,4.8632e-10,4.5511e-08,5.8064e-10,2.0925e-09,1.9556e-09,2.6697e-11,1,9.4765e-17,6.1397e-10,1,0.000978,0.0015,0.000978,5e-06
2.5e-16,11.98,0.2079,9.1611e-07,5.8646e-23,-2.5116e-12,3.4233e-10,0,5.21e-10,4.8692e-10,4.5562e-08,5.8128e-10,2.095e-09,1.9579e-09,2.6728e-11,1,9.4875e-17,6.1466e-10,1,0.000981,0.0015,0.000981,5e-06
2.5e-16,11.979,0.20788,9.169e-07,6.1095e-23,-1.7724e-12,3.4277e-10,0,5.2152e-10,4.874e-10,4.5601e-08,5.8178e-10,2.0969e-09,1.9597e-09,2.6752e-11,1,9.4962e-17,6.1519e-10,1,0.000984,0.0015,0.000984,5e-06
2.5e-16,11.976,0.20787,9.1747e-07,6.2107e-23,-1.061e-12,3.4313e-10,0,5.2191e-10,4.8777e-10,4.5629e-08,5.8214e-10,2.0983e-09,1.961e-09,2.677e-11,1,9.5026e-17,6.1557e-10,1,0.000987,0.0015,0.000987,5e-06
2.5e-16,11.974,0.20786,9.1804e-07,6.3118e-23,-3.497e-13,3.4349e-10,0,5.2231e-10,4.8814e-10,4.5657e-08,5.8249e-10,2.0997e-09,1.9624e-09,2.6789e-11,1,9.509e-17,6.1594e-10,1,0.00099,0.0015,0.00099,5e-06
2.5e-16,11.972,0.20785,9.1824e-07,5.9607e-23,3.1327e-13,3.437e-10,0,5.2251e-10,4.8833e-10,4.5666e-08,5.8262e-10,2.1003e-09,1.9629e-09,2.6796e-11,1,9.5117e-17,6.1608e-10,1,0.000993,0.0015,0.000993,5e-06
2.5e-16,11.969,0.20784,9.1844e-07,5.6095e-23,9.7625e-13,3.4391e-10,0,5.2271e-10,4.8851e-10,4.5676e-08,5.8274e-10,2.1009e-09,1.9635e-09,2.6804e-11,1,9.5144e-17,6.1621e-10,1,0.000996,0.0015,0.000996,5e-06
2.5e-16,11.967,0.20782,9.1854e-07,5.3451e-23,1.6163e-12,3.4404e-10,0,5.2284e-10,4.8863e-10,4.5681e-08,5.828e-10,2.1013e-09,1.9638e-09,2.6809e-11,1,9.5161e-17,6.1628e-10,1,0.000999,0.0015,0.000999,5e-06
2.5e-16,11.965,0.20781,9.1855e-07,5.1675e-23,2.2335e-12,3.441e-10,0,5.229e-10,4.8869e-10,4.5681e-08,5.828e-10,2.1014e-09,1.9639e-09,2.681e-11,1,9.5166e-17,6.1628e-10,1,0.001002,0.0015,0.001002,5e-06
2.5e-16,11.963,0.2078,9.1855e-07,4.9899e-23,2.8506e-12,3.4417e-10,0,5.2296e-10,4.8875e-10,4.5681e-08,5.828e-10,2.1015e-09,1.964e-09,2.6812e-11,1,9.5171e-17,6.1629e-10,1,0.001005,0.0015,0.001005,5e-06
2.5e-16,11.961,0.20779,9.1844e-07,5.1155e-23,3.4189e-12,3.4408e-10,0,5.2295e-10,4.8874e-10,4.5675e-08,5.8272e-10,2.1014e-09,1.9639e-09,2.6809e-11,1,9.5163e-17,6.1621e-10,1,0.001008,0.0015,0.001008,5e-06
2.5e-16,11.96,0.20778,9.1832e-07,5.2411e-23,3.9871e-12,3.44e-10,0,5.2293e-10,4.8872e-10,4.5669e-08,5.8265e-10,2.1012e-09,1.9637e-09,2.6807e-11,1,9.5155e-17,6.1613e-10,1,0.001011,0.0015,0.001011,5e-06
2.5e-16,11.96,0.20776,9.1809e-07,5.3393e-23,4.5302e-12,3.4384e-10,0,5.2288e-10,4.8867e-10,4.5657e-08,5.825e-10,2.1008e-09,1.9633e-09,2.6802e-11,1,9.5137e-17,6.1597e-10,1,0.001014,0.0015,0.001014,5e-06
2.5e-16,11.96,0.20775,9.1775e-07,5.4099e-23,5.0479e-12,3.4362e-10,0,5.2277e-10,4.8857e-10,4.5639e-08,5.8227e-10,2.1001e-09,1.9627e-09,2.6793e-11,1,9.5107e-17,6.1574e-10,1,0.001017,0.0015,0.001017,5e-06
2.5e-16,11.961,0.20774,9.174e-07,5.4806e-23,5.5657e-12,3.4339e-10,0,5.2267e-10,4.8848e-10,4.5622e-08,5.8205e-10,2.0995e-09,1.9621e-09,2.6785e-11,1,9.5077e-17,6.155e-10,1,0.00102,0.0015,0.00102,5e-06
2.5e-16,11.964,0.20773,9.1687e-07,5.9941e-23,6.0399e-12,3.4303e-10,0,5.2244e-10,4.8826e-10,4.5595e-08,5.8171e-10,2.0983e-09,1.961e-09,2.677e-11,1,9.5024e-17,6.1514e-10,1,0.001023,0.0015,0.001023,5e-06
2.5e-16,11.968,0.20772,9.1633e-07,6.5077e-23,6.514e-12,3.4268e-10,0,5.2221e-10,4.8805e-10,4.5568e-08,5.8137e-10,2.0971e-09,1.9599e-09,2.6755e-11,1,9.4971e-17,6.1478e-10,1,0.001026,0.0015,0.001026,5e-06
2.5e-16,11.973,0.2077,9.1579e-07,6.8216e-23,6.9666e-12,3.4226e-10,0,5.2195e-10,4.878e-10,4.5541e-08,5.8102e-10,2.0959e-09,1.9588e-09,2.6739e-11,1,9.4915e-17,6.1442e-10,1,0.001029,0.0015,0.001029,5e-06
2.5e-16,11.98,0.20769,9.1524e-07,6.9359e-23,7.3975e-12,3.4178e-10,0,5.2166e-10,4.8753e-10,4.5514e-08,5.8067e-10,2.0945e-09,1.9575e-09,2.6723e-11,1,9.4855e-17,6.1405e-10,1,0.001032,0.0015,0.001032,5e-06
2.5e-16,11.988,0.20768,9.1469e-07,7.0502e-23,7.8284e-12,3.4131e-10,0,5.2136e-10,4.8725e-10,4.5486e-08,5.8032e-10,2.0932e-09,1.9563e-09,2.6706e-11,1,9.4795e-17,6.1368e-10,1,0.001035,0.0015,0.001035,5e-06
2.5e-16,12,0.20767,9.1429e-07,6.3561e-23,8.2174e-12,3.4072e-10,0,5.2109e-10,4.87e-10,4.5467e-08,5.8008e-10,2.0921e-09,1.9552e-09,2.6691e-11,1,9.4743e-17,6.1342e-10,1,0.001038,0.0015,0.001038,5e-06
2.5e-16,12.012,0.20766,9.139e-07,5.6621e-23,8.6063e-12,3.4014e-10,0,5.2082e-10,4.8674e-10,4.5449e-08,5.7984e-10,2.091e-09,1.9542e-09,2.6677e-11,1,9.4692e-17,6.1316e-10,1,0.001041,0.0015,0.001041,5e-06
2.5e-16,12.027,0.20764,9.1366e-07,5.1066e-23,8.9782e-12,3.3951e-10,0,5.2057e-10,4.8652e-10,4.5437e-08,5.7969e-10,2.0901e-09,1.9533e-09,2.6665e-11,1,9.4652e-17,6.13e-10,1,0.001044,0.0015,0.001044,5e-06
2.5e-16,12.045,0.20763,9.1357e-07,4.6897e-23,9.3332e-12,3.3882e-10,0,5.2036e-10,4.8632e-10,4.5434e-08,5.7965e-10,2.0894e-09,1.9527e-09,2.6657e-11,1,9.4622e-17,6.1294e-10,1,0.001047,0.0015,0.001047,5e-06
2.5e-16,12.062,0.20762,9.1348e-07,4.2729e-23,9.6882e-12,3.3814e-10,0,5.2014e-10,4.8611e-10,4.543e-08,5.796e-10,2.0888e-09,1.9521e-09,2.6649e-11,1,9.4593e-17,6.1289e-10,1,0.00105,0.0015,0.00105,5e-06
2.5e-16,12.087,0.20761,9.1364e-07,3.7615e-23,1.0013e-11,3.3736e-10,0,5.2001e-10,4.8599e-10,4.5439e-08,5.7972e-10,2.0886e-09,1.952e-09,2.6647e-11,1,9.4587e-17,6.13e-10,1,0.001053,0.0015,0.001053,5e-06
2.5e-16,12.111,0.2076,9.138e-07,3.2502e-23,1.0338e-11,3.3658e-10,0,5.1987e-10,4.8586e-10,4.5448e-08,5.7984e-10,2.0885e-09,1.9519e-09,2.6645e-11,1,9.458e-17,6.1311e-10,1,0.001056,0.0015,0.001056,5e-06
2.5e-16,12.138,0.20758,9.141e-07,3.0057e-23,1.0646e-11,3.3576e-10,0,5.1978e-10,4.8577e-10,4.5465e-08,5.8005e-10,2.0886e-09,1.9519e-09,2.6646e-11,1,9.4584e-17,6.1332e-10,1,0.001059,0.0015,0.001059,5e-06
2.5e-16,12.169,0.20757,9.1454e-07,3.0281e-23,1.0938e-11,3.3489e-10,0,5.1973e-10,4.8573e-10,4.5489e-08,5.8035e-10,2.0889e-09,1.9522e-09,2.665e-11,1,9.4597e-17,6.1363e-10,1,0.001062,0.0015,0.001062,5e-06
2.5e-16,12.2,0.20756,9.1498e-07,3.0505e-23,1.1229e-11,3.3403e-10,0,5.1968e-10,4.8568e-10,4.5512e-08,5.8065e-10,2.0891e-09,1.9525e-09,2.6654e-11,1,9.461e-17,6.1394e-10,1,0.001065,0.0015,0.001065,5e-06
2.5e-16,12.238,0.20755,9.1585e-07,3.0656e-23,1.1493e-11,3.3307e-10,0,5.1971e-10,4.8571e-10,4.5558e-08,5.8124e-10,2.09e-09,1.9533e-09,2.6664e-11,1,9.4648e-17,6.1453e-10,1,0.001068,0.0015,0.001068,5e-06
2.5e-16,12.275,0.20754,9.1672e-07,3.0807e-23,1.1757e-11,3.3212e-10,0,5.1974e-10,4.8574e-10,4.5604e-08,5.8182e-10,2.0908e-09,1.954e-09,2.6675e-11,1,9.4686e-17,6.1513e-10,1,0.001071,0.0015,0.001071,5e-06
2.5e-16,12.316,0.20752,9.1785e-07,3.2298e-23,1.2006e-11,3.3113e-10,0,5.1981e-10,4.8581e-10,4.5663e-08,5.8258e-10,2.0921e-09,1.9553e-09,2.6692e-11,1,9.4746e-17,6.159e-10,1,0.001074,0.0015,0.001074,5e-06
2.5e-16,12.359,0.20751,9.1925e-07,3.513e-23,1.2241e-11,3.3011e-10,0,5.1993e-10,4.8592e-10,4.5736e-08,5.8351e-10,2.0939e-09,1.9569e-09,2.6714e-11,1,9.4826e-17,6.1686e-10,1,0.001077,0.0015,0.001077,5e-06
2.5e-16,12.403,0.2075,9.2064e-07,3.7961e-23,1.2476e-11,3.2908e-10,0,5.2005e-10,4.8603e-10,4.5809e-08,5.8444e-10,2.0957e-09,1.9586e-09,2.6737e-11,1,9.4906e-17,6.1781e-10,1,0.00108,0.0015,0.00108,5e-06
2.5e-16,12.452,0.20749,9.226e-07,3.8418e-23,1.2686e-11,3.2799e-10,0,5.2032e-10,4.8628e-10,4.591e-08,5.8573e-10,2.0986e-09,1.9613e-09,2.6774e-11,1,9.5038e-17,6.1914e-10,1,0.001083,0.0015,0.001083,5e-06
2.5e-16,12.5,0.20748,9.2456e-07,3.8875e-23,1.2896e-11,3.2689e-10,0,5.206e-10,4.8654e-10,4.6012e-08,5.8703e-10,2.1015e-09,1.964e-09,2.6811e-11,1,9.5169e-17,6.2048e-10,1,0.001086,0.0015,0.001086,5e-06
2.5e-16,12.551,0.20746,9.2683e-07,3.6239e-23,1.3092e-11,3.2577e-10,0,5.2098e-10,4.869e-10,4.6129e-08,5.8852e-10,2.105e-09,1.9673e-09,2.6856e-11,1,9.5327e-17,6.2202e-10,1,0.001089,0.0015,0.001089,5e-06
2.5e-16,12.603,0.20745,9.294e-07,3.0511e-23,1.3275e-11,3.2462e-10,0,5.2147e-10,4.8735e-10,4.6262e-08,5.9021e-10,2.109e-09,1.9711e-09,2.6908e-11,1,9.5512e-17,6.2377e-10,1,0.001092,0.0015,0.001092,5e-06
2.5e-16,12.656,0.20744,9.3197e-07,2.4783e-23,1.3459e-11,3.2347e-10,0,5.2196e-10,4.8781e-10,4.6394e-08,5.919e-10,2.1131e-09,1.9749e-09,2.6959e-11,1,9.5696e-17,6.2552e-10,1,0.001095,0.0015,0.001095,5e-06
2.5e-16,12.711,0.20743,9.3522e-07,2.5053e-23,1.3624e-11,3.2225e-10,0,5.2268e-10,4.8849e-10,4.6561e-08,5.9403e-10,2.1185e-09,1.9799e-09,2.7029e-11,1,9.5941e-17,6.2772e-10,1,0.001098,0.0015,0.001098,5e-06
2.5e-16,12.765,0.20742,9.3846e-07,2.5323e-23,1.3789e-11,3.2104e-10,0,5.2341e-10,4.8917e-10,4.6727e-08,5.9615e-10,2.1239e-09,1.985e-09,2.7098e-11,1,9.6187e-17,6.2993e-10,1,0.001101,0.0015,0.001101,5e-06
2.5e-16,12.82,0.2074,9.4207e-07,2.9361e-23,1.3941e-11,3.198e-10,0,5.2428e-10,4.8998e-10,4.6912e-08,5.9851e-10,2.1301e-09,1.9908e-09,2.7176e-11,1,9.6466e-17,6.3237e-10,1,0.001104,0.0015,0.001104,5e-06
2.5e-16,12.875,0.20739,9.4604e-07,3.7167e-23,1.4079e-11,3.1853e-10,0,5.2529e-10,4.9092e-10,4.7115e-08,6.011e-10,2.1371e-09,1.9973e-09,2.7265e-11,1,9.6781e-17,6.3507e-10,1,0.001107,0.0015,0.001107,5e-06
2.5e-16,12.93,0.20738,9.5001e-07,4.4972e-23,1.4217e-11,3.1727e-10,0,5.2629e-10,4.9186e-10,4.7319e-08,6.037e-10,2.144e-09,2.0037e-09,2.7353e-11,1,9.7095e-17,6.3777e-10,1,0.00111,0.0015,0.00111,5e-06
2.5e-16,12.983,0.20737,9.5478e-07,4.6584e-23,1.4358e-11,3.1593e-10,0,5.2764e-10,4.9312e-10,4.7561e-08,6.068e-10,2.1527e-09,2.0118e-09,2.7464e-11,1,9.7487e-17,6.4099e-10,1,0.001113,0.0015,0.001113,5e-06
2.5e-16,13.036,0.20736,9.5954e-07,4.8196e-23,1.4499e-11,3.146e-10,0,5.2898e-10,4.9438e-10,4.7804e-08,6.0989e-10,2.1613e-09,2.0199e-09,2.7574e-11,1,9.7879e-17,6.4422e-10,1,0.001116,0.0015,0.001116,5e-06
2.5e-16,13.088,0.20734,9.6471e-07,4.7274e-23,1.461e-11,3.1327e-10,0,5.3052e-10,4.9582e-10,4.8068e-08,6.1325e-10,2.1709e-09,2.0289e-09,2.7696e-11,1,9.8313e-17,6.4772e-10,1,0.001119,0.0015,0.001119,5e-06
