"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7088.9,1.6e-10,30,0.33966,0,0.22305,0.014468,0.029668,0.005998,1590.2,0.071222,0,4.2877e-13,1.5285e-15,0,5.9218,5.5344,0.075551,67.72,38.045,0.86398,5.4525,5.0958,0.069563,0,0.22067,18.828,18.828,2.4719e-07,1.4627,1.693e-05,3.2921e-07,1.0091,1,0,0.0015,0,5e-06
7088.9,1.6e-10,27.871,0.3397,0,0.22304,0.014468,0.029669,0.0059985,1590.2,0.071228,0,6.4188e-13,6.1366e-15,0,5.9218,5.5344,0.075551,67.72,38.045,0.86398,5.4525,5.0958,0.069563,0,0.22067,18.799,18.828,2.4719e-07,1.434,1.6597e-05,3.2921e-07,1.0091,1,3e-06,0.0015,3e-06,5e-06
7088.9,1.6e-10,25.742,0.33974,0,0.22304,0.014467,0.02967,0.005999,1590.2,0.071233,0,8.5499e-13,1.0745e-14,0,5.9218,5.5344,0.075551,67.72,38.045,0.86398,5.4525,5.0958,0.069563,0,0.22067,18.769,18.828,2.4719e-07,1.4053,1.6265e-05,3.2921e-07,1.0091,1,6e-06,0.0015,6e-06,5e-06
7088.9,1.6e-10,23.925,0.33981,0,0.22304,0.014466,0.029672,0.006,1590.2,0.071243,0,1.1656e-12,2.1844e-14,0,5.9218,5.5344,0.075551,67.72,38.045,0.86398,5.4525,5.0958,0.069563,0,0.22067,18.739,18.829,2.4719e-07,1.3782,1.5952e-05,3.292e-07,1.0091,1,9e-06,0.0015,9e-06,5e-06
7088.8,1.6e-10,22.421,0.33993,0,0.22304,0.014465,0.029675,0.0060015,1590.2,0.071258,0,1.5739e-12,3.9434e-14,0,5.9218,5.5344,0.075551,67.719,38.045,0.86397,5.4525,5.0958,0.069563,0,0.22067,18.71,18.829,2.4719e-07,1.3528,1.5657e-05,3.292e-07,1.0091,1,1.2e-05,0.0015,1.2e-05,5e-06
7088.8,1.6e-10,20.916,0.34005,0,0.22304,0.014463,0.029677,0.006003,1590.2,0.071273,0,1.9821e-12,5.7024e-14,0,5.9218,5.5344,0.075551,67.719,38.044,0.86397,5.4525,5.0958,0.069563,0,0.22066,18.681,18.829,2.4719e-07,1.3273,1.5362e-05,3.292e-07,1.0091,1,1.5e-05,0.0015,1.5e-05,5e-06
7088.8,1.6e-10,19.792,0.34023,0,0.22304,0.01446,0.029681,0.0060054,1590.2,0.071299,0,2.3287e-12,8.8434e-14,0,5.9218,5.5344,0.075551,67.719,38.044,0.86396,5.4525,5.0958,0.069563,0,0.22066,18.651,18.83,2.4719e-07,1.3035,1.5087e-05,3.2919e-07,1.0091,1,1.8e-05,0.0015,1.8e-05,5e-06
7088.7,1.6e-10,18.668,0.34042,0,0.22304,0.014457,0.029686,0.0060079,1590.2,0.071324,0,2.6752e-12,1.1984e-13,0,5.9218,5.5344,0.075551,67.718,38.044,0.86396,5.4524,5.0957,0.069563,0,0.22066,18.622,18.83,2.4719e-07,1.2798,1.4812e-05,3.2919e-07,1.0091,1,2.1e-05,0.0015,2.1e-05,5e-06
7088.7,1.6e-10,17.655,0.34065,0,0.22303,0.014454,0.029691,0.0060108,1590.2,0.071353,0,2.9845e-12,1.5943e-13,0,5.9218,5.5344,0.075551,67.718,38.044,0.86395,5.4524,5.0957,0.069563,0,0.22066,18.593,18.83,2.4719e-07,1.2564,1.4542e-05,3.2918e-07,1.0091,1,2.4e-05,0.0015,2.4e-05,5e-06
7088.6,1.6e-10,16.754,0.34091,0,0.22303,0.01445,0.029697,0.0060141,1590.2,0.071388,0,3.2564e-12,2.0719e-13,0,5.9218,5.5344,0.075551,67.717,38.043,0.86394,5.4524,5.0957,0.069563,0,0.22066,18.563,18.831,2.4719e-07,1.2334,1.4276e-05,3.2918e-07,1.0091,1,2.7e-05,0.0015,2.7e-05,5e-06
7088.6,1.6e-10,15.853,0.34116,0,0.22303,0.014447,0.029703,0.0060175,1590.2,0.071422,0,3.5283e-12,2.5496e-13,0,5.9217,5.5343,0.07555,67.717,38.043,0.86394,5.4524,5.0957,0.069563,0,0.22066,18.534,18.831,2.4719e-07,1.2104,1.4009e-05,3.2917e-07,1.0091,1,3e-05,0.0015,3e-05,5e-06
7088.5,1.6e-10,15.101,0.34149,0,0.22302,0.014442,0.02971,0.0060217,1590.1,0.071466,0,3.7522e-12,3.1758e-13,0,5.9217,5.5343,0.07555,67.716,38.043,0.86393,5.4524,5.0957,0.069563,0,0.22066,18.505,18.832,2.4719e-07,1.1877,1.3747e-05,3.2916e-07,1.009,1,3.3e-05,0.0015,3.3e-05,5e-06
7088.4,1.6e-10,14.349,0.34182,0,0.22302,0.014437,0.029717,0.0060259,1590.1,0.071509,0,3.9762e-12,3.8021e-13,0,5.9217,5.5343,0.07555,67.715,38.042,0.86392,5.4524,5.0957,0.069562,0,0.22066,18.475,18.832,2.4718e-07,1.165,1.3484e-05,3.2915e-07,1.009,1,3.6e-05,0.0015,3.6e-05,5e-06
7088.3,1.6e-10,13.653,0.34217,0,0.22301,0.014432,0.029726,0.0060305,1590.1,0.071557,0,4.1914e-12,4.5102e-13,0,5.9217,5.5343,0.07555,67.714,38.042,0.86391,5.4524,5.0957,0.069562,0,0.22066,18.446,18.833,2.4718e-07,1.1425,1.3223e-05,3.2914e-07,1.009,1,3.9e-05,0.0015,3.9e-05,5e-06
7088.2,1.6e-10,13.014,0.34256,0,0.22301,0.014426,0.029734,0.0060355,1590.1,0.07161,0,4.3978e-12,5.3001e-13,0,5.9217,5.5343,0.07555,67.713,38.041,0.8639,5.4524,5.0957,0.069562,0,0.22066,18.417,18.833,2.4718e-07,1.12,1.2963e-05,3.2913e-07,1.009,1,4.2e-05,0.0015,4.2e-05,5e-06
7088.1,1.6e-10,12.374,0.34295,0,0.223,0.01442,0.029743,0.0060406,1590.1,0.071662,0,4.6042e-12,6.09e-13,0,5.9217,5.5343,0.07555,67.713,38.041,0.86389,5.4524,5.0957,0.069562,0,0.22066,18.388,18.834,2.4718e-07,1.0975,1.2703e-05,3.2912e-07,1.009,1,4.5e-05,0.0015,4.5e-05,5e-06
