"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6566.2,1.6e-10,30,0.086104,0.0014964,0.29594,0.017101,0.030585,0.0052423,1678.8,0.0014983,0,4.1785e-13,6.4005e-16,0,10.386,9.7068,0.13251,62.727,35.24,0.80028,6.8902,6.4394,0.087906,0,0.35293,18.932,18.932,3.1241e-07,1.116,1.2917e-05,1.1238e-07,1.0207,1,0,0.0015,0,5e-06
6566.2,1.6e-10,27.948,0.086141,0.0014964,0.29594,0.0171,0.030585,0.0052427,1678.8,0.0014993,0,5.4329e-13,3.0077e-15,0,10.386,9.7068,0.13251,62.727,35.24,0.80028,6.8902,6.4394,0.087906,0,0.35293,18.902,18.932,3.1241e-07,1.0949,1.2672e-05,1.1238e-07,1.0207,1,3e-06,0.0015,3e-06,5e-06
6566.2,1.6e-10,25.897,0.086178,0.0014964,0.29594,0.0171,0.030586,0.0052431,1678.8,0.0015004,0,6.6872e-13,5.3753e-15,0,10.386,9.7068,0.13251,62.727,35.24,0.80027,6.8902,6.4394,0.087906,0,0.35293,18.873,18.932,3.1241e-07,1.0737,1.2427e-05,1.1238e-07,1.0207,1,6e-06,0.0015,6e-06,5e-06
6566.2,1.6e-10,24.14,0.086251,0.0014965,0.29594,0.017098,0.030588,0.0052439,1678.8,0.0015025,0,8.4471e-13,1.0057e-14,0,10.386,9.7068,0.13251,62.726,35.24,0.80027,6.8902,6.4394,0.087906,0,0.35293,18.843,18.932,3.1241e-07,1.0538,1.2197e-05,1.1238e-07,1.0207,1,9e-06,0.0015,9e-06,5e-06
6566.2,1.6e-10,22.679,0.086361,0.0014965,0.29594,0.017096,0.03059,0.0052451,1678.8,0.0015056,0,1.0713e-12,1.7054e-14,0,10.386,9.7068,0.13251,62.726,35.24,0.80027,6.8902,6.4394,0.087906,0,0.35293,18.813,18.932,3.1241e-07,1.0352,1.1982e-05,1.1237e-07,1.0207,1,1.2e-05,0.0015,1.2e-05,5e-06
6566.1,1.6e-10,21.218,0.08647,0.0014965,0.29594,0.017094,0.030592,0.0052463,1678.8,0.0015088,0,1.2978e-12,2.405e-14,0,10.386,9.7068,0.13251,62.726,35.239,0.80027,6.8902,6.4394,0.087906,0,0.35293,18.784,18.932,3.1241e-07,1.0166,1.1767e-05,1.1237e-07,1.0207,1,1.5e-05,0.0015,1.5e-05,5e-06
6566.1,1.6e-10,20.12,0.086649,0.0014966,0.29594,0.017091,0.030595,0.0052483,1678.8,0.0015141,0,1.4877e-12,3.6002e-14,0,10.386,9.7068,0.13251,62.726,35.239,0.80026,6.8902,6.4394,0.087906,0,0.35292,18.754,18.932,3.1241e-07,0.99949,1.1568e-05,1.1237e-07,1.0207,1,1.8e-05,0.0015,1.8e-05,5e-06
6566.1,1.6e-10,19.022,0.086828,0.0014967,0.29593,0.017087,0.030598,0.0052502,1678.8,0.0015193,0,1.6777e-12,4.7954e-14,0,10.386,9.7068,0.13251,62.725,35.239,0.80026,6.8902,6.4394,0.087906,0,0.35292,18.724,18.932,3.1241e-07,0.98233,1.137e-05,1.1236e-07,1.0207,1,2.1e-05,0.0015,2.1e-05,5e-06
6566,1.6e-10,18.031,0.08704,0.0014968,0.29593,0.017083,0.030602,0.0052526,1678.7,0.0015256,0,1.8571e-12,6.2298e-14,0,10.386,9.7068,0.13251,62.725,35.239,0.80025,6.8902,6.4394,0.087906,0,0.35292,18.695,18.933,3.1241e-07,0.96552,1.1175e-05,1.1236e-07,1.0207,1,2.4e-05,0.0015,2.4e-05,5e-06
6566,1.6e-10,17.146,0.087285,0.0014969,0.29593,0.017078,0.030607,0.0052553,1678.7,0.0015329,0,2.0262e-12,7.9034e-14,0,10.386,9.7068,0.13251,62.724,35.238,0.80025,6.8902,6.4394,0.087906,0,0.35292,18.665,18.933,3.1241e-07,0.94905,1.0984e-05,1.1235e-07,1.0207,1,2.7e-05,0.0015,2.7e-05,5e-06
6565.9,1.6e-10,16.262,0.087531,0.001497,0.29592,0.017073,0.030612,0.0052579,1678.7,0.0015402,0,2.1952e-12,9.577e-14,0,10.386,9.7068,0.13251,62.724,35.238,0.80024,6.8902,6.4394,0.087906,0,0.35292,18.636,18.933,3.1241e-07,0.93258,1.0794e-05,1.1234e-07,1.0207,1,3e-05,0.0015,3e-05,5e-06
6565.9,1.6e-10,15.52,0.08784,0.0014971,0.29592,0.017067,0.030618,0.0052613,1678.7,0.0015496,0,2.3509e-12,1.1741e-13,0,10.386,9.7068,0.13251,62.723,35.238,0.80023,6.8902,6.4394,0.087906,0,0.35292,18.606,18.933,3.1241e-07,0.91643,1.0607e-05,1.1234e-07,1.0206,1,3.3e-05,0.0015,3.3e-05,5e-06
6565.8,1.6e-10,14.779,0.088149,0.0014973,0.29591,0.017061,0.030623,0.0052647,1678.7,0.001559,0,2.5066e-12,1.3905e-13,0,10.386,9.7068,0.13251,62.723,35.238,0.80023,6.8902,6.4394,0.087906,0,0.35292,18.576,18.933,3.1241e-07,0.90028,1.042e-05,1.1233e-07,1.0206,1,3.6e-05,0.0015,3.6e-05,5e-06
6565.7,1.6e-10,14.091,0.088488,0.0014974,0.29591,0.017055,0.03063,0.0052684,1678.7,0.0015694,0,2.6567e-12,1.6306e-13,0,10.386,9.7067,0.13251,62.722,35.237,0.80022,6.8902,6.4394,0.087906,0,0.35292,18.547,18.933,3.1241e-07,0.88424,1.0234e-05,1.1232e-07,1.0206,1,3.9e-05,0.0015,3.9e-05,5e-06
6565.7,1.6e-10,13.457,0.088858,0.0014976,0.2959,0.017047,0.030637,0.0052725,1678.7,0.0015809,0,2.8013e-12,1.8943e-13,0,10.386,9.7067,0.13251,62.721,35.237,0.80021,6.8902,6.4394,0.087906,0,0.35292,18.517,18.933,3.1241e-07,0.86829,1.005e-05,1.1231e-07,1.0206,1,4.2e-05,0.0015,4.2e-05,5e-06
6565.6,1.6e-10,12.823,0.089228,0.0014977,0.29589,0.01704,0.030644,0.0052766,1678.7,0.0015923,0,2.9458e-12,2.158e-13,0,10.386,9.7067,0.13251,62.721,35.236,0.8002,6.8902,6.4394,0.087905,0,0.35292,18.488,18.934,3.1241e-07,0.85234,9.865e-06,1.123e-07,1.0206,1,4.5e-05,0.0015,4.5e-05,5e-06
6565.5,1.6e-10,12.275,0.089657,0.0014979,0.29589,0.017032,0.030652,0.0052813,1678.6,0.0016058,0,3.0801e-12,2.4706e-13,0,10.386,9.7067,0.13251,62.72,35.236,0.80019,6.8901,6.4394,0.087905,0,0.35292,18.458,18.934,3.1241e-07,0.83657,9.6826e-06,1.1229e-07,1.0206,1,4.8e-05,0.0015,4.8e-05,5e-06
