"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6455.1,1.6e-10,30,0.069218,0.0010135,0.30929,0.016715,0.031337,0.0054925,1693.9,0.00053724,0,2.3731e-13,1.1029e-15,0,11.494,10.742,0.14664,61.665,34.644,0.78673,6.9162,6.4637,0.088237,0,0.38152,20.308,20.308,3.1359e-07,1.0409,1.2047e-05,9.5538e-08,1.0216,1,0,0.0015,0,5e-06
6455.1,1.6e-10,27.966,0.069254,0.0010136,0.30929,0.016714,0.031338,0.0054929,1693.9,0.00053773,0,3.4356e-13,3.7874e-15,0,11.494,10.742,0.14664,61.665,34.643,0.78673,6.9161,6.4637,0.088237,0,0.38152,20.279,20.309,3.1359e-07,1.0212,1.1819e-05,9.5537e-08,1.0216,1,3e-06,0.0015,3e-06,5e-06
6455.1,1.6e-10,25.931,0.069289,0.0010136,0.30929,0.016713,0.031339,0.0054933,1693.9,0.00053821,0,4.498e-13,6.4719e-15,0,11.494,10.742,0.14664,61.665,34.643,0.78673,6.9161,6.4637,0.088237,0,0.38152,20.249,20.309,3.1359e-07,1.0014,1.1591e-05,9.5536e-08,1.0216,1,6e-06,0.0015,6e-06,5e-06
6455.1,1.6e-10,24.188,0.069359,0.0010136,0.30929,0.016712,0.03134,0.005494,1693.9,0.00053919,0,6.0961e-13,1.185e-14,0,11.494,10.742,0.14664,61.665,34.643,0.78673,6.9161,6.4637,0.088237,0,0.38152,20.22,20.309,3.1359e-07,0.98293,1.1377e-05,9.5535e-08,1.0216,1,9e-06,0.0015,9e-06,5e-06
6455.1,1.6e-10,22.737,0.069463,0.0010137,0.30928,0.01671,0.031342,0.0054951,1693.9,0.00054064,0,8.23e-13,1.9921e-14,0,11.494,10.742,0.14664,61.665,34.643,0.78673,6.9161,6.4637,0.088237,0,0.38152,20.19,20.309,3.1359e-07,0.96569,1.1177e-05,9.5532e-08,1.0216,1,1.2e-05,0.0015,1.2e-05,5e-06
6455,1.6e-10,21.286,0.069567,0.0010137,0.30928,0.016708,0.031344,0.0054962,1693.9,0.0005421,0,1.0364e-12,2.7993e-14,0,11.494,10.742,0.14664,61.665,34.643,0.78673,6.9161,6.4637,0.088237,0,0.38152,20.16,20.309,3.1359e-07,0.94845,1.0977e-05,9.5529e-08,1.0216,1,1.5e-05,0.0015,1.5e-05,5e-06
6455,1.6e-10,20.194,0.069738,0.0010138,0.30928,0.016705,0.031347,0.0054981,1693.9,0.00054454,0,1.2454e-12,4.1036e-14,0,11.494,10.742,0.14664,61.664,34.643,0.78672,6.9161,6.4637,0.088237,0,0.38152,20.131,20.309,3.1359e-07,0.93261,1.0794e-05,9.5525e-08,1.0216,1,1.8e-05,0.0015,1.8e-05,5e-06
6455,1.6e-10,19.102,0.069908,0.0010139,0.30928,0.016701,0.03135,0.0054999,1693.9,0.00054697,0,1.4543e-12,5.408e-14,0,11.494,10.742,0.14664,61.664,34.643,0.78672,6.9161,6.4637,0.088237,0,0.38152,20.101,20.309,3.1359e-07,0.91677,1.0611e-05,9.5521e-08,1.0216,1,2.1e-05,0.0015,2.1e-05,5e-06
6454.9,1.6e-10,18.116,0.070111,0.001014,0.30927,0.016697,0.031354,0.005502,1693.9,0.00054989,0,1.6587e-12,6.9513e-14,0,11.494,10.742,0.14664,61.664,34.643,0.78671,6.9161,6.4637,0.088237,0,0.38152,20.072,20.309,3.1359e-07,0.90129,1.0432e-05,9.5516e-08,1.0216,1,2.4e-05,0.0015,2.4e-05,5e-06
6454.9,1.6e-10,17.235,0.070344,0.0010142,0.30927,0.016693,0.031358,0.0055045,1693.9,0.0005533,0,1.8584e-12,8.7336e-14,0,11.494,10.742,0.14664,61.663,34.642,0.78671,6.9161,6.4637,0.088237,0,0.38152,20.042,20.31,3.1359e-07,0.88615,1.0256e-05,9.551e-08,1.0216,1,2.7e-05,0.0015,2.7e-05,5e-06
6454.8,1.6e-10,16.355,0.070578,0.0010143,0.30927,0.016688,0.031363,0.005507,1693.9,0.00055671,0,2.0581e-12,1.0516e-13,0,11.494,10.742,0.14664,61.663,34.642,0.7867,6.9161,6.4637,0.088237,0,0.38152,20.013,20.31,3.1359e-07,0.87102,1.0081e-05,9.5504e-08,1.0216,1,3e-05,0.0015,3e-05,5e-06
6454.8,1.6e-10,15.616,0.070873,0.0010145,0.30926,0.016682,0.031368,0.0055102,1693.9,0.00056111,0,2.2477e-12,1.2739e-13,0,11.494,10.742,0.14664,61.662,34.642,0.78669,6.9161,6.4637,0.088237,0,0.38152,19.983,20.31,3.1359e-07,0.85622,9.9099e-06,9.5496e-08,1.0216,1,3.3e-05,0.0015,3.3e-05,5e-06
6454.7,1.6e-10,14.877,0.071168,0.0010146,0.30926,0.016676,0.031374,0.0055133,1693.8,0.00056551,0,2.4374e-12,1.4962e-13,0,11.494,10.742,0.14664,61.662,34.641,0.78669,6.9161,6.4637,0.088237,0,0.38152,19.953,20.31,3.1359e-07,0.84142,9.7386e-06,9.5489e-08,1.0216,1,3.6e-05,0.0015,3.6e-05,5e-06
6454.7,1.6e-10,14.191,0.071492,0.0010148,0.30925,0.01667,0.03138,0.0055168,1693.8,0.00057041,0,2.622e-12,1.7407e-13,0,11.494,10.742,0.14664,61.661,34.641,0.78668,6.9161,6.4637,0.088237,0,0.38152,19.924,20.31,3.1359e-07,0.82673,9.5686e-06,9.5481e-08,1.0216,1,3.9e-05,0.0015,3.9e-05,5e-06
