"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7119,1.6e-10,30,0.37899,0,0.21549,0.01378,0.029806,0.0062402,1583.8,0.087493,0,-1.0634e-12,2.9402e-15,0,6.1498,5.7475,0.07846,68.008,38.207,0.86765,4.8426,4.5258,0.061783,0,0.2187,20.165,20.165,2.195e-07,1.4681,1.6991e-05,3.9692e-07,1.0079,1,0,0.0015,0,5e-06
7119,1.6e-10,27.867,0.37903,0,0.21549,0.01378,0.029807,0.0062407,1583.8,0.087498,0,-1.414e-12,1.5006e-14,0,6.1498,5.7475,0.07846,68.008,38.207,0.86765,4.8426,4.5258,0.061783,0,0.2187,20.135,20.165,2.195e-07,1.4392,1.6657e-05,3.9692e-07,1.0079,1,3e-06,0.0015,3e-06,5e-06
7119,1.6e-10,25.734,0.37907,0,0.21549,0.013779,0.029807,0.0062412,1583.8,0.087504,0,-1.7645e-12,2.7071e-14,0,6.1498,5.7475,0.07846,68.008,38.206,0.86765,4.8426,4.5258,0.061783,0,0.2187,20.106,20.165,2.195e-07,1.4103,1.6323e-05,3.9692e-07,1.0079,1,6e-06,0.0015,6e-06,5e-06
7119,1.6e-10,23.914,0.37914,0,0.21548,0.013778,0.029809,0.0062422,1583.8,0.087515,0,-2.2469e-12,5.1478e-14,0,6.1498,5.7475,0.07846,68.007,38.206,0.86765,4.8426,4.5258,0.061783,0,0.2187,20.077,20.166,2.195e-07,1.383,1.6007e-05,3.9691e-07,1.0079,1,9e-06,0.0015,9e-06,5e-06
7119,1.6e-10,22.407,0.37926,0,0.21548,0.013777,0.029812,0.0062437,1583.8,0.087531,0,-2.8612e-12,8.8225e-14,0,6.1498,5.7475,0.07846,68.007,38.206,0.86764,4.8426,4.5258,0.061783,0,0.2187,20.047,20.166,2.195e-07,1.3574,1.5711e-05,3.9691e-07,1.0079,1,1.2e-05,0.0015,1.2e-05,5e-06
7118.9,1.6e-10,20.9,0.37937,0,0.21548,0.013775,0.029815,0.0062452,1583.8,0.087547,0,-3.4754e-12,1.2497e-13,0,6.1498,5.7475,0.07846,68.007,38.206,0.86764,4.8426,4.5258,0.061782,0,0.2187,20.018,20.167,2.195e-07,1.3318,1.5414e-05,3.9691e-07,1.0079,1,1.5e-05,0.0015,1.5e-05,5e-06
7118.9,1.6e-10,19.774,0.37956,0,0.21548,0.013772,0.029819,0.0062477,1583.8,0.087574,0,-3.9322e-12,1.8221e-13,0,6.1498,5.7475,0.07846,68.006,38.206,0.86764,4.8426,4.5258,0.061782,0,0.2187,19.989,20.167,2.195e-07,1.3079,1.5138e-05,3.969e-07,1.0079,1,1.8e-05,0.0015,1.8e-05,5e-06
7118.9,1.6e-10,18.649,0.37975,0,0.21548,0.01377,0.029823,0.0062501,1583.8,0.087601,0,-4.389e-12,2.3945e-13,0,6.1498,5.7475,0.07846,68.006,38.206,0.86763,4.8426,4.5258,0.061782,0,0.2187,19.96,20.168,2.195e-07,1.284,1.4861e-05,3.969e-07,1.0079,1,2.1e-05,0.0015,2.1e-05,5e-06
7118.8,1.6e-10,17.635,0.37997,0,0.21548,0.013766,0.029828,0.006253,1583.8,0.087633,0,-4.7828e-12,3.0546e-13,0,6.1498,5.7475,0.07846,68.006,38.205,0.86762,4.8426,4.5258,0.061782,0,0.2187,19.931,20.168,2.1949e-07,1.2604,1.4588e-05,3.9689e-07,1.0079,1,2.4e-05,0.0015,2.4e-05,5e-06
7118.7,1.6e-10,16.733,0.38023,0,0.21547,0.013763,0.029834,0.0062564,1583.8,0.08767,0,-5.1138e-12,3.8025e-13,0,6.1498,5.7475,0.07846,68.005,38.205,0.86762,4.8426,4.5258,0.061782,0,0.2187,19.901,20.169,2.1949e-07,1.2373,1.432e-05,3.9689e-07,1.0079,1,2.7e-05,0.0015,2.7e-05,5e-06
7118.7,1.6e-10,15.831,0.38049,0,0.21547,0.013759,0.02984,0.0062598,1583.8,0.087706,0,-5.4448e-12,4.5504e-13,0,6.1498,5.7474,0.07846,68.004,38.205,0.86761,4.8426,4.5258,0.061782,0,0.2187,19.872,20.169,2.1949e-07,1.2141,1.4052e-05,3.9688e-07,1.0078,1,3e-05,0.0015,3e-05,5e-06
7118.6,1.6e-10,15.078,0.38081,0,0.21547,0.013754,0.029848,0.006264,1583.8,0.087753,0,-5.6878e-12,5.4123e-13,0,6.1498,5.7474,0.078459,68.004,38.204,0.8676,4.8425,4.5257,0.061782,0,0.2187,19.843,20.17,2.1949e-07,1.1913,1.3788e-05,3.9687e-07,1.0078,1,3.3e-05,0.0015,3.3e-05,5e-06
7118.5,1.6e-10,14.326,0.38113,0,0.21546,0.01375,0.029855,0.0062683,1583.7,0.0878,0,-5.9308e-12,6.2742e-13,0,6.1497,5.7474,0.078459,68.003,38.204,0.86759,4.8425,4.5257,0.061782,0,0.2187,19.814,20.17,2.1949e-07,1.1685,1.3524e-05,3.9686e-07,1.0078,1,3.6e-05,0.0015,3.6e-05,5e-06
7118.5,1.6e-10,13.629,0.38149,0,0.21546,0.013744,0.029863,0.0062729,1583.7,0.087851,0,-6.1434e-12,7.1849e-13,0,6.1497,5.7474,0.078459,68.002,38.203,0.86758,4.8425,4.5257,0.061782,0,0.2187,19.784,20.171,2.1949e-07,1.1457,1.3261e-05,3.9685e-07,1.0078,1,3.9e-05,0.0015,3.9e-05,5e-06
7118.4,1.6e-10,12.99,0.38187,0,0.21545,0.013739,0.029872,0.006278,1583.7,0.087907,0,-6.3255e-12,8.1445e-13,0,6.1497,5.7474,0.078459,68.001,38.203,0.86757,4.8425,4.5257,0.061781,0,0.2187,19.755,20.171,2.1949e-07,1.1231,1.2999e-05,3.9684e-07,1.0078,1,4.2e-05,0.0015,4.2e-05,5e-06
7118.3,1.6e-10,12.35,0.38226,0,0.21545,0.013733,0.029881,0.006283,1583.7,0.087963,0,-6.5075e-12,9.1041e-13,0,6.1497,5.7474,0.078459,68.001,38.202,0.86756,4.8425,4.5257,0.061781,0,0.2187,19.726,20.172,2.1949e-07,1.1005,1.2737e-05,3.9683e-07,1.0078,1,4.5e-05,0.0015,4.5e-05,5e-06
7118.2,1.6e-10,11.799,0.38271,0,0.21544,0.013727,0.029891,0.0062889,1583.7,0.088029,0,-6.649e-12,1.0129e-12,0,6.1497,5.7474,0.078458,68,38.202,0.86755,4.8425,4.5257,0.061781,0,0.2187,19.697,20.172,2.1949e-07,1.0781,1.2478e-05,3.9682e-07,1.0078,1,4.8e-05,0.0015,4.8e-05,5e-06
7118.1,1.6e-10,11.249,0.38315,0,0.21544,0.01372,0.029901,0.0062947,1583.7,0.088094,0,-6.7905e-12,1.1153e-12,0,6.1497,5.7473,0.078458,67.999,38.201,0.86753,4.8425,4.5257,0.061781,0,0.2187,19.667,20.173,2.1949e-07,1.0557,1.2218e-05,3.9681e-07,1.0078,1,5.1e-05,0.0015,5.1e-05,5e-06
7118,1.6e-10,10.735,0.38363,0,0.21543,0.013713,0.029912,0.0063009,1583.6,0.088164,0,-6.916e-12,1.2214e-12,0,6.1496,5.7473,0.078458,67.997,38.201,0.86752,4.8425,4.5257,0.061781,0,0.2187,19.638,20.173,2.1949e-07,1.0334,1.1961e-05,3.968e-07,1.0078,1,5.4e-05,0.0015,5.4e-05,5e-06
7117.8,1.6e-10,10.257,0.38413,0,0.21543,0.013706,0.029924,0.0063075,1583.6,0.088238,0,-7.0255e-12,1.331e-12,0,6.1496,5.7473,0.078458,67.996,38.2,0.86751,4.8424,4.5256,0.06178,0,0.2187,19.609,20.174,2.1949e-07,1.0113,1.1704e-05,3.9679e-07,1.0077,1,5.7e-05,0.0015,5.7e-05,5e-06
7117.7,1.6e-10,9.7795,0.38464,0,0.21542,0.013699,0.029935,0.0063141,1583.6,0.088312,0,-7.135e-12,1.4407e-12,0,6.1496,5.7473,0.078457,67.995,38.2,0.86749,4.8424,4.5256,0.06178,0,0.21869,19.58,20.174,2.1949e-07,0.98913,1.1448e-05,3.9677e-07,1.0077,1,6e-05,0.0015,6e-05,5e-06
7117.6,1.6e-10,9.3625,0.38519,0,0.21542,0.01369,0.029948,0.0063214,1583.6,0.088394,0,-7.2174e-12,1.5559e-12,0,6.1496,5.7473,0.078457,67.994,38.199,0.86748,4.8424,4.5256,0.06178,0,0.21869,19.55,20.174,2.1948e-07,0.96733,1.1196e-05,3.9676e-07,1.0077,1,6.3e-05,0.0015,6.3e-05,5e-06
7117.5,1.6e-10,8.9454,0.38575,0,0.21541,0.013682,0.029961,0.0063287,1583.5,0.088477,0,-7.2998e-12,1.6711e-12,0,6.1495,5.7472,0.078457,67.993,38.198,0.86746,4.8424,4.5256,0.06178,0,0.21869,19.521,20.175,2.1948e-07,0.94554,1.0944e-05,3.9674e-07,1.0077,1,6.6e-05,0.0015,6.6e-05,5e-06
7117.3,1.6e-10,8.5538,0.38633,0,0.2154,0.013674,0.029975,0.0063363,1583.5,0.088563,0,-7.3682e-12,1.79e-12,0,6.1495,5.7472,0.078456,67.991,38.197,0.86744,4.8424,4.5256,0.061779,0,0.21869,19.492,20.175,2.1948e-07,0.92393,1.0694e-05,3.9673e-07,1.0077,1,6.9e-05,0.0015,6.9e-05,5e-06
7117.2,1.6e-10,8.1876,0.38694,0,0.21539,0.013665,0.029989,0.0063443,1583.5,0.088654,0,-7.4225e-12,1.9126e-12,0,6.1495,5.7472,0.078456,67.99,38.197,0.86743,4.8423,4.5255,0.061779,0,0.21869,19.462,20.176,2.1948e-07,0.90253,1.0446e-05,3.9671e-07,1.0077,1,7.2e-05,0.0015,7.2e-05,5e-06
7117.1,1.6e-10,7.8214,0.38755,0,0.21539,0.013656,0.030003,0.0063522,1583.5,0.088745,0,-7.4768e-12,2.0352e-12,0,6.1495,5.7472,0.078456,67.989,38.196,0.86741,4.8423,4.5255,0.061779,0,0.21869,19.433,20.176,2.1948e-07,0.88113,1.0198e-05,3.967e-07,1.0076,1,7.5e-05,0.0015,7.5e-05,5e-06
7116.9,1.6e-10,7.4985,0.38821,0,0.21538,0.013646,0.030018,0.0063608,1583.4,0.088843,0,-7.5038e-12,2.1641e-12,0,6.1494,5.7471,0.078455,67.987,38.195,0.86739,4.8423,4.5255,0.061779,0,0.21869,19.404,20.176,2.1948e-07,0.86019,9.9559e-06,3.9668e-07,1.0076,1,7.8e-05,0.0015,7.8e-05,5e-06
7116.8,1.6e-10,7.1755,0.38887,0,0.21537,0.013637,0.030033,0.0063694,1583.4,0.088942,0,-7.5309e-12,2.2929e-12,0,6.1494,5.7471,0.078455,67.986,38.194,0.86737,4.8423,4.5255,0.061778,0,0.21869,19.374,20.177,2.1948e-07,0.83925,9.7135e-06,3.9667e-07,1.0076,1,8.1e-05,0.0015,8.1e-05,5e-06
7116.6,1.6e-10,6.8712,0.38955,0,0.21536,0.013627,0.030048,0.0063783,1583.4,0.089044,0,-7.5434e-12,2.426e-12,0,6.1494,5.7471,0.078454,67.984,38.194,0.86735,4.8422,4.5255,0.061778,0,0.21869,19.345,20.177,2.1948e-07,0.81858,9.4743e-06,3.9665e-07,1.0076,1,8.4e-05,0.0015,8.4e-05,5e-06
7116.4,1.6e-10,6.5854,0.39025,0,0.21535,0.013616,0.030064,0.0063875,1583.4,0.08915,0,-7.5414e-12,2.5633e-12,0,6.1493,5.747,0.078454,67.983,38.193,0.86734,4.8422,4.5254,0.061778,0,0.21869,19.315,20.177,2.1947e-07,0.79817,9.2381e-06,3.9663e-07,1.0076,1,8.7e-05,0.0015,8.7e-05,5e-06
7116.3,1.6e-10,6.2996,0.39095,0,0.21534,0.013606,0.030081,0.0063966,1583.3,0.089256,0,-7.5394e-12,2.7007e-12,0,6.1493,5.747,0.078454,67.981,38.192,0.86732,4.8422,4.5254,0.061777,0,0.21868,19.286,20.178,2.1947e-07,0.77776,9.0019e-06,3.9661e-07,1.0075,1,9e-05,0.0015,9e-05,5e-06
