"D_X","E850","SAC","SI","SIC","SIP","SS","XI_VS","XI_alpha","XPB","XPB_VS","XS_VS","alpha.water","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.5e-16,0.024961,0.77984,0.20677,0.0013935,0.014438,0.18084,8.5866e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.2753,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001506,0.0015,0.001506,5e-06
2.5e-16,0.024966,0.77988,0.20676,0.0013908,0.014439,0.18088,8.5866e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.2459,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001509,0.0015,0.001509,5e-06
2.5e-16,0.024971,0.77992,0.20675,0.001388,0.01444,0.18091,8.5866e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.2165,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001512,0.0015,0.001512,5e-06
2.5e-16,0.024975,0.77996,0.20673,0.0013853,0.014441,0.18095,8.5866e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.187,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001515,0.0015,0.001515,5e-06
2.5e-16,0.024981,0.78,0.20672,0.0013825,0.014442,0.18099,8.5866e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.1576,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001518,0.0015,0.001518,5e-06
2.5e-16,0.024986,0.78004,0.2067,0.0013797,0.014443,0.18103,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.1282,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001521,0.0015,0.001521,5e-06
2.5e-16,0.024991,0.78008,0.20669,0.001377,0.014444,0.18107,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.0987,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001524,0.0015,0.001524,5e-06
2.5e-16,0.024996,0.78012,0.20668,0.0013742,0.014446,0.18111,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.0693,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001527,0.0015,0.001527,5e-06
2.5e-16,0.025002,0.78016,0.20666,0.0013715,0.014447,0.18114,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.0399,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.00153,0.0015,0.00153,5e-06
2.5e-16,0.025007,0.78021,0.20665,0.0013687,0.014448,0.18118,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,5.0105,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001533,0.0015,0.001533,5e-06
2.5e-16,0.025013,0.78025,0.20664,0.0013659,0.014449,0.18122,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.981,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001536,0.0015,0.001536,5e-06
2.5e-16,0.025018,0.78029,0.20662,0.0013632,0.01445,0.18126,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.9516,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001539,0.0015,0.001539,5e-06
2.5e-16,0.025022,0.78033,0.20661,0.0013604,0.014451,0.1813,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.9222,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001542,0.0015,0.001542,5e-06
2.5e-16,0.025027,0.78037,0.2066,0.0013576,0.014452,0.18134,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.8927,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001545,0.0015,0.001545,5e-06
2.5e-16,0.02503,0.78041,0.20658,0.0013549,0.014454,0.18138,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.8633,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001548,0.0015,0.001548,5e-06
2.5e-16,0.025033,0.78045,0.20657,0.0013521,0.014455,0.18141,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.8339,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001551,0.0015,0.001551,5e-06
2.5e-16,0.025034,0.78049,0.20656,0.0013494,0.014456,0.18145,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.8044,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001554,0.0015,0.001554,5e-06
2.5e-16,0.025034,0.78053,0.20654,0.0013466,0.014457,0.18149,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.775,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001557,0.0015,0.001557,5e-06
2.5e-16,0.025034,0.78057,0.20653,0.0013439,0.014458,0.18153,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.7456,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.00156,0.0015,0.00156,5e-06
2.5e-16,0.025029,0.78061,0.20651,0.0013411,0.014459,0.18157,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.7162,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001563,0.0015,0.001563,5e-06
2.5e-16,0.025024,0.78065,0.2065,0.0013383,0.01446,0.18161,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.6867,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001566,0.0015,0.001566,5e-06
2.5e-16,0.025017,0.78069,0.20649,0.0013356,0.014461,0.18165,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.6573,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001569,0.0015,0.001569,5e-06
2.5e-16,0.025007,0.78073,0.20647,0.0013328,0.014463,0.18168,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.6279,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001572,0.0015,0.001572,5e-06
2.5e-16,0.024997,0.78077,0.20646,0.00133,0.014464,0.18172,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.5984,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001575,0.0015,0.001575,5e-06
2.5e-16,0.02498,0.78081,0.20645,0.0013273,0.014465,0.18176,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.569,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001578,0.0015,0.001578,5e-06
2.5e-16,0.024964,0.78085,0.20643,0.0013245,0.014466,0.1818,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.5396,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001581,0.0015,0.001581,5e-06
2.5e-16,0.024944,0.78089,0.20642,0.0013218,0.014467,0.18184,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.5101,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001584,0.0015,0.001584,5e-06
2.5e-16,0.02492,0.78094,0.20641,0.001319,0.014468,0.18188,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.4807,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001587,0.0015,0.001587,5e-06
2.5e-16,0.024897,0.78098,0.20639,0.0013162,0.014469,0.18192,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.4513,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.00159,0.0015,0.00159,5e-06
2.5e-16,0.024867,0.78102,0.20638,0.0013135,0.01447,0.18195,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.4219,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001593,0.0015,0.001593,5e-06
2.5e-16,0.024838,0.78106,0.20636,0.0013107,0.014472,0.18199,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.3924,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001596,0.0015,0.001596,5e-06
2.5e-16,0.024805,0.7811,0.20635,0.001308,0.014473,0.18203,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.363,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001599,0.0015,0.001599,5e-06
2.5e-16,0.02477,0.78114,0.20634,0.0013052,0.014474,0.18207,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.3336,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001602,0.0015,0.001602,5e-06
2.5e-16,0.024734,0.78118,0.20632,0.0013024,0.014475,0.18211,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.3041,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001605,0.0015,0.001605,5e-06
2.5e-16,0.024695,0.78122,0.20631,0.0012997,0.014476,0.18215,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.2747,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001608,0.0015,0.001608,5e-06
2.5e-16,0.024655,0.78126,0.2063,0.0012969,0.014477,0.18218,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.2453,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001611,0.0015,0.001611,5e-06
2.5e-16,0.024614,0.7813,0.20628,0.0012942,0.014478,0.18222,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.2158,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001614,0.0015,0.001614,5e-06
2.5e-16,0.024572,0.78134,0.20627,0.0012914,0.014479,0.18226,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.1864,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001617,0.0015,0.001617,5e-06
2.5e-16,0.02453,0.78138,0.20626,0.0012886,0.014481,0.1823,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.157,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.00162,0.0015,0.00162,5e-06
2.5e-16,0.024487,0.78142,0.20624,0.0012859,0.014482,0.18234,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.1276,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001623,0.0015,0.001623,5e-06
2.5e-16,0.024445,0.78146,0.20623,0.0012831,0.014483,0.18238,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.0981,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001626,0.0015,0.001626,5e-06
2.5e-16,0.024403,0.7815,0.20622,0.0012804,0.014484,0.18242,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.0687,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001629,0.0015,0.001629,5e-06
2.5e-16,0.024362,0.78154,0.2062,0.0012776,0.014485,0.18245,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.0393,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001632,0.0015,0.001632,5e-06
2.5e-16,0.024321,0.78158,0.20619,0.0012748,0.014486,0.18249,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,4.0098,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001635,0.0015,0.001635,5e-06
2.5e-16,0.024284,0.78162,0.20617,0.0012721,0.014487,0.18253,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,3.9804,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001638,0.0015,0.001638,5e-06
2.5e-16,0.024247,0.78166,0.20616,0.0012693,0.014489,0.18257,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,3.951,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001641,0.0015,0.001641,5e-06
2.5e-16,0.024212,0.7817,0.20615,0.0012666,0.01449,0.18261,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,3.9215,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001644,0.0015,0.001644,5e-06
2.5e-16,0.02418,0.78175,0.20613,0.0012638,0.014491,0.18265,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,3.8921,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001647,0.0015,0.001647,5e-06
2.5e-16,0.024148,0.78179,0.20612,0.001261,0.014492,0.18269,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,3.8627,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.00165,0.0015,0.00165,5e-06
2.5e-16,0.024122,0.78183,0.20611,0.0012583,0.014493,0.18272,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8643e-11,1,3.8333,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001653,0.0015,0.001653,5e-06
2.5e-16,0.024096,0.78187,0.20609,0.0012555,0.014494,0.18276,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.8038,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001656,0.0015,0.001656,5e-06
2.5e-16,0.024073,0.78191,0.20608,0.0012527,0.014495,0.1828,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.7744,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001659,0.0015,0.001659,5e-06
2.5e-16,0.024054,0.78195,0.20606,0.00125,0.014496,0.18284,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.745,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001662,0.0015,0.001662,5e-06
2.5e-16,0.024035,0.78199,0.20605,0.0012472,0.014498,0.18288,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.7155,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001665,0.0015,0.001665,5e-06
2.5e-16,0.024022,0.78203,0.20604,0.0012445,0.014499,0.18292,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.6861,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001668,0.0015,0.001668,5e-06
2.5e-16,0.02401,0.78207,0.20602,0.0012417,0.0145,0.18295,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.6567,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001671,0.0015,0.001671,5e-06
2.5e-16,0.024,0.78211,0.20601,0.001239,0.014501,0.18299,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.6272,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001674,0.0015,0.001674,5e-06
2.5e-16,0.023993,0.78215,0.206,0.0012362,0.014502,0.18303,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.5978,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001677,0.0015,0.001677,5e-06
2.5e-16,0.023986,0.78219,0.20598,0.0012334,0.014503,0.18307,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.5684,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.00168,0.0015,0.00168,5e-06
2.5e-16,0.023984,0.78223,0.20597,0.0012307,0.014504,0.18311,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.539,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001683,0.0015,0.001683,5e-06
2.5e-16,0.023982,0.78227,0.20596,0.0012279,0.014505,0.18315,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.5095,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001686,0.0015,0.001686,5e-06
2.5e-16,0.023982,0.78231,0.20594,0.0012251,0.014507,0.18319,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.4801,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001689,0.0015,0.001689,5e-06
2.5e-16,0.023984,0.78235,0.20593,0.0012224,0.014508,0.18322,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.4507,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001692,0.0015,0.001692,5e-06
2.5e-16,0.023986,0.78239,0.20592,0.0012196,0.014509,0.18326,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.4212,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001695,0.0015,0.001695,5e-06
2.5e-16,0.02399,0.78243,0.2059,0.0012169,0.01451,0.1833,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.3918,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001698,0.0015,0.001698,5e-06
2.5e-16,0.023994,0.78247,0.20589,0.0012141,0.014511,0.18334,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.3624,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001701,0.0015,0.001701,5e-06
2.5e-16,0.023999,0.78251,0.20587,0.0012114,0.014512,0.18338,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.3329,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001704,0.0015,0.001704,5e-06
2.5e-16,0.024004,0.78256,0.20586,0.0012086,0.014513,0.18342,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.3035,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001707,0.0015,0.001707,5e-06
2.5e-16,0.02401,0.7826,0.20585,0.0012058,0.014515,0.18345,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.2741,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.00171,0.0015,0.00171,5e-06
2.5e-16,0.024015,0.78264,0.20583,0.0012031,0.014516,0.18349,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.2447,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001713,0.0015,0.001713,5e-06
2.5e-16,0.024021,0.78268,0.20582,0.0012003,0.014517,0.18353,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.2152,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001716,0.0015,0.001716,5e-06
2.5e-16,0.024026,0.78272,0.20581,0.0011976,0.014518,0.18357,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.1858,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001719,0.0015,0.001719,5e-06
2.5e-16,0.024031,0.78276,0.20579,0.0011948,0.014519,0.18361,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.1564,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001722,0.0015,0.001722,5e-06
2.5e-16,0.024036,0.7828,0.20578,0.001192,0.01452,0.18365,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.1269,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001725,0.0015,0.001725,5e-06
2.5e-16,0.024041,0.78284,0.20577,0.0011893,0.014521,0.18369,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.0975,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001728,0.0015,0.001728,5e-06
2.5e-16,0.024045,0.78288,0.20575,0.0011865,0.014522,0.18372,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.0681,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001731,0.0015,0.001731,5e-06
2.5e-16,0.024049,0.78292,0.20574,0.0011838,0.014524,0.18376,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.0386,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001734,0.0015,0.001734,5e-06
2.5e-16,0.024052,0.78296,0.20572,0.001181,0.014525,0.1838,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,3.0092,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001737,0.0015,0.001737,5e-06
2.5e-16,0.024056,0.783,0.20571,0.0011782,0.014526,0.18384,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,2.9798,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.00174,0.0015,0.00174,5e-06
2.5e-16,0.024059,0.78304,0.2057,0.0011755,0.014527,0.18388,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,2.9504,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001743,0.0015,0.001743,5e-06
2.5e-16,0.024062,0.78308,0.20568,0.0011727,0.014528,0.18392,8.5867e-11,1.1722e-12,7.0045e-10,3.9351e-10,6.8644e-11,1,2.9209,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001746,0.0015,0.001746,5e-06
2.5e-16,0.024065,0.78312,0.20567,0.00117,0.014529,0.18396,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.8915,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001749,0.0015,0.001749,5e-06
2.5e-16,0.024068,0.78316,0.20566,0.0011672,0.01453,0.18399,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.8621,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001752,0.0015,0.001752,5e-06
2.5e-16,0.024071,0.7832,0.20564,0.0011644,0.014532,0.18403,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.8326,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001755,0.0015,0.001755,5e-06
2.5e-16,0.024075,0.78324,0.20563,0.0011617,0.014533,0.18407,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.8032,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001758,0.0015,0.001758,5e-06
2.5e-16,0.024078,0.78328,0.20562,0.0011589,0.014534,0.18411,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.7738,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001761,0.0015,0.001761,5e-06
2.5e-16,0.024082,0.78333,0.2056,0.0011562,0.014535,0.18415,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.7443,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001764,0.0015,0.001764,5e-06
2.5e-16,0.024087,0.78337,0.20559,0.0011534,0.014536,0.18419,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.7149,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001767,0.0015,0.001767,5e-06
2.5e-16,0.024091,0.78341,0.20558,0.0011506,0.014537,0.18422,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.6855,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.00177,0.0015,0.00177,5e-06
2.5e-16,0.024097,0.78345,0.20556,0.0011479,0.014538,0.18426,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.6561,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001773,0.0015,0.001773,5e-06
2.5e-16,0.024103,0.78349,0.20555,0.0011451,0.014539,0.1843,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.6266,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001776,0.0015,0.001776,5e-06
2.5e-16,0.024109,0.78353,0.20553,0.0011424,0.01454,0.18434,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.5972,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001779,0.0015,0.001779,5e-06
2.5e-16,0.024116,0.78357,0.20552,0.0011396,0.014542,0.18438,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.5678,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001782,0.0015,0.001782,5e-06
2.5e-16,0.024124,0.78361,0.20551,0.0011368,0.014543,0.18442,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.5383,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001785,0.0015,0.001785,5e-06
2.5e-16,0.024132,0.78365,0.20549,0.0011341,0.014544,0.18446,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.5089,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001788,0.0015,0.001788,5e-06
2.5e-16,0.02414,0.78369,0.20548,0.0011313,0.014545,0.18449,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.4795,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001791,0.0015,0.001791,5e-06
2.5e-16,0.024149,0.78373,0.20547,0.0011286,0.014546,0.18453,8.5867e-11,1.1722e-12,7.0046e-10,3.9351e-10,6.8644e-11,1,2.45,20.049,3.3285e-18,1.1004e-17,1.6201e-18,1.1046e-11,1,0.001794,0.0015,0.001794,5e-06
