"D_X","E850","SAC","SI","SIC","SIP","SS","XI_VS","XI_alpha","XPB","XPB_VS","XS_VS","alpha.water","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.5e-16,0.025932,0.7705,0.20991,0.0020297,0.014177,0.17197,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,12.044,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000816,0.0015,0.000816,5e-06
2.5e-16,0.025931,0.77054,0.2099,0.0020269,0.014178,0.17201,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,12.015,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000819,0.0015,0.000819,5e-06
2.5e-16,0.025929,0.77058,0.20988,0.0020242,0.014179,0.17205,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.985,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000822,0.0015,0.000822,5e-06
2.5e-16,0.025928,0.77062,0.20987,0.0020214,0.014181,0.17208,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.956,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000825,0.0015,0.000825,5e-06
2.5e-16,0.025925,0.77066,0.20986,0.0020186,0.014182,0.17212,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.926,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000828,0.0015,0.000828,5e-06
2.5e-16,0.025922,0.7707,0.20984,0.0020159,0.014183,0.17216,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.897,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000831,0.0015,0.000831,5e-06
2.5e-16,0.02592,0.77074,0.20983,0.0020131,0.014184,0.1722,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.868,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000834,0.0015,0.000834,5e-06
2.5e-16,0.025916,0.77078,0.20981,0.0020103,0.014185,0.17224,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.838,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000837,0.0015,0.000837,5e-06
2.5e-16,0.025913,0.77082,0.2098,0.0020075,0.014186,0.17228,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.809,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.00084,0.0015,0.00084,5e-06
2.5e-16,0.025909,0.77086,0.20979,0.0020048,0.014187,0.17232,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.779,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000843,0.0015,0.000843,5e-06
2.5e-16,0.025905,0.7709,0.20977,0.002002,0.014189,0.17235,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.75,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000846,0.0015,0.000846,5e-06
2.5e-16,0.025901,0.77094,0.20976,0.0019992,0.01419,0.17239,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.72,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000849,0.0015,0.000849,5e-06
2.5e-16,0.025896,0.77098,0.20975,0.0019965,0.014191,0.17243,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.691,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000852,0.0015,0.000852,5e-06
2.5e-16,0.025892,0.77103,0.20973,0.0019937,0.014192,0.17247,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.662,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000855,0.0015,0.000855,5e-06
2.5e-16,0.025888,0.77107,0.20972,0.0019909,0.014193,0.17251,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.632,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000858,0.0015,0.000858,5e-06
2.5e-16,0.025884,0.77111,0.2097,0.0019881,0.014194,0.17255,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.603,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000861,0.0015,0.000861,5e-06
2.5e-16,0.02588,0.77115,0.20969,0.0019854,0.014195,0.17259,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.573,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000864,0.0015,0.000864,5e-06
2.5e-16,0.025877,0.77119,0.20968,0.0019826,0.014197,0.17262,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.544,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000867,0.0015,0.000867,5e-06
2.5e-16,0.025874,0.77123,0.20966,0.0019798,0.014198,0.17266,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.514,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.00087,0.0015,0.00087,5e-06
2.5e-16,0.025872,0.77127,0.20965,0.0019771,0.014199,0.1727,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.485,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000873,0.0015,0.000873,5e-06
2.5e-16,0.025869,0.77131,0.20964,0.0019743,0.0142,0.17274,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.456,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000876,0.0015,0.000876,5e-06
2.5e-16,0.025868,0.77135,0.20962,0.0019715,0.014201,0.17278,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.426,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000879,0.0015,0.000879,5e-06
2.5e-16,0.025867,0.77139,0.20961,0.0019687,0.014202,0.17282,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.397,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000882,0.0015,0.000882,5e-06
2.5e-16,0.025866,0.77143,0.2096,0.001966,0.014203,0.17286,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.367,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000885,0.0015,0.000885,5e-06
2.5e-16,0.025867,0.77147,0.20958,0.0019632,0.014204,0.17289,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.338,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000888,0.0015,0.000888,5e-06
2.5e-16,0.025868,0.77151,0.20957,0.0019604,0.014206,0.17293,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.308,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000891,0.0015,0.000891,5e-06
2.5e-16,0.025869,0.77156,0.20956,0.0019577,0.014207,0.17297,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.279,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000894,0.0015,0.000894,5e-06
2.5e-16,0.02587,0.7716,0.20954,0.0019549,0.014208,0.17301,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.25,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000897,0.0015,0.000897,5e-06
2.5e-16,0.025872,0.77164,0.20953,0.0019521,0.014209,0.17305,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.22,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.0009,0.0015,0.0009,5e-06
2.5e-16,0.025875,0.77168,0.20951,0.0019493,0.01421,0.17309,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.191,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000903,0.0015,0.000903,5e-06
2.5e-16,0.025877,0.77172,0.2095,0.0019466,0.014211,0.17313,8.5867e-11,1.1722e-12,7.0043e-10,3.935e-10,6.8642e-11,1,11.161,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000906,0.0015,0.000906,5e-06
2.5e-16,0.02588,0.77176,0.20949,0.0019438,0.014212,0.17316,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,11.132,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000909,0.0015,0.000909,5e-06
2.5e-16,0.025883,0.7718,0.20947,0.001941,0.014214,0.1732,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,11.102,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000912,0.0015,0.000912,5e-06
2.5e-16,0.025886,0.77184,0.20946,0.0019383,0.014215,0.17324,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,11.073,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000915,0.0015,0.000915,5e-06
2.5e-16,0.025888,0.77188,0.20945,0.0019355,0.014216,0.17328,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,11.044,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000918,0.0015,0.000918,5e-06
2.5e-16,0.025891,0.77192,0.20943,0.0019327,0.014217,0.17332,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,11.014,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000921,0.0015,0.000921,5e-06
2.5e-16,0.025894,0.77196,0.20942,0.00193,0.014218,0.17336,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.985,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000924,0.0015,0.000924,5e-06
2.5e-16,0.025897,0.772,0.2094,0.0019272,0.014219,0.1734,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.955,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000927,0.0015,0.000927,5e-06
2.5e-16,0.025899,0.77204,0.20939,0.0019244,0.01422,0.17344,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.926,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.00093,0.0015,0.00093,5e-06
2.5e-16,0.025901,0.77208,0.20938,0.0019216,0.014221,0.17347,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.896,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000933,0.0015,0.000933,5e-06
2.5e-16,0.025903,0.77213,0.20936,0.0019189,0.014223,0.17351,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.867,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000936,0.0015,0.000936,5e-06
2.5e-16,0.025905,0.77217,0.20935,0.0019161,0.014224,0.17355,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.838,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000939,0.0015,0.000939,5e-06
2.5e-16,0.025907,0.77221,0.20934,0.0019133,0.014225,0.17359,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.808,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000942,0.0015,0.000942,5e-06
2.5e-16,0.025908,0.77225,0.20932,0.0019106,0.014226,0.17363,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.779,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000945,0.0015,0.000945,5e-06
2.5e-16,0.025909,0.77229,0.20931,0.0019078,0.014227,0.17367,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.749,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000948,0.0015,0.000948,5e-06
2.5e-16,0.02591,0.77233,0.2093,0.001905,0.014228,0.17371,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.72,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000951,0.0015,0.000951,5e-06
2.5e-16,0.02591,0.77237,0.20928,0.0019023,0.014229,0.17374,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.69,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000954,0.0015,0.000954,5e-06
2.5e-16,0.02591,0.77241,0.20927,0.0018995,0.014231,0.17378,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.661,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000957,0.0015,0.000957,5e-06
2.5e-16,0.02591,0.77245,0.20925,0.0018967,0.014232,0.17382,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.632,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.00096,0.0015,0.00096,5e-06
2.5e-16,0.025909,0.77249,0.20924,0.001894,0.014233,0.17386,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.602,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000963,0.0015,0.000963,5e-06
2.5e-16,0.025908,0.77253,0.20923,0.0018912,0.014234,0.1739,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.573,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000966,0.0015,0.000966,5e-06
2.5e-16,0.025906,0.77257,0.20921,0.0018884,0.014235,0.17394,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.543,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000969,0.0015,0.000969,5e-06
2.5e-16,0.025903,0.77261,0.2092,0.0018856,0.014236,0.17398,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.514,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000972,0.0015,0.000972,5e-06
2.5e-16,0.025901,0.77265,0.20919,0.0018829,0.014237,0.17401,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.484,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000975,0.0015,0.000975,5e-06
2.5e-16,0.025896,0.77269,0.20917,0.0018801,0.014238,0.17405,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.455,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000978,0.0015,0.000978,5e-06
2.5e-16,0.025892,0.77274,0.20916,0.0018773,0.01424,0.17409,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.426,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000981,0.0015,0.000981,5e-06
2.5e-16,0.025887,0.77278,0.20915,0.0018746,0.014241,0.17413,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.396,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000984,0.0015,0.000984,5e-06
2.5e-16,0.02588,0.77282,0.20913,0.0018718,0.014242,0.17417,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.367,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000987,0.0015,0.000987,5e-06
2.5e-16,0.025874,0.77286,0.20912,0.001869,0.014243,0.17421,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.337,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.00099,0.0015,0.00099,5e-06
2.5e-16,0.025866,0.7729,0.2091,0.0018663,0.014244,0.17425,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.308,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000993,0.0015,0.000993,5e-06
2.5e-16,0.025858,0.77294,0.20909,0.0018635,0.014245,0.17428,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.278,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000996,0.0015,0.000996,5e-06
2.5e-16,0.025849,0.77298,0.20908,0.0018607,0.014246,0.17432,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.249,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.000999,0.0015,0.000999,5e-06
2.5e-16,0.025839,0.77302,0.20906,0.001858,0.014248,0.17436,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.22,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001002,0.0015,0.001002,5e-06
2.5e-16,0.02583,0.77306,0.20905,0.0018552,0.014249,0.1744,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.19,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001005,0.0015,0.001005,5e-06
2.5e-16,0.025819,0.7731,0.20904,0.0018524,0.01425,0.17444,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.161,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001008,0.0015,0.001008,5e-06
2.5e-16,0.025809,0.77314,0.20902,0.0018497,0.014251,0.17448,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.131,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001011,0.0015,0.001011,5e-06
2.5e-16,0.025799,0.77318,0.20901,0.0018469,0.014252,0.17452,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.102,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001014,0.0015,0.001014,5e-06
2.5e-16,0.025789,0.77322,0.209,0.0018441,0.014253,0.17455,8.5867e-11,1.1722e-12,7.0044e-10,3.935e-10,6.8642e-11,1,10.072,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001017,0.0015,0.001017,5e-06
2.5e-16,0.025779,0.77326,0.20898,0.0018413,0.014254,0.17459,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8642e-11,1,10.043,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.00102,0.0015,0.00102,5e-06
2.5e-16,0.02577,0.77331,0.20897,0.0018386,0.014255,0.17463,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8642e-11,1,10.014,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001023,0.0015,0.001023,5e-06
2.5e-16,0.025761,0.77335,0.20895,0.0018358,0.014257,0.17467,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8642e-11,1,9.9841,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001026,0.0015,0.001026,5e-06
2.5e-16,0.025753,0.77339,0.20894,0.001833,0.014258,0.17471,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.9547,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001029,0.0015,0.001029,5e-06
2.5e-16,0.025746,0.77343,0.20893,0.0018303,0.014259,0.17475,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.9253,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001032,0.0015,0.001032,5e-06
2.5e-16,0.025739,0.77347,0.20891,0.0018275,0.01426,0.17479,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.8958,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001035,0.0015,0.001035,5e-06
2.5e-16,0.025735,0.77351,0.2089,0.0018247,0.014261,0.17482,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.8664,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001038,0.0015,0.001038,5e-06
2.5e-16,0.02573,0.77355,0.20889,0.001822,0.014262,0.17486,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.837,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001041,0.0015,0.001041,5e-06
2.5e-16,0.025727,0.77359,0.20887,0.0018192,0.014263,0.1749,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.8075,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001044,0.0015,0.001044,5e-06
2.5e-16,0.025725,0.77363,0.20886,0.0018164,0.014265,0.17494,8.5867e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.7781,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001047,0.0015,0.001047,5e-06
2.5e-16,0.025724,0.77367,0.20885,0.0018137,0.014266,0.17498,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.7487,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.00105,0.0015,0.00105,5e-06
2.5e-16,0.025724,0.77371,0.20883,0.0018109,0.014267,0.17502,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.7193,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001053,0.0015,0.001053,5e-06
2.5e-16,0.025725,0.77375,0.20882,0.0018081,0.014268,0.17506,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.6898,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001056,0.0015,0.001056,5e-06
2.5e-16,0.025727,0.77379,0.2088,0.0018054,0.014269,0.17509,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.6604,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001059,0.0015,0.001059,5e-06
2.5e-16,0.025729,0.77383,0.20879,0.0018026,0.01427,0.17513,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.631,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001062,0.0015,0.001062,5e-06
2.5e-16,0.025732,0.77387,0.20878,0.0017998,0.014271,0.17517,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.6015,20.049,3.3284e-18,1.1003e-17,1.62e-18,1.1045e-11,1,0.001065,0.0015,0.001065,5e-06
2.5e-16,0.025736,0.77392,0.20876,0.0017971,0.014272,0.17521,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.5721,20.049,3.3284e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001068,0.0015,0.001068,5e-06
2.5e-16,0.02574,0.77396,0.20875,0.0017943,0.014274,0.17525,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.5427,20.049,3.3284e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001071,0.0015,0.001071,5e-06
2.5e-16,0.025744,0.774,0.20874,0.0017915,0.014275,0.17529,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.5132,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001074,0.0015,0.001074,5e-06
2.5e-16,0.025748,0.77404,0.20872,0.0017888,0.014276,0.17533,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.4838,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001077,0.0015,0.001077,5e-06
2.5e-16,0.025753,0.77408,0.20871,0.001786,0.014277,0.17536,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.4544,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.00108,0.0015,0.00108,5e-06
2.5e-16,0.025758,0.77412,0.2087,0.0017832,0.014278,0.1754,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.425,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001083,0.0015,0.001083,5e-06
2.5e-16,0.025762,0.77416,0.20868,0.0017805,0.014279,0.17544,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.3955,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001086,0.0015,0.001086,5e-06
2.5e-16,0.025766,0.7742,0.20867,0.0017777,0.01428,0.17548,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.3661,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001089,0.0015,0.001089,5e-06
2.5e-16,0.025771,0.77424,0.20865,0.0017749,0.014282,0.17552,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.3367,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001092,0.0015,0.001092,5e-06
2.5e-16,0.025775,0.77428,0.20864,0.0017722,0.014283,0.17556,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.3072,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001095,0.0015,0.001095,5e-06
2.5e-16,0.025779,0.77432,0.20863,0.0017694,0.014284,0.1756,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.2778,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001098,0.0015,0.001098,5e-06
2.5e-16,0.025782,0.77436,0.20861,0.0017666,0.014285,0.17563,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.2484,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001101,0.0015,0.001101,5e-06
2.5e-16,0.025786,0.7744,0.2086,0.0017639,0.014286,0.17567,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.2189,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001104,0.0015,0.001104,5e-06
2.5e-16,0.025789,0.77444,0.20859,0.0017611,0.014287,0.17571,8.5868e-11,1.1722e-12,7.0044e-10,3.9351e-10,6.8643e-11,1,9.1895,20.049,3.3285e-18,1.1003e-17,1.6201e-18,1.1046e-11,1,0.001107,0.0015,0.001107,5e-06
