"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6041.6,1.728e-11,3,0.74586,0.0014244,0.21318,0.0027911,0.046955,0.013744,1703.6,0.16138,0,1.2803e-13,-5.4428e-16,0,14.701,13.739,0.18756,57.715,32.424,0.73633,6.4011,5.9823,0.081666,0,0.45678,20.32,20.32,2.9023e-07,4.4688e-06,9.6927e-08,1.0056,1,0,0.0015,0,5e-06
6041.5,1.728e-11,2.804,0.74587,0.0014244,0.21318,0.0027909,0.046956,0.013744,1703.6,0.16138,0,1.7644e-13,2.4089e-15,0,14.701,13.739,0.18756,57.715,32.424,0.73633,6.4011,5.9823,0.081666,0,0.45678,20.29,20.32,2.9023e-07,4.2224e-06,9.6925e-08,1.0056,1,3e-06,0.0015,3e-06,5e-06
6041.5,1.728e-11,2.608,0.74588,0.0014244,0.21318,0.0027907,0.046956,0.013744,1703.6,0.16138,0,2.2485e-13,5.3621e-15,0,14.701,13.739,0.18756,57.714,32.424,0.73633,6.4011,5.9823,0.081666,0,0.45678,20.261,20.32,2.9023e-07,3.976e-06,9.6922e-08,1.0056,1,6e-06,0.0015,6e-06,5e-06
6041.5,1.728e-11,2.4395,0.7459,0.0014245,0.21318,0.0027903,0.046956,0.013744,1703.6,0.16139,0,2.9534e-13,1.1752e-14,0,14.701,13.739,0.18756,57.714,32.424,0.73632,6.4011,5.9823,0.081666,0,0.45678,20.231,20.32,2.9023e-07,3.7585e-06,9.6918e-08,1.0055,1,9e-06,0.0015,9e-06,5e-06
6041.4,1.728e-11,2.2986,0.74593,0.0014245,0.21318,0.0027898,0.046957,0.013745,1703.6,0.16139,0,3.8791e-13,2.158e-14,0,14.701,13.739,0.18756,57.713,32.423,0.73631,6.4011,5.9823,0.081666,0,0.45678,20.202,20.32,2.9023e-07,3.5699e-06,9.6911e-08,1.0055,1,1.2e-05,0.0015,1.2e-05,5e-06
6041.4,1.728e-11,2.1577,0.74596,0.0014246,0.21318,0.0027892,0.046958,0.013745,1703.6,0.1614,0,4.8048e-13,3.1407e-14,0,14.701,13.739,0.18756,57.713,32.423,0.73631,6.4011,5.9823,0.081666,0,0.45678,20.172,20.321,2.9023e-07,3.3813e-06,9.6904e-08,1.0055,1,1.5e-05,0.0015,1.5e-05,5e-06
6041.3,1.728e-11,2.0511,0.746,0.0014247,0.21317,0.0027883,0.046959,0.013746,1703.5,0.16141,0,5.6494e-13,4.9192e-14,0,14.701,13.739,0.18756,57.712,32.422,0.73629,6.401,5.9823,0.081665,0,0.45678,20.143,20.321,2.9023e-07,3.2301e-06,9.6894e-08,1.0055,1,1.8e-05,0.0015,1.8e-05,5e-06
6041.2,1.728e-11,1.9445,0.74605,0.0014247,0.21317,0.0027875,0.04696,0.013746,1703.5,0.16142,0,6.494e-13,6.6977e-14,0,14.701,13.739,0.18756,57.711,32.422,0.73628,6.401,5.9823,0.081665,0,0.45678,20.113,20.321,2.9022e-07,3.0789e-06,9.6883e-08,1.0055,1,2.1e-05,0.0015,2.1e-05,5e-06
6041,1.728e-11,1.848,0.74611,0.0014248,0.21317,0.0027864,0.046961,0.013747,1703.5,0.16143,0,7.3015e-13,8.873e-14,0,14.701,13.739,0.18756,57.71,32.421,0.73627,6.401,5.9822,0.081665,0,0.45678,20.084,20.322,2.9022e-07,2.9392e-06,9.6871e-08,1.0055,1,2.4e-05,0.0015,2.4e-05,5e-06
6040.9,1.728e-11,1.7617,0.74617,0.0014249,0.21317,0.0027853,0.046962,0.013748,1703.5,0.16145,0,8.0721e-13,1.1445e-13,0,14.701,13.739,0.18755,57.708,32.42,0.73625,6.401,5.9822,0.081664,0,0.45677,20.055,20.322,2.9022e-07,2.8109e-06,9.6858e-08,1.0055,1,2.7e-05,0.0015,2.7e-05,5e-06
6040.8,1.728e-11,1.6754,0.74623,0.001425,0.21316,0.0027841,0.046964,0.013749,1703.4,0.16146,0,8.8427e-13,1.4017e-13,0,14.701,13.739,0.18755,57.707,32.42,0.73623,6.4009,5.9822,0.081664,0,0.45677,20.025,20.323,2.9022e-07,2.6827e-06,9.6844e-08,1.0055,1,3e-05,0.0015,3e-05,5e-06
6040.6,1.728e-11,1.6026,0.7463,0.0014251,0.21316,0.0027827,0.046965,0.01375,1703.4,0.16148,0,9.5569e-13,1.7343e-13,0,14.701,13.739,0.18755,57.706,32.419,0.73621,6.4009,5.9821,0.081663,0,0.45677,19.996,20.323,2.9022e-07,2.5703e-06,9.6827e-08,1.0054,1,3.3e-05,0.0015,3.3e-05,5e-06
6040.4,1.728e-11,1.5298,0.74638,0.0014251,0.21315,0.0027813,0.046967,0.013751,1703.4,0.16149,0,1.0271e-12,2.067e-13,0,14.701,13.739,0.18755,57.704,32.418,0.7362,6.4008,5.9821,0.081663,0,0.45677,19.967,20.324,2.9022e-07,2.4579e-06,9.6811e-08,1.0054,1,3.6e-05,0.0015,3.6e-05,5e-06
6040.3,1.728e-11,1.4621,0.74646,0.0014252,0.21315,0.0027797,0.046969,0.013752,1703.3,0.16151,0,1.0964e-12,2.4358e-13,0,14.7,13.739,0.18755,57.702,32.417,0.73617,6.4008,5.9821,0.081662,0,0.45676,19.938,20.324,2.9021e-07,2.3517e-06,9.6793e-08,1.0054,1,3.9e-05,0.0015,3.9e-05,5e-06
6040.1,1.728e-11,1.3995,0.74655,0.0014253,0.21314,0.002778,0.046971,0.013753,1703.3,0.16153,0,1.1634e-12,2.8408e-13,0,14.7,13.739,0.18755,57.701,32.416,0.73615,6.4008,5.982,0.081662,0,0.45676,19.909,20.325,2.9021e-07,2.2518e-06,9.6774e-08,1.0054,1,4.2e-05,0.0015,4.2e-05,5e-06
6039.9,1.728e-11,1.3369,0.74664,0.0014253,0.21314,0.0027764,0.046973,0.013754,1703.3,0.16156,0,1.2305e-12,3.2458e-13,0,14.7,13.739,0.18755,57.699,32.415,0.73613,6.4007,5.982,0.081661,0,0.45676,19.879,20.325,2.9021e-07,2.1519e-06,9.6755e-08,1.0053,1,4.5e-05,0.0015,4.5e-05,5e-06
6039.7,1.728e-11,1.2825,0.74673,0.0014254,0.21313,0.0027745,0.046975,0.013755,1703.2,0.16158,0,1.2947e-12,3.7194e-13,0,14.7,13.738,0.18755,57.697,32.414,0.7361,6.4006,5.9819,0.08166,0,0.45675,19.85,20.326,2.9021e-07,2.0625e-06,9.6735e-08,1.0053,1,4.8e-05,0.0015,4.8e-05,5e-06
