"ALambda_0","D_X","E850","SAC","SI","SIC","SIP","SLambda_0","SS","U:0","U:1","U:2","XI_VS","XI_alpha","XPB","XPB_VS","XS","XS_VS","alpha.water","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2652e-08,2.5e-16,0.24586,0.76664,0.2028,0.0016868,0.014117,2.5354e-09,0.18282,-3.8707e-13,-8.031e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.515,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000768,0.0015,0.000768,5e-06
1.2652e-08,2.5e-16,0.2459,0.76668,0.2028,0.0016846,0.014118,2.5354e-09,0.18284,-3.76e-13,-7.7405e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.486,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000771,0.0015,0.000771,5e-06
1.2652e-08,2.5e-16,0.24594,0.76673,0.20279,0.0016823,0.014119,2.5354e-09,0.18286,-3.6511e-13,-7.4564e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.456,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000774,0.0015,0.000774,5e-06
1.2652e-08,2.5e-16,0.24597,0.76677,0.20279,0.0016801,0.01412,2.5354e-09,0.18289,-3.5439e-13,-7.1786e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.427,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000777,0.0015,0.000777,5e-06
1.2652e-08,2.5e-16,0.246,0.76682,0.20279,0.0016778,0.014121,2.5354e-09,0.18291,-3.4366e-13,-6.9007e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.397,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00078,0.0015,0.00078,5e-06
1.2652e-08,2.5e-16,0.24602,0.76686,0.20278,0.0016756,0.014123,2.5354e-09,0.18293,-3.3279e-13,-6.6404e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.368,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000783,0.0015,0.000783,5e-06
1.2652e-08,2.5e-16,0.24603,0.76691,0.20278,0.0016733,0.014124,2.5354e-09,0.18296,-3.2192e-13,-6.38e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.339,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000786,0.0015,0.000786,5e-06
1.2652e-08,2.5e-16,0.24603,0.76695,0.20277,0.0016711,0.014125,2.5354e-09,0.18298,-3.115e-13,-6.1286e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.309,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000789,0.0015,0.000789,5e-06
1.2652e-08,2.5e-16,0.24603,0.767,0.20277,0.0016688,0.014126,2.5354e-09,0.183,-3.0152e-13,-5.8862e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.28,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000792,0.0015,0.000792,5e-06
1.2652e-08,2.5e-16,0.24602,0.76704,0.20277,0.0016666,0.014127,2.5354e-09,0.18303,-2.9154e-13,-5.6438e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.25,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000795,0.0015,0.000795,5e-06
1.2652e-08,2.5e-16,0.24599,0.76709,0.20276,0.0016643,0.014129,2.5354e-09,0.18305,-2.8265e-13,-5.4218e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.221,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000798,0.0015,0.000798,5e-06
1.2652e-08,2.5e-16,0.24596,0.76713,0.20276,0.0016621,0.01413,2.5354e-09,0.18307,-2.7376e-13,-5.1999e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.191,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000801,0.0015,0.000801,5e-06
1.2652e-08,2.5e-16,0.24591,0.76718,0.20275,0.0016598,0.014131,2.5354e-09,0.1831,-2.6461e-13,-4.9854e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.162,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000804,0.0015,0.000804,5e-06
1.2652e-08,2.5e-16,0.24585,0.76722,0.20275,0.0016576,0.014132,2.5354e-09,0.18312,-2.552e-13,-4.7786e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.133,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000807,0.0015,0.000807,5e-06
1.2652e-08,2.5e-16,0.24579,0.76727,0.20275,0.0016553,0.014133,2.5354e-09,0.18314,-2.4579e-13,-4.5717e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.103,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00081,0.0015,0.00081,5e-06
1.2652e-08,2.5e-16,0.24569,0.76731,0.20274,0.0016531,0.014135,2.5354e-09,0.18316,-2.3702e-13,-4.3757e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.074,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000813,0.0015,0.000813,5e-06
1.2652e-08,2.5e-16,0.24559,0.76736,0.20274,0.0016508,0.014136,2.5354e-09,0.18319,-2.2825e-13,-4.1797e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.044,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000816,0.0015,0.000816,5e-06
1.2652e-08,2.5e-16,0.24547,0.7674,0.20274,0.0016486,0.014137,2.5354e-09,0.18321,-2.1981e-13,-3.9887e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,12.015,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000819,0.0015,0.000819,5e-06
1.2652e-08,2.5e-16,0.24533,0.76745,0.20273,0.0016463,0.014138,2.5354e-09,0.18323,-2.1171e-13,-3.8027e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.985,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000822,0.0015,0.000822,5e-06
1.2652e-08,2.5e-16,0.24518,0.76749,0.20273,0.0016441,0.014139,2.5354e-09,0.18326,-2.036e-13,-3.6167e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.956,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000825,0.0015,0.000825,5e-06
1.2652e-08,2.5e-16,0.24499,0.76754,0.20272,0.0016418,0.01414,2.5354e-09,0.18328,-1.9624e-13,-3.4445e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.926,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000828,0.0015,0.000828,5e-06
1.2652e-08,2.5e-16,0.2448,0.76758,0.20272,0.0016396,0.014142,2.5354e-09,0.1833,-1.8889e-13,-3.2723e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.897,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000831,0.0015,0.000831,5e-06
1.2652e-08,2.5e-16,0.24459,0.76763,0.20272,0.0016373,0.014143,2.5354e-09,0.18333,-1.8169e-13,-3.1004e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.868,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000834,0.0015,0.000834,5e-06
1.2652e-08,2.5e-16,0.24436,0.76767,0.20271,0.0016351,0.014144,2.5354e-09,0.18335,-1.7466e-13,-2.9287e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.838,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000837,0.0015,0.000837,5e-06
1.2652e-08,2.5e-16,0.24413,0.76772,0.20271,0.0016328,0.014145,2.5354e-09,0.18337,-1.6763e-13,-2.7571e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.809,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00084,0.0015,0.00084,5e-06
1.2652e-08,2.5e-16,0.24388,0.76776,0.2027,0.0016306,0.014146,2.5354e-09,0.1834,-1.6122e-13,-2.602e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.779,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000843,0.0015,0.000843,5e-06
1.2652e-08,2.5e-16,0.24362,0.76781,0.2027,0.0016283,0.014148,2.5354e-09,0.18342,-1.5482e-13,-2.4469e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.75,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000846,0.0015,0.000846,5e-06
1.2652e-08,2.5e-16,0.24337,0.76785,0.2027,0.0016261,0.014149,2.5354e-09,0.18344,-1.4832e-13,-2.2987e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.72,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000849,0.0015,0.000849,5e-06
1.2652e-08,2.5e-16,0.24311,0.7679,0.20269,0.0016238,0.01415,2.5354e-09,0.18347,-1.4172e-13,-2.1574e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.691,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000852,0.0015,0.000852,5e-06
1.2652e-08,2.5e-16,0.24284,0.76794,0.20269,0.0016216,0.014151,2.5354e-09,0.18349,-1.3512e-13,-2.016e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.662,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000855,0.0015,0.000855,5e-06
1.2652e-08,2.5e-16,0.2426,0.76799,0.20269,0.0016193,0.014152,2.5354e-09,0.18351,-1.287e-13,-1.8853e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.632,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000858,0.0015,0.000858,5e-06
1.2652e-08,2.5e-16,0.24236,0.76803,0.20268,0.0016171,0.014154,2.5354e-09,0.18354,-1.2228e-13,-1.7545e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.603,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000861,0.0015,0.000861,5e-06
1.2652e-08,2.5e-16,0.24214,0.76808,0.20268,0.0016148,0.014155,2.5354e-09,0.18356,-1.1603e-13,-1.633e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.573,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000864,0.0015,0.000864,5e-06
1.2652e-08,2.5e-16,0.24193,0.76812,0.20267,0.0016126,0.014156,2.5354e-09,0.18358,-1.0994e-13,-1.5207e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.544,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000867,0.0015,0.000867,5e-06
1.2652e-08,2.5e-16,0.24173,0.76817,0.20267,0.0016103,0.014157,2.5354e-09,0.18361,-1.0385e-13,-1.4084e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.514,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00087,0.0015,0.00087,5e-06
1.2652e-08,2.5e-16,0.24159,0.76821,0.20267,0.0016081,0.014158,2.5354e-09,0.18363,-9.7979e-14,-1.2939e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.485,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000873,0.0015,0.000873,5e-06
1.2652e-08,2.5e-16,0.24144,0.76826,0.20266,0.0016058,0.01416,2.5354e-09,0.18365,-9.2112e-14,-1.1794e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.456,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000876,0.0015,0.000876,5e-06
1.2652e-08,2.5e-16,0.24133,0.7683,0.20266,0.0016036,0.014161,2.5354e-09,0.18367,-8.6754e-14,-1.0699e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.426,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000879,0.0015,0.000879,5e-06
1.2652e-08,2.5e-16,0.24124,0.76835,0.20266,0.0016013,0.014162,2.5354e-09,0.1837,-8.1903e-14,-9.6525e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.397,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000882,0.0015,0.000882,5e-06
1.2652e-08,2.5e-16,0.24116,0.76839,0.20265,0.0015991,0.014163,2.5354e-09,0.18372,-7.7053e-14,-8.6062e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.367,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000885,0.0015,0.000885,5e-06
1.2652e-08,2.5e-16,0.24114,0.76844,0.20265,0.0015969,0.014164,2.5354e-09,0.18374,-7.2572e-14,-7.5691e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.338,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000888,0.0015,0.000888,5e-06
1.2652e-08,2.5e-16,0.24112,0.76848,0.20264,0.0015946,0.014166,2.5354e-09,0.18377,-6.8092e-14,-6.532e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.308,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000891,0.0015,0.000891,5e-06
1.2652e-08,2.5e-16,0.24112,0.76853,0.20264,0.0015924,0.014167,2.5354e-09,0.18379,-6.3654e-14,-5.5562e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.279,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000894,0.0015,0.000894,5e-06
1.2652e-08,2.5e-16,0.24114,0.76857,0.20264,0.0015901,0.014168,2.5354e-09,0.18381,-5.9258e-14,-4.6419e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.25,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000897,0.0015,0.000897,5e-06
1.2652e-08,2.5e-16,0.24117,0.76862,0.20263,0.0015879,0.014169,2.5354e-09,0.18384,-5.4863e-14,-3.7275e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.22,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.0009,0.0015,0.0009,5e-06
1.2652e-08,2.5e-16,0.24123,0.76866,0.20263,0.0015856,0.01417,2.5354e-09,0.18386,-4.9459e-14,-2.9246e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.191,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000903,0.0015,0.000903,5e-06
1.2652e-08,2.5e-16,0.24128,0.76871,0.20262,0.0015834,0.014171,2.5354e-09,0.18388,-4.4055e-14,-2.1217e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.161,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000906,0.0015,0.000906,5e-06
1.2652e-08,2.5e-16,0.24135,0.76875,0.20262,0.0015811,0.014173,2.5354e-09,0.18391,-3.8967e-14,-1.3172e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.132,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000909,0.0015,0.000909,5e-06
1.2652e-08,2.5e-16,0.24142,0.7688,0.20262,0.0015789,0.014174,2.5354e-09,0.18393,-3.4196e-14,-5.1109e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.102,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000912,0.0015,0.000912,5e-06
1.2652e-08,2.5e-16,0.2415,0.76884,0.20261,0.0015766,0.014175,2.5354e-09,0.18395,-2.9424e-14,2.9501e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.073,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000915,0.0015,0.000915,5e-06
1.2652e-08,2.5e-16,0.24157,0.76889,0.20261,0.0015744,0.014176,2.5354e-09,0.18398,-2.5591e-14,1.0139e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.044,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000918,0.0015,0.000918,5e-06
1.2652e-08,2.5e-16,0.24164,0.76893,0.20261,0.0015721,0.014177,2.5354e-09,0.184,-2.1758e-14,1.7327e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,11.014,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000921,0.0015,0.000921,5e-06
1.2652e-08,2.5e-16,0.24171,0.76898,0.2026,0.0015699,0.014179,2.5354e-09,0.18402,-1.7455e-14,2.4467e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.985,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000924,0.0015,0.000924,5e-06
1.2652e-08,2.5e-16,0.24177,0.76902,0.2026,0.0015676,0.01418,2.5354e-09,0.18404,-1.2682e-14,3.1559e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.955,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000927,0.0015,0.000927,5e-06
1.2652e-08,2.5e-16,0.24184,0.76907,0.20259,0.0015654,0.014181,2.5354e-09,0.18407,-7.9089e-15,3.8651e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.926,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00093,0.0015,0.00093,5e-06
1.2652e-08,2.5e-16,0.24188,0.76911,0.20259,0.0015631,0.014182,2.5354e-09,0.18409,-3.1119e-15,4.5275e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.896,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000933,0.0015,0.000933,5e-06
1.2652e-08,2.5e-16,0.24193,0.76916,0.20259,0.0015609,0.014183,2.5354e-09,0.18411,1.6851e-15,5.19e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.867,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000936,0.0015,0.000936,5e-06
1.2652e-08,2.5e-16,0.24196,0.7692,0.20258,0.0015586,0.014185,2.5354e-09,0.18414,6.1288e-15,5.8842e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.838,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000939,0.0015,0.000939,5e-06
1.2652e-08,2.5e-16,0.24199,0.76925,0.20258,0.0015564,0.014186,2.5354e-09,0.18416,1.0219e-14,6.6102e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.808,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000942,0.0015,0.000942,5e-06
1.2652e-08,2.5e-16,0.24201,0.76929,0.20257,0.0015541,0.014187,2.5354e-09,0.18418,1.431e-14,7.3362e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.779,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000945,0.0015,0.000945,5e-06
1.2652e-08,2.5e-16,0.24201,0.76934,0.20257,0.0015519,0.014188,2.5354e-09,0.18421,1.8531e-14,7.9633e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.749,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000948,0.0015,0.000948,5e-06
1.2652e-08,2.5e-16,0.24201,0.76938,0.20257,0.0015496,0.014189,2.5354e-09,0.18423,2.2751e-14,8.5904e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.72,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000951,0.0015,0.000951,5e-06
1.2652e-08,2.5e-16,0.24199,0.76943,0.20256,0.0015474,0.014191,2.5354e-09,0.18425,2.6501e-14,9.1691e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.69,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000954,0.0015,0.000954,5e-06
1.2652e-08,2.5e-16,0.24196,0.76947,0.20256,0.0015451,0.014192,2.5354e-09,0.18428,2.9782e-14,9.6994e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.661,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000957,0.0015,0.000957,5e-06
1.2652e-08,2.5e-16,0.24192,0.76952,0.20256,0.0015429,0.014193,2.5354e-09,0.1843,3.3062e-14,1.023e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.632,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00096,0.0015,0.00096,5e-06
1.2652e-08,2.5e-16,0.24184,0.76956,0.20255,0.0015407,0.014194,2.5354e-09,0.18432,3.7232e-14,1.0797e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.602,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000963,0.0015,0.000963,5e-06
1.2652e-08,2.5e-16,0.24176,0.76961,0.20255,0.0015384,0.014195,2.5354e-09,0.18435,4.1402e-14,1.1364e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.573,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000966,0.0015,0.000966,5e-06
1.2652e-08,2.5e-16,0.24166,0.76965,0.20254,0.0015362,0.014197,2.5354e-09,0.18437,4.4899e-14,1.1885e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.543,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000969,0.0015,0.000969,5e-06
1.2652e-08,2.5e-16,0.24153,0.7697,0.20254,0.0015339,0.014198,2.5354e-09,0.18439,4.7724e-14,1.2361e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.514,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000972,0.0015,0.000972,5e-06
1.2652e-08,2.5e-16,0.24139,0.76974,0.20254,0.0015317,0.014199,2.5354e-09,0.18441,5.0549e-14,1.2837e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.484,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000975,0.0015,0.000975,5e-06
1.2652e-08,2.5e-16,0.2412,0.76979,0.20253,0.0015294,0.0142,2.5354e-09,0.18444,5.2666e-14,1.3312e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.455,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000978,0.0015,0.000978,5e-06
1.2652e-08,2.5e-16,0.24101,0.76983,0.20253,0.0015272,0.014201,2.5354e-09,0.18446,5.4784e-14,1.3787e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.426,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000981,0.0015,0.000981,5e-06
1.2652e-08,2.5e-16,0.24079,0.76988,0.20253,0.0015249,0.014202,2.5354e-09,0.18448,5.6921e-14,1.4265e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.396,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000984,0.0015,0.000984,5e-06
1.2652e-08,2.5e-16,0.24053,0.76992,0.20252,0.0015227,0.014204,2.5354e-09,0.18451,5.9078e-14,1.4745e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.367,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000987,0.0015,0.000987,5e-06
1.2652e-08,2.5e-16,0.24028,0.76997,0.20252,0.0015204,0.014205,2.5354e-09,0.18453,6.1235e-14,1.5225e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.337,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00099,0.0015,0.00099,5e-06
1.2652e-08,2.5e-16,0.23996,0.77001,0.20251,0.0015182,0.014206,2.5354e-09,0.18455,6.3008e-14,1.5707e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.308,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000993,0.0015,0.000993,5e-06
1.2652e-08,2.5e-16,0.23965,0.77006,0.20251,0.0015159,0.014207,2.5354e-09,0.18458,6.4781e-14,1.6188e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.278,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000996,0.0015,0.000996,5e-06
1.2652e-08,2.5e-16,0.23932,0.7701,0.20251,0.0015137,0.014208,2.5354e-09,0.1846,6.6469e-14,1.6636e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.249,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000999,0.0015,0.000999,5e-06
1.2652e-08,2.5e-16,0.23897,0.77015,0.2025,0.0015114,0.01421,2.5354e-09,0.18462,6.807e-14,1.7051e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.22,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.001002,0.0015,0.001002,5e-06
1.2652e-08,2.5e-16,0.23861,0.77019,0.2025,0.0015092,0.014211,2.5354e-09,0.18465,6.9671e-14,1.7465e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.19,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.001005,0.0015,0.001005,5e-06
1.2652e-08,2.5e-16,0.23824,0.77024,0.20249,0.001507,0.014212,2.5354e-09,0.18467,7.0852e-14,1.7822e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.161,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.001008,0.0015,0.001008,5e-06
1.2652e-08,2.5e-16,0.23787,0.77028,0.20249,0.0015047,0.014213,2.5354e-09,0.18469,7.2033e-14,1.8179e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.131,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.001011,0.0015,0.001011,5e-06
1.2652e-08,2.5e-16,0.23751,0.77033,0.20249,0.0015025,0.014214,2.5354e-09,0.18472,7.3205e-14,1.8475e-13,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,10.102,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.001014,0.0015,0.001014,5e-06
