"ALambda_0","D_X","E850","SAC","SI","SIC","SIP","SLambda_0","SS","U:0","U:1","U:2","XI_VS","XI_alpha","XPB","XPB_VS","XS","XS_VS","alpha.water","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2652e-08,2.5e-16,0.21557,0.77644,0.20197,0.0011973,0.014376,2.5353e-09,0.18786,1.0326e-13,1.7806e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,6.0994,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001422,0.0015,0.001422,5e-06
1.2652e-08,2.5e-16,0.21527,0.77648,0.20197,0.0011951,0.014377,2.5353e-09,0.18788,1.0172e-13,1.79e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,6.0699,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001425,0.0015,0.001425,5e-06
1.2652e-08,2.5e-16,0.21506,0.77652,0.20196,0.0011929,0.014378,2.5353e-09,0.18791,1.0037e-13,1.7733e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,6.0405,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001428,0.0015,0.001428,5e-06
1.2652e-08,2.5e-16,0.21485,0.77657,0.20196,0.0011906,0.01438,2.5353e-09,0.18793,9.9008e-14,1.7566e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,6.0111,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001431,0.0015,0.001431,5e-06
1.2652e-08,2.5e-16,0.21469,0.77661,0.20196,0.0011884,0.014381,2.5353e-09,0.18795,9.7766e-14,1.7303e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.9816,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001434,0.0015,0.001434,5e-06
1.2652e-08,2.5e-16,0.21457,0.77666,0.20195,0.0011861,0.014382,2.5353e-09,0.18798,9.6641e-14,1.6944e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.9522,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001437,0.0015,0.001437,5e-06
1.2652e-08,2.5e-16,0.21445,0.7767,0.20195,0.0011839,0.014383,2.5353e-09,0.188,9.5516e-14,1.6585e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.9228,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.00144,0.0015,0.00144,5e-06
1.2652e-08,2.5e-16,0.2144,0.77675,0.20194,0.0011817,0.014384,2.5353e-09,0.18802,9.2913e-14,1.6627e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.8934,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001443,0.0015,0.001443,5e-06
1.2652e-08,2.5e-16,0.21436,0.77679,0.20194,0.0011794,0.014386,2.5353e-09,0.18805,9.0309e-14,1.6668e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.8639,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001446,0.0015,0.001446,5e-06
1.2652e-08,2.5e-16,0.21434,0.77684,0.20194,0.0011772,0.014387,2.5353e-09,0.18807,8.7539e-14,1.6659e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.8345,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001449,0.0015,0.001449,5e-06
1.2652e-08,2.5e-16,0.21435,0.77688,0.20193,0.0011749,0.014388,2.5353e-09,0.18809,8.4602e-14,1.6599e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.8051,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001452,0.0015,0.001452,5e-06
1.2652e-08,2.5e-16,0.21436,0.77693,0.20193,0.0011727,0.014389,2.5353e-09,0.18812,8.1665e-14,1.654e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.7756,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001455,0.0015,0.001455,5e-06
1.2652e-08,2.5e-16,0.21441,0.77697,0.20192,0.0011705,0.01439,2.5353e-09,0.18814,8.0508e-14,1.6123e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.7462,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001458,0.0015,0.001458,5e-06
1.2652e-08,2.5e-16,0.21446,0.77702,0.20192,0.0011682,0.014392,2.5353e-09,0.18816,7.9351e-14,1.5706e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.7168,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001461,0.0015,0.001461,5e-06
1.2652e-08,2.5e-16,0.21452,0.77706,0.20192,0.001166,0.014393,2.5353e-09,0.18818,7.7847e-14,1.5439e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.6873,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001464,0.0015,0.001464,5e-06
1.2652e-08,2.5e-16,0.21459,0.77711,0.20191,0.0011637,0.014394,2.5353e-09,0.18821,7.5997e-14,1.5323e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.6579,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001467,0.0015,0.001467,5e-06
1.2652e-08,2.5e-16,0.21466,0.77715,0.20191,0.0011615,0.014395,2.5353e-09,0.18823,7.4146e-14,1.5206e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.6285,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.00147,0.0015,0.00147,5e-06
1.2652e-08,2.5e-16,0.21473,0.7772,0.20191,0.0011593,0.014396,2.5353e-09,0.18825,7.2712e-14,1.5181e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.5991,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001473,0.0015,0.001473,5e-06
1.2652e-08,2.5e-16,0.2148,0.77724,0.2019,0.001157,0.014397,2.5353e-09,0.18828,7.1279e-14,1.5156e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.5696,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001476,0.0015,0.001476,5e-06
1.2652e-08,2.5e-16,0.21488,0.77729,0.2019,0.0011548,0.014399,2.5353e-09,0.1883,7.0228e-14,1.509e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.5402,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001479,0.0015,0.001479,5e-06
1.2652e-08,2.5e-16,0.21495,0.77733,0.20189,0.0011525,0.0144,2.5353e-09,0.18832,6.9559e-14,1.4985e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.5108,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001482,0.0015,0.001482,5e-06
1.2652e-08,2.5e-16,0.21502,0.77738,0.20189,0.0011503,0.014401,2.5353e-09,0.18835,6.889e-14,1.4879e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.4813,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001485,0.0015,0.001485,5e-06
1.2652e-08,2.5e-16,0.21508,0.77742,0.20189,0.001148,0.014402,2.5353e-09,0.18837,6.8132e-14,1.4651e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.4519,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001488,0.0015,0.001488,5e-06
1.2652e-08,2.5e-16,0.21515,0.77747,0.20188,0.0011458,0.014403,2.5353e-09,0.18839,6.7374e-14,1.4424e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.4225,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001491,0.0015,0.001491,5e-06
1.2652e-08,2.5e-16,0.21521,0.77751,0.20188,0.0011436,0.014405,2.5353e-09,0.18841,6.6535e-14,1.4261e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.393,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001494,0.0015,0.001494,5e-06
1.2652e-08,2.5e-16,0.21527,0.77756,0.20188,0.0011413,0.014406,2.5353e-09,0.18844,6.5616e-14,1.4163e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.3636,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001497,0.0015,0.001497,5e-06
1.2652e-08,2.5e-16,0.21533,0.7776,0.20187,0.0011391,0.014407,2.5353e-09,0.18846,6.4696e-14,1.4064e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.3342,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.0015,0.0015,0.0015,5e-06
1.2652e-08,2.5e-16,0.21538,0.77765,0.20187,0.0011368,0.014408,2.5353e-09,0.18848,6.4203e-14,1.4028e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.3048,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001503,0.0015,0.001503,5e-06
1.2652e-08,2.5e-16,0.21544,0.77769,0.20186,0.0011346,0.014409,2.5353e-09,0.18851,6.371e-14,1.3992e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.2753,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001506,0.0015,0.001506,5e-06
1.2652e-08,2.5e-16,0.2155,0.77774,0.20186,0.0011324,0.01441,2.5353e-09,0.18853,6.4162e-14,1.3797e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.2459,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001509,0.0015,0.001509,5e-06
1.2652e-08,2.5e-16,0.21555,0.77778,0.20186,0.0011301,0.014412,2.5353e-09,0.18855,6.5557e-14,1.3443e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.2165,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001512,0.0015,0.001512,5e-06
1.2652e-08,2.5e-16,0.21561,0.77783,0.20185,0.0011279,0.014413,2.5353e-09,0.18858,6.6953e-14,1.3089e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.187,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001515,0.0015,0.001515,5e-06
1.2652e-08,2.5e-16,0.21567,0.77787,0.20185,0.0011256,0.014414,2.5353e-09,0.1886,6.6703e-14,1.3199e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.1576,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001518,0.0015,0.001518,5e-06
1.2652e-08,2.5e-16,0.21573,0.77792,0.20185,0.0011234,0.014415,2.5353e-09,0.18862,6.6453e-14,1.3309e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.1282,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001521,0.0015,0.001521,5e-06
1.2652e-08,2.5e-16,0.2158,0.77796,0.20184,0.0011212,0.014416,2.5353e-09,0.18865,6.6936e-14,1.3365e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.0987,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001524,0.0015,0.001524,5e-06
1.2652e-08,2.5e-16,0.21586,0.77801,0.20184,0.0011189,0.014418,2.5353e-09,0.18867,6.8152e-14,1.3367e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.0693,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001527,0.0015,0.001527,5e-06
1.2652e-08,2.5e-16,0.21593,0.77805,0.20183,0.0011167,0.014419,2.5353e-09,0.18869,6.9369e-14,1.3369e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.0399,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.00153,0.0015,0.00153,5e-06
1.2652e-08,2.5e-16,0.21599,0.77809,0.20183,0.0011144,0.01442,2.5353e-09,0.18872,7.1344e-14,1.2942e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,5.0105,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001533,0.0015,0.001533,5e-06
1.2652e-08,2.5e-16,0.21605,0.77814,0.20183,0.0011122,0.014421,2.5353e-09,0.18874,7.332e-14,1.2515e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.981,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001536,0.0015,0.001536,5e-06
1.2652e-08,2.5e-16,0.2161,0.77818,0.20182,0.0011099,0.014422,2.5353e-09,0.18876,7.572e-14,1.2229e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.9516,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001539,0.0015,0.001539,5e-06
1.2652e-08,2.5e-16,0.21615,0.77823,0.20182,0.0011077,0.014424,2.5353e-09,0.18878,7.8546e-14,1.2084e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.9222,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001542,0.0015,0.001542,5e-06
1.2652e-08,2.5e-16,0.21619,0.77827,0.20182,0.0011055,0.014425,2.5353e-09,0.18881,8.1371e-14,1.1939e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.8927,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001545,0.0015,0.001545,5e-06
1.2652e-08,2.5e-16,0.21621,0.77832,0.20181,0.0011032,0.014426,2.5353e-09,0.18883,8.2835e-14,1.1954e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.8633,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001548,0.0015,0.001548,5e-06
1.2652e-08,2.5e-16,0.21623,0.77836,0.20181,0.001101,0.014427,2.5353e-09,0.18885,8.4299e-14,1.1969e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.8339,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001551,0.0015,0.001551,5e-06
1.2652e-08,2.5e-16,0.21622,0.77841,0.2018,0.0010988,0.014428,2.5353e-09,0.18888,8.5841e-14,1.1883e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.8044,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001554,0.0015,0.001554,5e-06
1.2652e-08,2.5e-16,0.21619,0.77845,0.2018,0.0010965,0.01443,2.5353e-09,0.1889,8.7461e-14,1.1696e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.775,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001557,0.0015,0.001557,5e-06
1.2652e-08,2.5e-16,0.21617,0.7785,0.2018,0.0010943,0.014431,2.5353e-09,0.18892,8.9081e-14,1.1508e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.7456,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.00156,0.0015,0.00156,5e-06
1.2652e-08,2.5e-16,0.21608,0.77854,0.20179,0.001092,0.014432,2.5353e-09,0.18895,8.9341e-14,1.1417e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.7162,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001563,0.0015,0.001563,5e-06
1.2652e-08,2.5e-16,0.21598,0.77859,0.20179,0.0010898,0.014433,2.5353e-09,0.18897,8.9602e-14,1.1325e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.6867,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001566,0.0015,0.001566,5e-06
1.2652e-08,2.5e-16,0.21585,0.77863,0.20179,0.0010875,0.014434,2.5353e-09,0.18899,8.9434e-14,1.1389e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.6573,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001569,0.0015,0.001569,5e-06
1.2652e-08,2.5e-16,0.21568,0.77868,0.20178,0.0010853,0.014435,2.5353e-09,0.18902,8.884e-14,1.1609e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.6279,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001572,0.0015,0.001572,5e-06
1.2652e-08,2.5e-16,0.21551,0.77872,0.20178,0.0010831,0.014437,2.5353e-09,0.18904,8.8245e-14,1.1829e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.5984,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001575,0.0015,0.001575,5e-06
1.2652e-08,2.5e-16,0.21526,0.77877,0.20177,0.0010808,0.014438,2.5353e-09,0.18906,9.0647e-14,1.1493e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.569,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001578,0.0015,0.001578,5e-06
1.2652e-08,2.5e-16,0.215,0.77881,0.20177,0.0010786,0.014439,2.5353e-09,0.18909,9.3049e-14,1.1157e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.5396,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001581,0.0015,0.001581,5e-06
1.2652e-08,2.5e-16,0.21469,0.77886,0.20177,0.0010763,0.01444,2.5353e-09,0.18911,9.351e-14,1.0981e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.5101,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001584,0.0015,0.001584,5e-06
1.2652e-08,2.5e-16,0.21434,0.7789,0.20176,0.0010741,0.014441,2.5353e-09,0.18913,9.2029e-14,1.0965e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.4807,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001587,0.0015,0.001587,5e-06
1.2652e-08,2.5e-16,0.21399,0.77895,0.20176,0.0010719,0.014443,2.5353e-09,0.18915,9.0548e-14,1.0949e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.4513,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.00159,0.0015,0.00159,5e-06
1.2652e-08,2.5e-16,0.21356,0.77899,0.20175,0.0010696,0.014444,2.5353e-09,0.18918,9.1339e-14,1.1226e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.4219,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001593,0.0015,0.001593,5e-06
1.2652e-08,2.5e-16,0.21312,0.77904,0.20175,0.0010674,0.014445,2.5353e-09,0.1892,9.2131e-14,1.1502e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.3924,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001596,0.0015,0.001596,5e-06
1.2652e-08,2.5e-16,0.21264,0.77908,0.20175,0.0010651,0.014446,2.5353e-09,0.18922,9.2372e-14,1.1457e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.363,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001599,0.0015,0.001599,5e-06
1.2652e-08,2.5e-16,0.21213,0.77913,0.20174,0.0010629,0.014447,2.5353e-09,0.18925,9.2062e-14,1.109e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.3336,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001602,0.0015,0.001602,5e-06
1.2652e-08,2.5e-16,0.21162,0.77917,0.20174,0.0010607,0.014448,2.5353e-09,0.18927,9.1753e-14,1.0723e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.3041,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001605,0.0015,0.001605,5e-06
1.2652e-08,2.5e-16,0.21105,0.77922,0.20174,0.0010584,0.01445,2.5353e-09,0.18929,8.9673e-14,1.0845e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.2747,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001608,0.0015,0.001608,5e-06
1.2652e-08,2.5e-16,0.21048,0.77926,0.20173,0.0010562,0.014451,2.5353e-09,0.18932,8.7593e-14,1.0966e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.2453,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001611,0.0015,0.001611,5e-06
1.2652e-08,2.5e-16,0.2099,0.77931,0.20173,0.0010539,0.014452,2.5353e-09,0.18934,8.6912e-14,1.1089e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.2158,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001614,0.0015,0.001614,5e-06
1.2652e-08,2.5e-16,0.2093,0.77935,0.20172,0.0010517,0.014453,2.5353e-09,0.18936,8.7629e-14,1.1215e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.1864,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001617,0.0015,0.001617,5e-06
1.2652e-08,2.5e-16,0.2087,0.77939,0.20172,0.0010495,0.014454,2.5353e-09,0.18938,8.8346e-14,1.1341e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.157,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.00162,0.0015,0.00162,5e-06
1.2652e-08,2.5e-16,0.2081,0.77944,0.20172,0.0010472,0.014456,2.5353e-09,0.18941,8.6203e-14,1.1136e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.1276,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001623,0.0015,0.001623,5e-06
1.2652e-08,2.5e-16,0.2075,0.77948,0.20171,0.001045,0.014457,2.5353e-09,0.18943,8.406e-14,1.0931e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.0981,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001626,0.0015,0.001626,5e-06
1.2652e-08,2.5e-16,0.20691,0.77953,0.20171,0.0010427,0.014458,2.5353e-09,0.18945,8.2048e-14,1.0863e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.0687,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001629,0.0015,0.001629,5e-06
1.2652e-08,2.5e-16,0.20633,0.77957,0.20171,0.0010405,0.014459,2.5353e-09,0.18948,8.0164e-14,1.0932e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.0393,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001632,0.0015,0.001632,5e-06
1.2652e-08,2.5e-16,0.20575,0.77962,0.2017,0.0010383,0.01446,2.5353e-09,0.1895,7.8281e-14,1.1002e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,4.0098,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001635,0.0015,0.001635,5e-06
1.2652e-08,2.5e-16,0.20523,0.77966,0.2017,0.001036,0.014462,2.5353e-09,0.18952,7.8459e-14,1.092e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.9804,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001638,0.0015,0.001638,5e-06
1.2652e-08,2.5e-16,0.2047,0.77971,0.20169,0.0010338,0.014463,2.5353e-09,0.18955,7.8637e-14,1.0838e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.951,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001641,0.0015,0.001641,5e-06
1.2652e-08,2.5e-16,0.20421,0.77975,0.20169,0.0010315,0.014464,2.5353e-09,0.18957,7.8739e-14,1.0674e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.9215,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001644,0.0015,0.001644,5e-06
1.2652e-08,2.5e-16,0.20375,0.7798,0.20169,0.0010293,0.014465,2.5353e-09,0.18959,7.8765e-14,1.0426e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.8921,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001647,0.0015,0.001647,5e-06
1.2652e-08,2.5e-16,0.2033,0.77984,0.20168,0.0010271,0.014466,2.5353e-09,0.18962,7.8792e-14,1.0178e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.8627,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.00165,0.0015,0.00165,5e-06
1.2652e-08,2.5e-16,0.20292,0.77989,0.20168,0.0010248,0.014468,2.5353e-09,0.18964,8.0176e-14,1.0246e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.8333,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001653,0.0015,0.001653,5e-06
1.2652e-08,2.5e-16,0.20255,0.77993,0.20168,0.0010226,0.014469,2.5353e-09,0.18966,8.1561e-14,1.0315e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.8038,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001656,0.0015,0.001656,5e-06
1.2652e-08,2.5e-16,0.20223,0.77998,0.20167,0.0010203,0.01447,2.5353e-09,0.18969,8.2237e-14,1.043e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.7744,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001659,0.0015,0.001659,5e-06
1.2652e-08,2.5e-16,0.20194,0.78002,0.20167,0.0010181,0.014471,2.5353e-09,0.18971,8.2205e-14,1.0592e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.745,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001662,0.0015,0.001662,5e-06
1.2652e-08,2.5e-16,0.20166,0.78007,0.20166,0.0010159,0.014472,2.5353e-09,0.18973,8.2172e-14,1.0754e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.7155,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001665,0.0015,0.001665,5e-06
1.2652e-08,2.5e-16,0.20147,0.78011,0.20166,0.0010136,0.014473,2.5353e-09,0.18976,8.4006e-14,1.0585e-13,0,9.7053e-12,1.3249e-13,1.2086e-10,6.7899e-11,0,0,1,3.6861,20.049,1.2269e-18,1.4278e-17,0,1.6744e-12,1,0.001668,0.0015,0.001668,5e-06
