"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","appXPB","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6522.5,1.728e-11,1.7016,0.64728,0.00018471,0.20036,0.0064404,0.040766,0.011256,1642.1,0.16186,0,-8.5454e-13,3.3652e-14,0,15.138,14.147,0.19313,62.309,35.005,0.79495,1.1888,1.111,0.015166,0,0.40143,0.23937,20.545,20.545,5.3548e-08,2.7705e-06,7.0408e-07,1.0032,1,0,0.0015,0,5e-06
6522.5,1.728e-11,1.7474,0.64729,0.00018468,0.20036,0.0064403,0.040766,0.011256,1642.1,0.16186,0,-1.1223e-12,8.4402e-14,0,15.138,14.147,0.19313,62.309,35.005,0.79494,1.1887,1.111,0.015166,0,0.40142,0.24536,20.516,20.546,5.3547e-08,2.8398e-06,7.0408e-07,1.0032,1,3e-06,0.0015,3e-06,5e-06
6522.5,1.728e-11,1.7932,0.64729,0.00018465,0.20036,0.0064401,0.040767,0.011256,1642.1,0.16187,0,-1.3901e-12,1.3515e-13,0,15.138,14.147,0.19313,62.309,35.005,0.79494,1.1887,1.111,0.015166,0,0.40142,0.25135,20.487,20.546,5.3547e-08,2.9092e-06,7.0409e-07,1.0032,1,6e-06,0.0015,6e-06,5e-06
6522.5,1.728e-11,1.8531,0.64731,0.0001846,0.20036,0.0064398,0.040767,0.011256,1642.1,0.16187,0,-1.7657e-12,2.3175e-13,0,15.138,14.147,0.19313,62.309,35.005,0.79494,1.1887,1.111,0.015166,0,0.40142,0.25912,20.458,20.547,5.3547e-08,2.9991e-06,7.0409e-07,1.0032,1,9e-06,0.0015,9e-06,5e-06
6522.5,1.728e-11,1.927,0.64733,0.00018451,0.20036,0.0064394,0.040767,0.011256,1642.1,0.16188,0,-2.2492e-12,3.742e-13,0,15.137,14.147,0.19313,62.309,35.005,0.79494,1.1887,1.111,0.015166,0,0.40142,0.26866,20.429,20.548,5.3547e-08,3.1095e-06,7.0409e-07,1.0032,1,1.2e-05,0.0015,1.2e-05,5e-06
6522.5,1.728e-11,2.001,0.64735,0.00018442,0.20036,0.0064389,0.040768,0.011257,1642.1,0.16188,0,-2.7326e-12,5.1665e-13,0,15.137,14.147,0.19312,62.309,35.005,0.79494,1.1887,1.111,0.015166,0,0.40141,0.27821,20.4,20.549,5.3546e-08,3.22e-06,7.0409e-07,1.0032,1,1.5e-05,0.0015,1.5e-05,5e-06
6522.5,1.728e-11,2.0643,0.64739,0.00018428,0.20036,0.0064382,0.040769,0.011257,1642.1,0.1619,0,-3.1215e-12,7.3987e-13,0,15.137,14.147,0.19312,62.309,35.005,0.79494,1.1887,1.1109,0.015166,0,0.40141,0.28607,20.371,20.549,5.3546e-08,3.311e-06,7.0409e-07,1.0032,1,1.8e-05,0.0015,1.8e-05,5e-06
6522.4,1.728e-11,2.1275,0.64743,0.00018413,0.20036,0.0064374,0.04077,0.011258,1642.1,0.16191,0,-3.5104e-12,9.6309e-13,0,15.137,14.147,0.19312,62.309,35.005,0.79494,1.1887,1.1109,0.015165,0,0.4014,0.29393,20.341,20.549,5.3545e-08,3.402e-06,7.0409e-07,1.0032,1,2.1e-05,0.0015,2.1e-05,5e-06
6522.4,1.728e-11,2.1952,0.64748,0.00018396,0.20036,0.0064365,0.040771,0.011258,1642.1,0.16192,0,-3.8586e-12,1.2252e-12,0,15.137,14.146,0.19312,62.308,35.005,0.79494,1.1887,1.1109,0.015165,0,0.4014,0.30222,20.31,20.548,5.3544e-08,3.4979e-06,7.0409e-07,1.0032,1,2.4e-05,0.0015,2.4e-05,5e-06
6522.4,1.728e-11,2.2674,0.64754,0.00018376,0.20036,0.0064353,0.040772,0.011259,1642,0.16194,0,-4.166e-12,1.5262e-12,0,15.136,14.146,0.19311,62.308,35.005,0.79494,1.1886,1.1109,0.015165,0,0.40139,0.31092,20.28,20.547,5.3544e-08,3.5986e-06,7.0409e-07,1.0032,1,2.7e-05,0.0015,2.7e-05,5e-06
6522.4,1.728e-11,2.3395,0.6476,0.00018356,0.20036,0.0064342,0.040773,0.01126,1642,0.16195,0,-4.4735e-12,1.8272e-12,0,15.136,14.146,0.19311,62.308,35.005,0.79493,1.1886,1.1109,0.015165,0,0.40138,0.31962,20.249,20.546,5.3543e-08,3.6993e-06,7.0409e-07,1.0032,1,3e-05,0.0015,3e-05,5e-06
6522.4,1.728e-11,2.4167,0.64767,0.0001833,0.20036,0.0064327,0.040775,0.011261,1642,0.16197,0,-4.7045e-12,2.2027e-12,0,15.136,14.146,0.1931,62.308,35.004,0.79493,1.1886,1.1108,0.015164,0,0.40137,0.32862,20.217,20.544,5.3542e-08,3.8035e-06,7.0409e-07,1.0032,1,3.3e-05,0.0015,3.3e-05,5e-06
6522.3,1.728e-11,2.4938,0.64775,0.00018304,0.20036,0.0064312,0.040777,0.011262,1642,0.162,0,-4.9355e-12,2.5781e-12,0,15.135,14.145,0.1931,62.308,35.004,0.79493,1.1886,1.1108,0.015164,0,0.40136,0.33762,20.185,20.542,5.3541e-08,3.9077e-06,7.0409e-07,1.0032,1,3.6e-05,0.0015,3.6e-05,5e-06
6522.3,1.728e-11,2.5743,0.64784,0.00018275,0.20036,0.0064295,0.040779,0.011263,1642,0.16202,0,-5.129e-12,2.9869e-12,0,15.135,14.145,0.19309,62.307,35.004,0.79492,1.1885,1.1108,0.015164,0,0.40135,0.34683,20.153,20.54,5.354e-08,4.0143e-06,7.0409e-07,1.0032,1,3.9e-05,0.0015,3.9e-05,5e-06
6522.3,1.728e-11,2.658,0.64793,0.00018243,0.20035,0.0064276,0.040781,0.011264,1642,0.16205,0,-5.2851e-12,3.4288e-12,0,15.134,14.144,0.19309,62.307,35.004,0.79492,1.1885,1.1108,0.015163,0,0.40134,0.35626,20.121,20.537,5.3538e-08,4.1233e-06,7.0409e-07,1.0032,1,4.2e-05,0.0015,4.2e-05,5e-06
6522.2,1.728e-11,2.7417,0.64803,0.00018211,0.20035,0.0064257,0.040783,0.011265,1641.9,0.16207,0,-5.4411e-12,3.8708e-12,0,15.134,14.144,0.19308,62.306,35.004,0.79491,1.1885,1.1107,0.015163,0,0.40133,0.36568,20.088,20.534,5.3537e-08,4.2324e-06,7.0409e-07,1.0032,1,4.5e-05,0.0015,4.5e-05,5e-06
6522.2,1.728e-11,2.8324,0.64815,0.00018174,0.20035,0.0064233,0.040786,0.011267,1641.9,0.16211,0,-5.5178e-12,4.3644e-12,0,15.133,14.143,0.19308,62.306,35.003,0.79491,1.1884,1.1107,0.015162,0,0.40131,0.3755,20.055,20.53,5.3536e-08,4.3461e-06,7.0409e-07,1.0031,1,4.8e-05,0.0015,4.8e-05,5e-06
6522.1,1.728e-11,2.923,0.64827,0.00018136,0.20035,0.006421,0.040788,0.011268,1641.9,0.16214,0,-5.5944e-12,4.8581e-12,0,15.133,14.143,0.19307,62.305,35.003,0.7949,1.1884,1.1106,0.015162,0,0.4013,0.38533,20.021,20.527,5.3534e-08,4.4598e-06,7.0409e-07,1.0031,1,5.1e-05,0.0015,5.1e-05,5e-06
6522,1.728e-11,3.0175,0.6484,0.00018095,0.20035,0.0064184,0.040791,0.01127,1641.9,0.16217,0,-5.6255e-12,5.3645e-12,0,15.132,14.142,0.19306,62.305,35.003,0.79489,1.1883,1.1106,0.015161,0,0.40128,0.39535,19.988,20.523,5.3533e-08,4.5758e-06,7.0409e-07,1.0031,1,5.4e-05,0.0015,5.4e-05,5e-06
6522,1.728e-11,3.1157,0.64854,0.00018052,0.20035,0.0064156,0.040794,0.011272,1641.8,0.16221,0,-5.6112e-12,5.8837e-12,0,15.132,14.142,0.19305,62.304,35.002,0.79488,1.1883,1.1106,0.01516,0,0.40127,0.40557,19.954,20.519,5.3531e-08,4.6941e-06,7.0409e-07,1.0031,1,5.7e-05,0.0015,5.7e-05,5e-06
6521.9,1.728e-11,3.2139,0.64869,0.00018009,0.20035,0.0064128,0.040797,0.011274,1641.8,0.16225,0,-5.5969e-12,6.4029e-12,0,15.131,14.141,0.19305,62.303,35.002,0.79487,1.1883,1.1105,0.01516,0,0.40125,0.4158,19.92,20.514,5.3529e-08,4.8125e-06,7.0408e-07,1.0031,1,6e-05,0.0015,6e-05,5e-06
