"ALambda_0","D_X","E850","SAC","SH2","SI","SIC","SIN","SIP","SLambda_0","SS","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_VS","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","appXPB","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6805,1.728e-11,0.0031095,0.63467,0.00057934,0.22134,0.0074143,0.039502,0.010762,1613.2,0.11908,0,1.9274e-13,1.4466e-14,0,7.4412,6.9544,0.094936,65.007,36.521,0.82937,6.3161,5.9029,0.080581,0,0.27045,-0.032964,31.111,31.111,2.8638e-07,-3.8153e-07,2.0273e-07,1.0049,1,0,0.0015,0,5e-06
6805,1.728e-11,0.0031899,0.63467,0.00057931,0.22134,0.0074143,0.039502,0.010762,1613.2,0.11908,0,2.8158e-13,5.2164e-14,0,7.4412,6.9544,0.094936,65.008,36.521,0.82937,6.3161,5.9029,0.080581,0,0.27045,-0.032947,31.082,31.112,2.8638e-07,-3.8133e-07,2.0273e-07,1.0049,1,3e-06,0.0015,3e-06,5e-06
6805,1.728e-11,0.0032702,0.63467,0.00057927,0.22134,0.0074143,0.039502,0.010762,1613.2,0.11908,0,3.7042e-13,8.9863e-14,0,7.4412,6.9544,0.094936,65.008,36.521,0.82937,6.3161,5.9029,0.080581,0,0.27045,-0.03293,31.053,31.113,2.8638e-07,-3.8113e-07,2.0273e-07,1.0049,1,6e-06,0.0015,6e-06,5e-06
6805,1.728e-11,0.0033754,0.63467,0.00057921,0.22133,0.0074142,0.039502,0.010762,1613.2,0.11908,0,5.0545e-13,1.628e-13,0,7.4412,6.9544,0.094936,65.008,36.521,0.82938,6.316,5.9028,0.080581,0,0.27045,-0.032907,31.025,31.114,2.8638e-07,-3.8087e-07,2.0273e-07,1.0049,1,9e-06,0.0015,9e-06,5e-06
6805,1.728e-11,0.0035054,0.63467,0.00057911,0.22133,0.0074142,0.039502,0.010762,1613.2,0.11909,0,6.8666e-13,2.7097e-13,0,7.4412,6.9544,0.094936,65.008,36.521,0.82938,6.316,5.9028,0.080581,0,0.27045,-0.032879,30.996,31.115,2.8637e-07,-3.8055e-07,2.0273e-07,1.0049,1,1.2e-05,0.0015,1.2e-05,5e-06
6805,1.728e-11,0.0036354,0.63467,0.00057901,0.22133,0.0074142,0.039502,0.010762,1613.2,0.11909,0,8.6787e-13,3.7915e-13,0,7.4412,6.9543,0.094935,65.008,36.521,0.82938,6.316,5.9028,0.08058,0,0.27045,-0.032851,30.968,31.117,2.8637e-07,-3.8022e-07,2.0274e-07,1.0049,1,1.5e-05,0.0015,1.5e-05,5e-06
6805,1.728e-11,0.0037473,0.63466,0.00057884,0.22133,0.0074141,0.039502,0.010762,1613.2,0.11909,0,1.0499e-12,5.4919e-13,0,7.4411,6.9543,0.094935,65.008,36.521,0.82938,6.316,5.9028,0.08058,0,0.27045,-0.032827,30.94,31.118,2.8637e-07,-3.7994e-07,2.0274e-07,1.0049,1,1.8e-05,0.0015,1.8e-05,5e-06
6805,1.728e-11,0.0038592,0.63466,0.00057867,0.22133,0.007414,0.039502,0.010762,1613.2,0.1191,0,1.2319e-12,7.1923e-13,0,7.4411,6.9543,0.094934,65.008,36.521,0.82938,6.3159,5.9027,0.08058,0,0.27045,-0.032803,30.911,31.119,2.8637e-07,-3.7967e-07,2.0275e-07,1.0049,1,2.1e-05,0.0015,2.1e-05,5e-06
6805,1.728e-11,0.003979,0.63466,0.00057847,0.22133,0.007414,0.039502,0.010762,1613.2,0.1191,0,1.4096e-12,9.1563e-13,0,7.441,6.9542,0.094934,65.008,36.521,0.82938,6.3159,5.9027,0.080579,0,0.27045,-0.032777,30.883,31.12,2.8637e-07,-3.7937e-07,2.0275e-07,1.0049,1,2.4e-05,0.0015,2.4e-05,5e-06
6805.1,1.728e-11,0.0041066,0.63466,0.00057824,0.22132,0.0074139,0.039502,0.010762,1613.2,0.11911,0,1.583e-12,1.1384e-12,0,7.441,6.9542,0.094933,65.008,36.522,0.82938,6.3158,5.9027,0.080578,0,0.27044,-0.03275,30.854,31.121,2.8637e-07,-3.7905e-07,2.0276e-07,1.0049,1,2.7e-05,0.0015,2.7e-05,5e-06
6805.1,1.728e-11,0.0042343,0.63465,0.00057801,0.22132,0.0074138,0.039502,0.010762,1613.2,0.11912,0,1.7565e-12,1.3612e-12,0,7.4409,6.9541,0.094932,65.009,36.522,0.82939,6.3158,5.9026,0.080578,0,0.27044,-0.032723,30.825,31.123,2.8636e-07,-3.7873e-07,2.0277e-07,1.0049,1,3e-05,0.0015,3e-05,5e-06
6805.1,1.728e-11,0.0043711,0.63465,0.00057771,0.22132,0.0074137,0.039502,0.010762,1613.2,0.11912,0,1.917e-12,1.6277e-12,0,7.4408,6.954,0.094931,65.009,36.522,0.82939,6.3157,5.9026,0.080577,0,0.27044,-0.032693,30.796,31.123,2.8636e-07,-3.7839e-07,2.0278e-07,1.0049,1,3.3e-05,0.0015,3.3e-05,5e-06
